temperature, time
23.562, 1468260688.077056
23.500, 1468260689.077362
23.562, 1468260690.076721
23.500, 1468260691.158691
23.562, 1468260692.067016
23.500, 1468260693.066925
23.500, 1468260694.066955
23.500, 1468260695.066955
23.500, 1468260696.066925
23.500, 1468260697.066955
23.500, 1468260698.067260
23.500, 1468260699.066955
23.562, 1468260700.066955
23.500, 1468260701.070739
23.500, 1468260702.066955
23.562, 1468260703.066955
23.500, 1468260704.067047
23.562, 1468260705.066925
23.500, 1468260706.071746
23.500, 1468260707.066955
23.500, 1468260708.066955
23.500, 1468260709.066986
23.562, 1468260710.066955
23.500, 1468260711.071807
23.500, 1468260712.067169
23.562, 1468260713.066925
23.500, 1468260714.067077
23.500, 1468260715.067230
23.500, 1468260716.066925
23.500, 1468260717.079101
23.562, 1468260718.079895
23.500, 1468260719.079559
23.500, 1468260720.078979
23.562, 1468260721.210113
23.562, 1468260722.077972
23.562, 1468260723.080596
23.500, 1468260724.078033
23.500, 1468260725.077972
23.500, 1468260726.283111
23.500, 1468260727.075714
23.562, 1468260728.075775
23.562, 1468260729.075866
23.500, 1468260730.075927
23.562, 1468260731.168365
23.562, 1468260732.093475
23.500, 1468260733.093200
23.500, 1468260734.093170
23.562, 1468260735.093566
23.562, 1468260736.351593
23.500, 1468260737.066986
23.500, 1468260738.066986
23.562, 1468260739.066955
23.500, 1468260740.066955
23.500, 1468260741.066986
23.562, 1468260742.096954
23.500, 1468260743.095855
23.562, 1468260744.094635
23.562, 1468260745.094421
23.500, 1468260746.226074
23.562, 1468260747.093139
23.500, 1468260748.094482
23.500, 1468260749.093017
23.500, 1468260750.094604
23.562, 1468260751.368865
23.562, 1468260752.076629
23.562, 1468260753.076690
23.562, 1468260754.076934
23.562, 1468260755.076690
23.562, 1468260756.186676
23.500, 1468260757.073211
23.500, 1468260758.073944
23.500, 1468260759.073211
23.562, 1468260760.074005
23.500, 1468260761.190368
23.500, 1468260762.082672
23.562, 1468260763.082824
23.562, 1468260764.087829
23.562, 1468260765.082733
23.562, 1468260766.170043
23.562, 1468260767.089294
23.500, 1468260768.090026
23.562, 1468260769.092041
23.562, 1468260770.089874
23.500, 1468260771.322113
23.500, 1468260772.067199
23.500, 1468260773.066925
23.562, 1468260774.066925
23.625, 1468260775.066925
23.562, 1468260776.066955
23.500, 1468260777.073852
23.500, 1468260778.073699
23.562, 1468260779.075927
23.562, 1468260780.073760
23.562, 1468260781.073181
23.562, 1468260782.093322
23.500, 1468260783.092376
23.500, 1468260784.092468
23.562, 1468260785.092285
23.500, 1468260786.105865
23.500, 1468260787.066925
23.562, 1468260788.067260
23.500, 1468260789.067169
23.562, 1468260790.066925
23.562, 1468260791.066925
23.562, 1468260792.079681
23.500, 1468260793.079437
23.562, 1468260794.079833
23.562, 1468260795.079864
23.562, 1468260796.078033
23.500, 1468260797.080444
23.500, 1468260798.079528
23.500, 1468260799.079650
23.562, 1468260800.079559
23.562, 1468260801.079406
23.500, 1468260802.077789
23.562, 1468260803.080566
23.500, 1468260804.079559
23.562, 1468260805.077758
23.562, 1468260806.078216
23.562, 1468260807.080535
23.562, 1468260808.077850
23.500, 1468260809.080139
23.562, 1468260810.079956
23.500, 1468260811.080505
23.562, 1468260812.080535
23.500, 1468260813.080505
23.500, 1468260814.080078
23.500, 1468260815.080047
23.500, 1468260816.079498
23.500, 1468260817.080413
23.562, 1468260818.080352
23.500, 1468260819.080535
23.500, 1468260820.080505
23.500, 1468260821.080535
23.500, 1468260822.067169
23.500, 1468260823.066894
23.500, 1468260824.067108
23.500, 1468260825.067138
23.500, 1468260826.066925
23.500, 1468260827.088134
23.500, 1468260828.088012
23.500, 1468260829.088348
23.500, 1468260830.088378
23.500, 1468260831.088226
23.500, 1468260832.089508
23.500, 1468260833.089843
23.500, 1468260834.089996
23.500, 1468260835.090606
23.500, 1468260836.090057
23.500, 1468260837.073211
23.500, 1468260838.074005
23.500, 1468260839.072814
23.562, 1468260840.074249
23.500, 1468260841.073760
23.500, 1468260842.077941
23.562, 1468260843.077850
23.500, 1468260844.077880
23.438, 1468260845.077728
23.500, 1468260846.077911
23.500, 1468260847.080474
23.500, 1468260848.080291
23.500, 1468260849.080596
23.500, 1468260850.080352
23.500, 1468260851.080444
23.500, 1468260852.088165
23.500, 1468260853.087615
23.500, 1468260854.088500
23.500, 1468260855.087799
23.500, 1468260856.087677
23.500, 1468260857.080444
23.500, 1468260858.080627
23.500, 1468260859.080261
23.500, 1468260860.080322
23.500, 1468260861.080352
23.500, 1468260862.067108
23.500, 1468260863.067138
23.500, 1468260864.066925
23.500, 1468260865.067291
23.500, 1468260866.067108
23.500, 1468260867.080383
23.562, 1468260868.081024
23.562, 1468260869.080749
23.500, 1468260870.080291
23.500, 1468260871.080322
23.562, 1468260872.066925
23.500, 1468260873.066955
23.562, 1468260874.066925
23.500, 1468260875.066925
23.500, 1468260876.067291
23.500, 1468260877.082519
23.500, 1468260878.082977
23.500, 1468260879.082794
23.500, 1468260880.082794
23.500, 1468260881.082702
23.562, 1468260882.066955
23.562, 1468260883.066925
23.500, 1468260884.066925
23.500, 1468260885.066894
23.500, 1468260886.066925
23.500, 1468260887.077850
23.562, 1468260888.077880
23.500, 1468260889.077819
23.562, 1468260890.078063
23.562, 1468260891.078125
23.562, 1468260892.087646
23.500, 1468260893.087615
23.500, 1468260894.087646
23.562, 1468260895.088562
23.500, 1468260896.087219
23.500, 1468260897.089996
23.562, 1468260898.089935
23.500, 1468260899.089691
23.500, 1468260900.089813
23.500, 1468260901.090087
23.500, 1468260902.094421
23.562, 1468260903.094665
23.562, 1468260904.094329
23.562, 1468260905.094329
23.500, 1468260906.094512
23.562, 1468260907.094024
23.562, 1468260908.094085
23.562, 1468260909.094177
23.562, 1468260910.094329
23.562, 1468260911.094665
23.562, 1468260912.093109
23.562, 1468260913.093231
23.562, 1468260914.092468
23.562, 1468260915.092285
23.625, 1468260916.093048
23.562, 1468260917.066925
23.562, 1468260918.066955
23.500, 1468260919.067199
23.562, 1468260920.066955
23.562, 1468260921.066925
23.562, 1468260922.066925
23.562, 1468260923.066925
23.500, 1468260924.066894
23.562, 1468260925.066894
23.562, 1468260926.066925
23.562, 1468260927.080383
23.562, 1468260928.080444
23.562, 1468260929.080718
23.562, 1468260930.080352
23.562, 1468260931.081848
23.562, 1468260932.092254
23.562, 1468260933.092193
23.562, 1468260934.092224
23.562, 1468260935.092468
23.562, 1468260936.092407
23.562, 1468260937.092163
23.562, 1468260938.092315
23.562, 1468260939.092010
23.562, 1468260940.092498
23.562, 1468260941.092041
23.562, 1468260942.092071
23.562, 1468260943.093109
23.562, 1468260944.092254
23.500, 1468260945.092376
23.562, 1468260946.093261
23.562, 1468260947.093383
23.562, 1468260948.092254
23.562, 1468260949.093078
23.500, 1468260950.092071
23.562, 1468260951.091918
23.562, 1468260952.092254
23.562, 1468260953.092468
23.562, 1468260954.092285
23.562, 1468260955.091430
23.562, 1468260956.092407
23.562, 1468260957.092132
23.500, 1468260958.092346
23.562, 1468260959.092102
23.500, 1468260960.092285
23.500, 1468260961.092254
23.500, 1468260962.092254
23.438, 1468260963.092926
23.500, 1468260964.092346
23.500, 1468260965.092315
23.500, 1468260966.092254
23.500, 1468260967.092376
23.500, 1468260968.092834
23.500, 1468260969.092163
23.500, 1468260970.092163
23.500, 1468260971.092224
23.438, 1468260972.091949
23.438, 1468260973.092163
23.438, 1468260974.093048
23.500, 1468260975.091827
23.438, 1468260976.092407
23.438, 1468260977.092163
23.375, 1468260978.092834
23.438, 1468260979.092498
23.438, 1468260980.092193
23.438, 1468260981.093139
23.375, 1468260982.066894
23.438, 1468260983.067321
23.438, 1468260984.067169
23.375, 1468260985.066925
23.375, 1468260986.066925
23.375, 1468260987.083190
23.375, 1468260988.082702
23.375, 1468260989.082824
23.375, 1468260990.082977
23.375, 1468260991.083038
23.375, 1468260992.066925
23.375, 1468260993.067169
23.375, 1468260994.066894
23.312, 1468260995.067199
23.312, 1468260996.066955
23.312, 1468260997.093261
23.312, 1468260998.092254
23.312, 1468260999.092987
23.312, 1468261000.093017
23.312, 1468261001.092498
23.312, 1468261002.092407
23.312, 1468261003.093139
23.250, 1468261004.092468
23.250, 1468261005.093200
23.250, 1468261006.093200
23.250, 1468261007.092376
23.312, 1468261008.093383
23.250, 1468261009.092987
23.250, 1468261010.092407
23.250, 1468261011.093048
23.250, 1468261012.067199
23.250, 1468261013.067108
23.250, 1468261014.067047
23.250, 1468261015.066894
23.250, 1468261016.066894
23.250, 1468261017.066894
23.250, 1468261018.067047
23.250, 1468261019.066925
23.250, 1468261020.066894
23.188, 1468261021.067077
23.188, 1468261022.073394
23.188, 1468261023.074035
23.250, 1468261024.073760
23.250, 1468261025.075866
23.188, 1468261026.073883
23.250, 1468261027.073913
23.250, 1468261028.075256
23.188, 1468261029.074432
23.188, 1468261030.075592
23.188, 1468261031.073852
23.188, 1468261032.075775
23.188, 1468261033.075622
23.188, 1468261034.073944
23.188, 1468261035.075286
23.188, 1468261036.073913
23.125, 1468261037.088104
23.188, 1468261038.089569
23.188, 1468261039.088012
23.188, 1468261040.089935
23.125, 1468261041.088104
23.125, 1468261042.066925
23.188, 1468261043.066925
23.188, 1468261044.066955
23.188, 1468261045.066925
23.188, 1468261046.066925
23.125, 1468261047.071563
23.188, 1468261048.070861
23.125, 1468261049.071716
23.125, 1468261050.071624
23.125, 1468261051.072113
23.125, 1468261052.098693
23.125, 1468261053.097259
23.125, 1468261054.098785
23.125, 1468261055.099365
23.125, 1468261056.098663
23.125, 1468261057.072906
23.125, 1468261058.071594
23.125, 1468261059.074188
23.062, 1468261060.071960
23.062, 1468261061.073028
23.125, 1468261062.073028
23.062, 1468261063.071624
23.062, 1468261064.072570
23.062, 1468261065.073211
23.062, 1468261066.073272
23.062, 1468261067.076690
23.062, 1468261068.076812
23.062, 1468261069.077087
23.062, 1468261070.076721
23.062, 1468261071.076599
23.062, 1468261072.082916
23.062, 1468261073.082946
23.000, 1468261074.082672
23.062, 1468261075.082946
23.062, 1468261076.082885
23.062, 1468261077.072937
23.062, 1468261078.073944
23.062, 1468261079.075256
23.062, 1468261080.073791
23.062, 1468261081.075164
23.125, 1468261082.076721
23.062, 1468261083.076568
23.062, 1468261084.075927
23.125, 1468261085.076721
23.062, 1468261086.076873
23.062, 1468261087.072692
23.062, 1468261088.072967
23.062, 1468261089.072967
23.062, 1468261090.074615
23.062, 1468261091.072875
23.062, 1468261092.075927
23.062, 1468261093.075164
23.062, 1468261094.075866
23.062, 1468261095.090057
23.062, 1468261096.075592
23.062, 1468261097.092407
23.062, 1468261098.092956
23.062, 1468261099.093078
23.062, 1468261100.092224
23.062, 1468261101.093231
23.000, 1468261102.080413
23.062, 1468261103.080535
23.000, 1468261104.080688
23.062, 1468261105.082305
23.000, 1468261106.080474
23.000, 1468261107.066925
23.000, 1468261108.066925
23.000, 1468261109.066894
23.000, 1468261110.066833
22.938, 1468261111.066955
22.938, 1468261112.067199
23.000, 1468261113.067199
22.938, 1468261114.066925
22.938, 1468261115.067718
22.938, 1468261116.066925
22.938, 1468261117.066986
22.938, 1468261118.066925
22.938, 1468261119.066925
22.938, 1468261120.066986
22.875, 1468261121.066955
22.938, 1468261122.067230
22.938, 1468261123.066955
22.938, 1468261124.067932
22.938, 1468261125.067810
22.875, 1468261126.066925
22.875, 1468261127.095916
22.875, 1468261128.095825
22.812, 1468261129.096588
22.812, 1468261130.095672
22.812, 1468261131.095916
22.812, 1468261132.066925
22.875, 1468261133.066986
22.812, 1468261134.066955
22.812, 1468261135.066925
22.750, 1468261136.066925
22.812, 1468261137.066986
22.812, 1468261138.067138
22.812, 1468261139.066925
22.812, 1468261140.066894
22.812, 1468261141.067108
22.812, 1468261142.078002
22.812, 1468261143.077972
22.812, 1468261144.078094
22.812, 1468261145.078063
22.812, 1468261146.077972
22.750, 1468261147.083251
22.750, 1468261148.082366
22.750, 1468261149.083129
22.750, 1468261150.082672
22.812, 1468261151.083038
22.750, 1468261152.091156
22.750, 1468261153.091247
22.812, 1468261154.091217
22.812, 1468261155.091125
22.750, 1468261156.090911
22.750, 1468261157.095825
22.812, 1468261158.095947
22.750, 1468261159.095733
22.750, 1468261160.095703
22.750, 1468261161.095703
22.750, 1468261162.066986
22.750, 1468261163.067077
22.750, 1468261164.066955
22.750, 1468261165.066986
22.688, 1468261166.067016
22.750, 1468261167.066955
22.688, 1468261168.066925
22.688, 1468261169.067108
22.688, 1468261170.067016
22.688, 1468261171.067169
22.688, 1468261172.077819
22.688, 1468261173.079559
22.688, 1468261174.079620
22.688, 1468261175.079498
22.688, 1468261176.079345
22.688, 1468261177.088928
22.688, 1468261178.089691
22.625, 1468261179.089477
22.625, 1468261180.088653
22.625, 1468261181.089202
22.625, 1468261182.082946
22.625, 1468261183.082641
22.625, 1468261184.082580
22.688, 1468261185.080291
22.625, 1468261186.080261
22.562, 1468261187.066925
22.562, 1468261188.067321
22.562, 1468261189.066894
22.562, 1468261190.066894
22.562, 1468261191.066772
22.562, 1468261192.066772
22.500, 1468261193.066741
22.500, 1468261194.066711
22.500, 1468261195.066680
22.562, 1468261196.066925
22.562, 1468261197.066741
22.562, 1468261198.066650
22.500, 1468261199.066650
22.500, 1468261200.066772
22.562, 1468261201.066741
22.500, 1468261202.066986
22.500, 1468261203.066894
22.562, 1468261204.066955
22.500, 1468261205.067291
22.500, 1468261206.066802
22.500, 1468261207.066986
22.500, 1468261208.066986
22.500, 1468261209.066680
22.500, 1468261210.066955
22.438, 1468261211.066955
22.438, 1468261212.066864
22.438, 1468261213.066925
22.438, 1468261214.066833
22.438, 1468261215.066925
22.438, 1468261216.066894
22.375, 1468261217.066894
22.438, 1468261218.066741
22.375, 1468261219.066864
22.375, 1468261220.066711
22.375, 1468261221.066925
22.375, 1468261222.066680
22.375, 1468261223.067321
22.375, 1468261224.067016
22.375, 1468261225.066986
22.375, 1468261226.066925
22.312, 1468261227.066894
22.375, 1468261228.066833
22.312, 1468261229.066741
22.375, 1468261230.066802
22.312, 1468261231.066772
22.375, 1468261232.088439
22.375, 1468261233.088592
22.375, 1468261234.088226
22.312, 1468261235.088073
22.312, 1468261236.087768
22.375, 1468261237.092895
22.375, 1468261238.092773
22.375, 1468261239.091491
22.312, 1468261240.092193
22.312, 1468261241.093048
22.312, 1468261242.092132
22.312, 1468261243.092041
22.312, 1468261244.092407
22.250, 1468261245.091766
22.250, 1468261246.091674
22.250, 1468261247.066772
22.250, 1468261248.066711
22.250, 1468261249.067169
22.250, 1468261250.066864
22.250, 1468261251.067016
22.250, 1468261252.066711
22.250, 1468261253.066772
22.188, 1468261254.067016
22.250, 1468261255.066772
22.250, 1468261256.066802
22.250, 1468261257.066772
22.250, 1468261258.066741
22.250, 1468261259.066772
22.250, 1468261260.066772
22.250, 1468261261.066802
22.250, 1468261262.066802
22.250, 1468261263.066741
22.250, 1468261264.066802
22.188, 1468261265.066802
22.250, 1468261266.066711
22.250, 1468261267.066772
22.250, 1468261268.067108
22.312, 1468261269.067169
22.250, 1468261270.067169
22.250, 1468261271.067016
22.312, 1468261272.067169
22.250, 1468261273.067108
22.250, 1468261274.067016
22.250, 1468261275.067260
22.250, 1468261276.066986
22.250, 1468261277.077545
22.250, 1468261278.078582
22.250, 1468261279.078918
22.312, 1468261280.078002
22.312, 1468261281.079132
22.312, 1468261282.073822
22.312, 1468261283.073974
22.250, 1468261284.073638
22.250, 1468261285.073547
22.312, 1468261286.073974
22.312, 1468261287.073822
22.250, 1468261288.073730
22.312, 1468261289.073577
22.250, 1468261290.074035
22.250, 1468261291.073852
22.312, 1468261292.067230
22.312, 1468261293.067443
22.312, 1468261294.067352
22.312, 1468261295.066986
22.312, 1468261296.067230
22.312, 1468261297.087005
22.312, 1468261298.086364
22.312, 1468261299.085784
22.312, 1468261300.086822
22.312, 1468261301.087677
22.312, 1468261302.071228
22.312, 1468261303.071685
22.375, 1468261304.071441
22.312, 1468261305.071289
22.375, 1468261306.071594
22.312, 1468261307.085784
22.312, 1468261308.086822
22.312, 1468261309.086883
22.375, 1468261310.086822
22.375, 1468261311.087066
22.312, 1468261312.067291
22.312, 1468261313.066986
22.375, 1468261314.067413
22.375, 1468261315.067016
22.375, 1468261316.067016
22.438, 1468261317.078765
22.375, 1468261318.078704
22.375, 1468261319.082000
22.438, 1468261320.078277
22.375, 1468261321.078186
22.375, 1468261322.082153
22.375, 1468261323.077758
22.375, 1468261324.077911
22.375, 1468261325.078155
22.375, 1468261326.077667
22.438, 1468261327.068328
22.438, 1468261328.068328
22.438, 1468261329.068450
22.438, 1468261330.068450
22.438, 1468261331.068206
22.375, 1468261332.073547
22.438, 1468261333.073699
22.375, 1468261334.074188
22.438, 1468261335.073547
22.438, 1468261336.074005
22.438, 1468261337.088287
22.438, 1468261338.088989
22.375, 1468261339.088806
22.375, 1468261340.088500
22.438, 1468261341.088226
22.438, 1468261342.076477
22.500, 1468261343.076599
22.438, 1468261344.076660
22.438, 1468261345.076354
22.500, 1468261346.076568
22.500, 1468261347.083770
22.500, 1468261348.084136
22.500, 1468261349.084259
22.500, 1468261350.084075
22.500, 1468261351.084014
22.500, 1468261352.085662
22.500, 1468261353.085937
22.500, 1468261354.086730
22.438, 1468261355.085845
22.500, 1468261356.085754
22.438, 1468261357.085784
22.500, 1468261358.085632
22.500, 1468261359.084716
22.500, 1468261360.085144
22.500, 1468261361.084716
22.500, 1468261362.067047
22.500, 1468261363.067321
22.500, 1468261364.067016
22.562, 1468261365.067230
22.562, 1468261366.066986
22.500, 1468261367.070678
22.500, 1468261368.072143
22.562, 1468261369.072174
22.500, 1468261370.072174
22.500, 1468261371.072570
22.562, 1468261372.072082
22.562, 1468261373.071868
22.562, 1468261374.072265
22.625, 1468261375.072296
22.625, 1468261376.072143
22.562, 1468261377.083221
22.562, 1468261378.084045
22.562, 1468261379.084167
22.562, 1468261380.082763
22.562, 1468261381.082580
22.625, 1468261382.087554
22.625, 1468261383.086914
22.562, 1468261384.086914
22.625, 1468261385.087707
22.625, 1468261386.087707
22.562, 1468261387.087646
22.625, 1468261388.087646
22.562, 1468261389.087646
22.562, 1468261390.087493
22.625, 1468261391.092864
22.625, 1468261392.087554
22.625, 1468261393.087707
22.562, 1468261394.087493
22.625, 1468261395.088745
22.625, 1468261396.088348
22.625, 1468261397.087554
22.688, 1468261398.087707
22.688, 1468261399.087738
22.625, 1468261400.087707
22.625, 1468261401.089111
22.688, 1468261402.091339
22.688, 1468261403.090728
22.625, 1468261404.090881
22.688, 1468261405.089111
22.688, 1468261406.091491
22.688, 1468261407.067047
22.688, 1468261408.067016
22.688, 1468261409.066986
22.688, 1468261410.066986
22.625, 1468261411.067016
22.688, 1468261412.067321
22.688, 1468261413.067169
22.688, 1468261414.067169
22.688, 1468261415.066986
22.688, 1468261416.067016
22.625, 1468261417.067108
22.688, 1468261418.067138
22.750, 1468261419.067199
22.688, 1468261420.067169
22.688, 1468261421.067016
22.688, 1468261422.074615
22.688, 1468261423.074615
22.688, 1468261424.077148
22.750, 1468261425.076599
22.750, 1468261426.076568
22.750, 1468261427.070190
22.750, 1468261428.069610
22.750, 1468261429.070098
22.750, 1468261430.069885
22.750, 1468261431.069122
22.750, 1468261432.067291
22.750, 1468261433.067352
22.750, 1468261434.067260
22.750, 1468261435.067169
22.750, 1468261436.067016
22.750, 1468261437.077606
22.750, 1468261438.077545
22.750, 1468261439.077362
22.812, 1468261440.077392
22.750, 1468261441.077575
22.812, 1468261442.084381
22.750, 1468261443.084228
22.750, 1468261444.083923
22.812, 1468261445.083892
22.812, 1468261446.084106
22.812, 1468261447.076599
22.812, 1468261448.075012
22.812, 1468261449.076293
22.750, 1468261450.076293
22.750, 1468261451.076843
22.812, 1468261452.082702
22.812, 1468261453.081207
22.812, 1468261454.081298
22.812, 1468261455.081329
22.812, 1468261456.081878
22.812, 1468261457.091796
22.812, 1468261458.091613
22.812, 1468261459.091156
22.875, 1468261460.091400
22.812, 1468261461.091979
22.812, 1468261462.091979
22.875, 1468261463.091400
22.812, 1468261464.091613
22.812, 1468261465.091156
22.875, 1468261466.091308
22.875, 1468261467.073120
22.812, 1468261468.072509
22.812, 1468261469.072570
22.875, 1468261470.072875
22.875, 1468261471.073120
22.812, 1468261472.087890
22.812, 1468261473.087524
22.812, 1468261474.089141
22.875, 1468261475.088348
22.812, 1468261476.087554
22.875, 1468261477.067626
22.875, 1468261478.068298
22.875, 1468261479.068115
22.875, 1468261480.067962
22.875, 1468261481.069122
22.875, 1468261482.092987
22.875, 1468261483.091613
22.875, 1468261484.091522
22.875, 1468261485.092620
22.875, 1468261486.091674
22.875, 1468261487.091735
22.875, 1468261488.091339
22.875, 1468261489.091339
22.875, 1468261490.091400
22.875, 1468261491.093231
22.875, 1468261492.077026
22.875, 1468261493.077575
22.875, 1468261494.077362
22.938, 1468261495.077636
22.938, 1468261496.076934
22.875, 1468261497.089080
22.938, 1468261498.089111
22.875, 1468261499.089263
22.875, 1468261500.089111
22.938, 1468261501.088745
22.875, 1468261502.067016
22.875, 1468261503.066986
22.938, 1468261504.067077
22.938, 1468261505.066986
22.875, 1468261506.066986
22.875, 1468261507.075592
22.938, 1468261508.075012
22.875, 1468261509.075164
22.938, 1468261510.074737
22.875, 1468261511.074737
22.938, 1468261512.067169
22.938, 1468261513.067108
22.938, 1468261514.067016
22.938, 1468261515.066986
22.938, 1468261516.067016
22.938, 1468261517.067016
22.938, 1468261518.066986
22.938, 1468261519.066986
22.938, 1468261520.067382
22.938, 1468261521.067230
22.938, 1468261522.074493
22.938, 1468261523.075073
23.000, 1468261524.074829
22.938, 1468261525.075256
22.938, 1468261526.075134
22.938, 1468261527.087036
22.938, 1468261528.086975
22.938, 1468261529.086547
23.000, 1468261530.087036
23.000, 1468261531.088073
23.000, 1468261532.068054
22.938, 1468261533.068115
23.000, 1468261534.070312
23.000, 1468261535.067535
23.000, 1468261536.069610
23.000, 1468261537.068756
23.000, 1468261538.070098
22.938, 1468261539.067596
23.000, 1468261540.067993
23.000, 1468261541.068298
23.000, 1468261542.070648
23.000, 1468261543.070129
22.938, 1468261544.070648
23.000, 1468261545.070983
23.000, 1468261546.070983
23.000, 1468261547.074005
23.000, 1468261548.075042
23.000, 1468261549.074676
23.000, 1468261550.075073
23.062, 1468261551.074554
23.000, 1468261552.074584
23.000, 1468261553.074768
23.000, 1468261554.075042
23.000, 1468261555.074493
23.000, 1468261556.075378
23.000, 1468261557.067138
23.062, 1468261558.066986
23.000, 1468261559.066986
23.062, 1468261560.066986
23.000, 1468261561.067138
23.062, 1468261562.075164
23.062, 1468261563.075927
23.000, 1468261564.074707
23.062, 1468261565.074707
23.000, 1468261566.075103
23.000, 1468261567.081420
23.000, 1468261568.078765
23.062, 1468261569.078796
23.000, 1468261570.078765
23.062, 1468261571.078857
23.062, 1468261572.097808
