temperature, time
23.062, 1468261573.098876
23.062, 1468261574.097747
23.062, 1468261575.097839
23.062, 1468261576.095367
23.000, 1468261577.067108
23.062, 1468261578.066986
23.062, 1468261579.067108
23.062, 1468261580.067047
23.062, 1468261581.066986
23.062, 1468261582.067321
23.125, 1468261583.067016
23.062, 1468261584.066986
23.062, 1468261585.067016
23.062, 1468261586.066986
23.062, 1468261587.067016
23.125, 1468261588.066986
23.062, 1468261589.066986
23.062, 1468261590.067138
23.125, 1468261591.066986
23.062, 1468261592.082550
23.125, 1468261593.081939
23.125, 1468261594.082427
23.125, 1468261595.082641
23.125, 1468261596.082366
23.125, 1468261597.067138
23.125, 1468261598.067138
23.125, 1468261599.067016
23.188, 1468261600.067352
23.125, 1468261601.066986
23.188, 1468261602.067291
23.062, 1468261603.066986
23.062, 1468261604.067108
23.125, 1468261605.066986
23.125, 1468261606.067138
23.125, 1468261607.085083
23.125, 1468261608.085205
23.125, 1468261609.084747
23.125, 1468261610.085083
23.125, 1468261611.085876
23.125, 1468261612.074615
23.188, 1468261613.074798
23.125, 1468261614.075012
23.125, 1468261615.074737
23.188, 1468261616.075134
23.125, 1468261617.084625
23.125, 1468261618.086791
23.188, 1468261619.087768
23.125, 1468261620.087402
23.125, 1468261621.087036
23.125, 1468261622.066894
23.125, 1468261623.067138
23.125, 1468261624.066986
23.125, 1468261625.067169
23.188, 1468261626.066986
23.125, 1468261627.081146
23.188, 1468261628.075073
23.125, 1468261629.074798
23.125, 1468261630.075134
23.125, 1468261631.074707
23.125, 1468261632.068267
23.188, 1468261633.068084
23.125, 1468261634.067626
23.188, 1468261635.067626
23.188, 1468261636.067626
23.188, 1468261637.067016
23.125, 1468261638.067047
23.125, 1468261639.067169
23.188, 1468261640.067230
23.188, 1468261641.067016
23.188, 1468261642.066986
23.188, 1468261643.067382
23.188, 1468261644.067199
23.188, 1468261645.067260
23.125, 1468261646.067260
23.188, 1468261647.066833
23.188, 1468261648.066986
23.125, 1468261649.067138
23.188, 1468261650.067291
23.188, 1468261651.066986
23.188, 1468261652.090270
23.188, 1468261653.090667
23.125, 1468261654.089447
23.188, 1468261655.089111
23.188, 1468261656.089233
23.188, 1468261657.092895
23.188, 1468261658.091705
23.188, 1468261659.091644
23.188, 1468261660.091156
23.250, 1468261661.091766
23.188, 1468261662.067016
23.250, 1468261663.067260
23.188, 1468261664.067016
23.188, 1468261665.066986
23.250, 1468261666.066986
23.188, 1468261667.082550
23.188, 1468261668.082458
23.250, 1468261669.082550
23.188, 1468261670.081909
23.250, 1468261671.081268
23.188, 1468261672.068084
23.188, 1468261673.067504
23.188, 1468261674.068115
23.188, 1468261675.068817
23.188, 1468261676.068237
23.250, 1468261677.066986
23.188, 1468261678.067138
23.188, 1468261679.067016
23.188, 1468261680.067077
23.188, 1468261681.067169
23.188, 1468261682.102142
23.250, 1468261683.066986
23.250, 1468261684.067016
23.188, 1468261685.067474
23.250, 1468261686.066986
23.250, 1468261687.110382
23.188, 1468261688.072448
23.188, 1468261689.072387
23.188, 1468261690.072479
23.250, 1468261691.072357
23.250, 1468261692.067016
23.250, 1468261693.067047
23.250, 1468261694.066986
23.188, 1468261695.066955
23.188, 1468261696.066986
23.250, 1468261697.077911
23.250, 1468261698.077392
23.250, 1468261699.077331
23.250, 1468261700.077331
23.250, 1468261701.077362
23.250, 1468261702.082641
23.188, 1468261703.082702
23.250, 1468261704.081848
23.250, 1468261705.081909
23.250, 1468261706.082855
23.250, 1468261707.067016
23.250, 1468261708.066986
23.188, 1468261709.067260
23.250, 1468261710.066986
23.250, 1468261711.067321
23.250, 1468261712.066986
23.250, 1468261713.066986
23.250, 1468261714.067169
23.250, 1468261715.067596
23.250, 1468261716.067321
23.250, 1468261717.084777
23.250, 1468261718.085876
23.250, 1468261719.085144
23.250, 1468261720.085083
23.250, 1468261721.085174
23.250, 1468261722.066986
23.250, 1468261723.069122
23.250, 1468261724.067016
23.250, 1468261725.066955
23.250, 1468261726.066986
23.188, 1468261727.067016
23.250, 1468261728.066986
23.312, 1468261729.067413
23.250, 1468261730.066986
23.312, 1468261731.067474
23.312, 1468261732.077606
23.250, 1468261733.077270
23.250, 1468261734.076904
23.250, 1468261735.076904
23.312, 1468261736.077423
23.250, 1468261737.086883
23.312, 1468261738.086456
23.312, 1468261739.086883
23.312, 1468261740.086395
23.312, 1468261741.084777
23.312, 1468261742.066986
23.312, 1468261743.067230
23.312, 1468261744.066986
23.312, 1468261745.067138
23.312, 1468261746.067016
23.312, 1468261747.094085
23.312, 1468261748.094055
23.250, 1468261749.093933
23.312, 1468261750.093780
23.312, 1468261751.093963
23.312, 1468261752.073760
23.312, 1468261753.074432
23.375, 1468261754.075347
23.312, 1468261755.074188
23.312, 1468261756.073883
23.312, 1468261757.089141
23.312, 1468261758.090301
23.312, 1468261759.090454
23.312, 1468261760.091186
23.312, 1468261761.090301
23.312, 1468261762.073638
23.250, 1468261763.073974
23.312, 1468261764.074432
23.312, 1468261765.074645
23.312, 1468261766.074554
23.312, 1468261767.090301
23.312, 1468261768.090484
23.312, 1468261769.090637
23.312, 1468261770.091400
23.312, 1468261771.088958
23.312, 1468261772.070129
23.375, 1468261773.070190
23.312, 1468261774.070129
23.375, 1468261775.070129
23.375, 1468261776.070739
23.375, 1468261777.093505
23.375, 1468261778.093261
23.312, 1468261779.091583
23.312, 1468261780.092712
23.312, 1468261781.092987
23.375, 1468261782.068176
23.312, 1468261783.067474
23.312, 1468261784.067535
23.312, 1468261785.067321
23.312, 1468261786.067626
23.375, 1468261787.067260
23.375, 1468261788.067016
23.375, 1468261789.066986
23.375, 1468261790.067321
23.375, 1468261791.066986
23.375, 1468261792.079101
23.375, 1468261793.082061
23.375, 1468261794.078765
23.312, 1468261795.078796
23.375, 1468261796.081817
23.312, 1468261797.086730
23.375, 1468261798.087585
23.375, 1468261799.086914
23.375, 1468261800.087677
23.375, 1468261801.086730
23.312, 1468261802.067047
23.375, 1468261803.067016
23.375, 1468261804.067016
23.375, 1468261805.067016
23.375, 1468261806.067352
23.375, 1468261807.067169
23.375, 1468261808.067169
23.375, 1468261809.067016
23.375, 1468261810.067016
23.375, 1468261811.067169
23.375, 1468261812.067016
23.375, 1468261813.067382
23.375, 1468261814.067169
23.375, 1468261815.066955
23.375, 1468261816.066986
23.375, 1468261817.087677
23.375, 1468261818.087493
23.375, 1468261819.087799
23.375, 1468261820.087677
23.375, 1468261821.087524
23.375, 1468261822.091644
23.375, 1468261823.091522
23.375, 1468261824.091308
23.375, 1468261825.091003
23.312, 1468261826.091308
23.438, 1468261827.091735
23.375, 1468261828.091186
23.375, 1468261829.091522
23.375, 1468261830.090972
23.375, 1468261831.091033
23.375, 1468261832.091644
23.375, 1468261833.091278
23.375, 1468261834.091491
23.375, 1468261835.091613
23.375, 1468261836.091796
23.375, 1468261837.091674
23.375, 1468261838.091278
23.375, 1468261839.091827
23.375, 1468261840.091430
23.375, 1468261841.091491
23.312, 1468261842.091552
23.375, 1468261843.093200
23.312, 1468261844.091217
23.375, 1468261845.091430
23.375, 1468261846.092041
23.375, 1468261847.091369
23.312, 1468261848.091766
23.375, 1468261849.090423
23.312, 1468261850.091857
23.312, 1468261851.091644
23.375, 1468261852.091522
23.375, 1468261853.091339
23.312, 1468261854.091552
23.312, 1468261855.091644
23.375, 1468261856.091735
23.312, 1468261857.067474
23.375, 1468261858.067749
23.375, 1468261859.067626
23.312, 1468261860.068145
23.375, 1468261861.068725
23.375, 1468261862.093719
23.312, 1468261863.094024
23.312, 1468261864.093841
23.375, 1468261865.093780
23.312, 1468261866.094085
23.375, 1468261867.067291
23.312, 1468261868.066711
23.312, 1468261869.066802
23.312, 1468261870.066711
23.375, 1468261871.066772
23.312, 1468261872.066925
23.312, 1468261873.066955
23.312, 1468261874.066772
23.375, 1468261875.066711
23.312, 1468261876.067016
23.312, 1468261877.077667
23.312, 1468261878.077819
23.375, 1468261879.077209
23.312, 1468261880.077636
23.312, 1468261881.077667
23.312, 1468261882.066925
23.312, 1468261883.066772
23.312, 1468261884.066711
23.312, 1468261885.067291
23.312, 1468261886.067077
23.312, 1468261887.066741
23.312, 1468261888.066833
23.312, 1468261889.066833
23.312, 1468261890.066741
23.312, 1468261891.066711
23.312, 1468261892.066772
23.312, 1468261893.067047
23.312, 1468261894.067077
23.375, 1468261895.066772
23.375, 1468261896.066894
23.312, 1468261897.066741
23.312, 1468261898.066955
23.312, 1468261899.067077
23.312, 1468261900.066772
23.312, 1468261901.066772
23.312, 1468261902.073272
23.312, 1468261903.073822
23.312, 1468261904.074493
23.312, 1468261905.074035
23.312, 1468261906.073242
23.312, 1468261907.066864
23.312, 1468261908.066741
23.312, 1468261909.066925
23.312, 1468261910.067047
23.312, 1468261911.066802
23.312, 1468261912.071990
23.312, 1468261913.071868
23.312, 1468261914.072662
23.312, 1468261915.071716
23.312, 1468261916.072235
23.312, 1468261917.066741
23.312, 1468261918.066802
23.312, 1468261919.066741
23.312, 1468261920.066833
23.312, 1468261921.066741
23.312, 1468261922.134643
23.312, 1468261923.089996
23.312, 1468261924.089599
23.312, 1468261925.089538
23.312, 1468261926.089721
23.312, 1468261927.176483
23.312, 1468261928.075836
23.312, 1468261929.066711
23.375, 1468261930.066864
23.312, 1468261931.067077
23.312, 1468261932.153259
23.312, 1468261933.072448
23.312, 1468261934.072235
23.312, 1468261935.072875
23.312, 1468261936.072723
23.312, 1468261937.147491
23.312, 1468261938.066711
23.312, 1468261939.066864
23.312, 1468261940.066680
23.312, 1468261941.066741
23.312, 1468261942.072814
23.312, 1468261943.072113
23.312, 1468261944.072570
23.312, 1468261945.073150
23.312, 1468261946.072753
23.312, 1468261947.079895
23.312, 1468261948.079650
23.312, 1468261949.080169
23.312, 1468261950.079864
23.312, 1468261951.080047
23.312, 1468261952.089569
23.312, 1468261953.089141
23.312, 1468261954.089019
23.312, 1468261955.089508
23.312, 1468261956.089355
23.312, 1468261957.096588
23.312, 1468261958.085235
23.375, 1468261959.085235
23.375, 1468261960.084381
23.312, 1468261961.084716
23.312, 1468261962.085357
23.312, 1468261963.084381
23.375, 1468261964.084503
23.312, 1468261965.084533
23.312, 1468261966.084686
23.312, 1468261967.100646
23.312, 1468261968.102050
23.312, 1468261969.101104
23.312, 1468261970.101226
23.312, 1468261971.101104
23.312, 1468261972.091156
23.312, 1468261973.090576
23.312, 1468261974.091156
23.375, 1468261975.090576
23.312, 1468261976.089630
23.312, 1468261977.066986
23.312, 1468261978.067016
23.375, 1468261979.067108
23.312, 1468261980.067199
23.312, 1468261981.067138
23.312, 1468261982.067321
23.312, 1468261983.067199
23.312, 1468261984.067382
23.312, 1468261985.067108
23.312, 1468261986.066986
23.312, 1468261987.068298
23.312, 1468261988.068603
23.375, 1468261989.068817
23.312, 1468261990.068542
23.375, 1468261991.067962
23.375, 1468261992.068939
23.312, 1468261993.070007
23.312, 1468261994.070068
23.312, 1468261995.069122
23.312, 1468261996.070312
23.375, 1468261997.068786
23.312, 1468261998.068664
23.375, 1468261999.068634
23.312, 1468262000.068878
23.375, 1468262001.068511
23.375, 1468262002.079833
23.375, 1468262003.079864
23.312, 1468262004.080383
23.375, 1468262005.080474
23.312, 1468262006.079925
23.375, 1468262007.082061
23.312, 1468262008.082000
23.375, 1468262009.082763
23.375, 1468262010.082092
23.312, 1468262011.083374
23.375, 1468262012.089447
23.312, 1468262013.089141
23.312, 1468262014.089813
23.312, 1468262015.089538
23.312, 1468262016.089508
23.312, 1468262017.130889
23.312, 1468262018.089141
23.312, 1468262019.093231
23.375, 1468262020.092010
23.312, 1468262021.093322
23.312, 1468262022.262725
23.250, 1468262023.067169
23.312, 1468262024.067016
23.312, 1468262025.067138
23.312, 1468262026.067199
23.250, 1468262027.232086
23.312, 1468262028.066986
23.312, 1468262029.066955
23.312, 1468262030.066986
23.250, 1468262031.067169
23.312, 1468262032.146728
23.250, 1468262033.087066
23.250, 1468262034.087066
23.250, 1468262035.086761
23.250, 1468262036.086822
23.250, 1468262037.072906
23.250, 1468262038.071838
23.188, 1468262039.071685
23.188, 1468262040.072387
23.188, 1468262041.072845
23.188, 1468262042.090606
23.188, 1468262043.090972
23.188, 1468262044.090942
23.188, 1468262045.090850
23.188, 1468262046.089630
23.125, 1468262047.066955
23.188, 1468262048.066925
23.188, 1468262049.066955
23.188, 1468262050.066955
23.188, 1468262051.066955
23.188, 1468262052.090423
23.125, 1468262053.089538
23.188, 1468262054.088531
23.125, 1468262055.089904
23.125, 1468262056.088256
23.125, 1468262057.067047
23.188, 1468262058.066986
23.188, 1468262059.067260
23.125, 1468262060.067260
23.125, 1468262061.067169
23.125, 1468262062.067169
23.125, 1468262063.067016
23.062, 1468262064.067016
23.125, 1468262065.067413
23.125, 1468262066.067291
23.125, 1468262067.085144
23.062, 1468262068.082763
23.125, 1468262069.081970
23.062, 1468262070.082061
23.062, 1468262071.084014
23.062, 1468262072.072906
23.062, 1468262073.072814
23.062, 1468262074.072906
23.062, 1468262075.072784
23.062, 1468262076.072845
23.062, 1468262077.066986
23.062, 1468262078.067169
23.062, 1468262079.067138
23.062, 1468262080.066986
23.000, 1468262081.067016
23.000, 1468262082.068786
23.062, 1468262083.067108
23.000, 1468262084.067962
23.000, 1468262085.068054
23.000, 1468262086.068756
23.000, 1468262087.098663
23.000, 1468262088.068817
22.938, 1468262089.069000
22.938, 1468262090.068603
22.938, 1468262091.068145
22.938, 1468262092.075317
22.938, 1468262093.075195
22.938, 1468262094.075195
22.938, 1468262095.074768
22.938, 1468262096.075378
22.875, 1468262097.104644
22.875, 1468262098.075286
22.938, 1468262099.075134
22.875, 1468262100.075317
22.875, 1468262101.075378
22.875, 1468262102.093353
22.875, 1468262103.092864
22.875, 1468262104.092285
22.875, 1468262105.092895
22.875, 1468262106.092712
22.875, 1468262107.083312
22.875, 1468262108.083984
22.875, 1468262109.084564
22.875, 1468262110.083831
22.875, 1468262111.084411
22.812, 1468262112.072723
22.875, 1468262113.073059
22.875, 1468262114.072570
22.875, 1468262115.072845
22.875, 1468262116.072570
22.812, 1468262117.089447
22.812, 1468262118.089752
22.812, 1468262119.089355
22.750, 1468262120.088745
22.750, 1468262121.088378
22.812, 1468262122.067657
22.750, 1468262123.067382
22.812, 1468262124.067138
22.750, 1468262125.067199
22.750, 1468262126.067260
22.750, 1468262127.072906
22.750, 1468262128.070037
22.750, 1468262129.071838
22.750, 1468262130.070037
22.750, 1468262131.071411
22.750, 1468262132.080169
22.750, 1468262133.081115
22.688, 1468262134.080841
22.688, 1468262135.081085
22.688, 1468262136.080200
22.688, 1468262137.219512
22.750, 1468262138.092803
22.688, 1468262139.093048
22.688, 1468262140.092895
22.688, 1468262141.093322
22.688, 1468262142.315338
22.688, 1468262143.074401
22.688, 1468262144.074310
22.750, 1468262145.074615
22.688, 1468262146.074035
22.688, 1468262147.285125
22.688, 1468262148.075805
22.688, 1468262149.076416
22.688, 1468262150.075897
22.688, 1468262151.075042
22.625, 1468262152.246002
22.688, 1468262153.079162
22.688, 1468262154.076629
22.688, 1468262155.076629
22.625, 1468262156.076660
22.688, 1468262157.294067
22.688, 1468262158.072143
22.625, 1468262159.073242
22.688, 1468262160.071533
22.625, 1468262161.071716
22.625, 1468262162.235900
22.688, 1468262163.074127
22.625, 1468262164.073913
22.625, 1468262165.074249
22.625, 1468262166.074401
22.562, 1468262167.235534
22.625, 1468262168.067840
22.562, 1468262169.069488
22.625, 1468262170.069305
22.562, 1468262171.069335
22.562, 1468262172.288177
22.562, 1468262173.081237
22.562, 1468262174.081542
22.562, 1468262175.081085
22.500, 1468262176.080383
22.500, 1468262177.320526
22.562, 1468262178.073577
22.562, 1468262179.074279
22.500, 1468262180.072937
22.500, 1468262181.071289
22.500, 1468262182.226654
22.500, 1468262183.086944
22.500, 1468262184.087036
22.562, 1468262185.086761
22.500, 1468262186.086578
22.500, 1468262187.129486
22.438, 1468262188.091613
22.500, 1468262189.093536
22.438, 1468262190.092956
22.438, 1468262191.091583
22.500, 1468262192.083862
22.500, 1468262193.083923
22.500, 1468262194.083557
22.438, 1468262195.083618
22.438, 1468262196.086761
22.438, 1468262197.269287
22.500, 1468262198.070251
22.438, 1468262199.070220
22.500, 1468262200.070281
22.438, 1468262201.069305
22.438, 1468262202.287200
22.438, 1468262203.076507
22.438, 1468262204.076629
22.438, 1468262205.079101
22.438, 1468262206.079376
22.438, 1468262207.320526
22.438, 1468262208.073120
22.438, 1468262209.073913
22.438, 1468262210.073944
22.375, 1468262211.073120
22.375, 1468262212.172851
22.375, 1468262213.090087
22.375, 1468262214.090057
22.375, 1468262215.089111
22.312, 1468262216.089385
22.312, 1468262217.085601
22.312, 1468262218.086730
22.312, 1468262219.086914
22.312, 1468262220.088165
22.250, 1468262221.086669
22.312, 1468262222.090728
22.312, 1468262223.090301
22.312, 1468262224.090911
22.312, 1468262225.090637
22.312, 1468262226.091156
22.312, 1468262227.068664
22.250, 1468262228.067016
22.375, 1468262229.067199
22.312, 1468262230.067291
22.312, 1468262231.067016
22.312, 1468262232.103118
22.312, 1468262233.067352
22.312, 1468262234.067321
22.312, 1468262235.067291
22.312, 1468262236.066955
22.250, 1468262237.086608
22.312, 1468262238.072723
22.312, 1468262239.072692
22.312, 1468262240.072418
22.312, 1468262241.072784
22.312, 1468262242.122558
22.312, 1468262243.085357
22.312, 1468262244.085266
22.312, 1468262245.085327
22.312, 1468262246.086914
22.312, 1468262247.112365
22.312, 1468262248.072845
22.312, 1468262249.092193
22.312, 1468262250.072753
22.312, 1468262251.075164
22.312, 1468262252.079742
22.250, 1468262253.086486
22.250, 1468262254.079010
22.312, 1468262255.079742
22.312, 1468262256.078979
22.250, 1468262257.136871
22.250, 1468262258.067016
22.312, 1468262259.067352
22.312, 1468262260.067016
22.312, 1468262261.066955
22.250, 1468262262.150360
22.312, 1468262263.072418
22.250, 1468262264.072448
22.312, 1468262265.072509
22.312, 1468262266.075073
22.312, 1468262267.151672
22.312, 1468262268.082000
22.312, 1468262269.082611
22.312, 1468262270.082061
22.312, 1468262271.082092
22.312, 1468262272.138610
22.312, 1468262273.089569
22.250, 1468262274.089813
22.312, 1468262275.089294
22.312, 1468262276.089477
22.312, 1468262277.155792
22.312, 1468262278.075225
22.312, 1468262279.079742
22.312, 1468262280.080322
22.250, 1468262281.079925
22.312, 1468262282.143280
22.312, 1468262283.067291
22.312, 1468262284.066955
22.312, 1468262285.067321
22.312, 1468262286.066955
22.312, 1468262287.109375
22.312, 1468262288.067138
22.312, 1468262289.066986
22.312, 1468262290.066986
22.312, 1468262291.067260
22.312, 1468262292.122772
22.312, 1468262293.071868
22.312, 1468262294.071990
22.312, 1468262295.070251
22.375, 1468262296.072753
22.312, 1468262297.161376
22.312, 1468262298.070159
22.312, 1468262299.069854
22.312, 1468262300.070129
22.312, 1468262301.070373
22.375, 1468262302.148284
22.375, 1468262303.067016
22.312, 1468262304.067016
22.312, 1468262305.066986
22.375, 1468262306.066986
22.375, 1468262307.133728
22.312, 1468262308.072814
22.375, 1468262309.072540
22.375, 1468262310.072631
22.312, 1468262311.072814
22.375, 1468262312.163269
22.312, 1468262313.070190
22.375, 1468262314.069946
22.312, 1468262315.070465
22.312, 1468262316.070037
22.375, 1468262317.162902
22.375, 1468262318.072662
22.375, 1468262319.072784
22.375, 1468262320.072692
22.375, 1468262321.072875
22.375, 1468262322.140319
22.375, 1468262323.086853
22.375, 1468262324.086914
22.438, 1468262325.086914
22.375, 1468262326.086822
22.438, 1468262327.166229
22.375, 1468262328.075164
22.438, 1468262329.074707
22.438, 1468262330.074462
22.375, 1468262331.075286
22.438, 1468262332.120422
22.438, 1468262333.074096
22.438, 1468262334.074615
22.438, 1468262335.074615
22.438, 1468262336.074707
22.438, 1468262337.174377
22.375, 1468262338.081939
22.375, 1468262339.083251
22.500, 1468262340.082458
22.438, 1468262341.082183
22.438, 1468262342.151702
22.438, 1468262343.067016
22.500, 1468262344.067016
22.438, 1468262345.067108
22.438, 1468262346.067016
22.500, 1468262347.067565
22.438, 1468262348.080566
22.438, 1468262349.080444
22.438, 1468262350.082092
22.438, 1468262351.080169
22.500, 1468262352.134521
22.438, 1468262353.086029
22.438, 1468262354.085662
22.438, 1468262355.085205
22.500, 1468262356.085357
22.500, 1468262357.156768
22.500, 1468262358.066955
22.500, 1468262359.067352
22.500, 1468262360.066986
22.500, 1468262361.066955
22.500, 1468262362.066955
22.500, 1468262363.082031
22.500, 1468262364.082641
22.500, 1468262365.082702
22.500, 1468262366.082763
22.500, 1468262367.082763
22.438, 1468262368.072418
22.500, 1468262369.072692
22.438, 1468262370.072479
22.500, 1468262371.072814
22.500, 1468262372.072387
22.500, 1468262373.067016
22.500, 1468262374.067016
22.500, 1468262375.067016
22.500, 1468262376.066986
22.500, 1468262377.067138
22.500, 1468262378.069549
22.500, 1468262379.069152
22.500, 1468262380.069061
22.438, 1468262381.069335
22.562, 1468262382.069000
22.500, 1468262383.091491
22.500, 1468262384.091308
22.500, 1468262385.092102
22.500, 1468262386.091979
22.500, 1468262387.091766
22.500, 1468262388.070129
22.562, 1468262389.070465
22.500, 1468262390.070343
22.500, 1468262391.072998
22.562, 1468262392.070312
22.500, 1468262393.086975
22.500, 1468262394.086853
22.562, 1468262395.086975
22.500, 1468262396.087005
22.500, 1468262397.087097
22.500, 1468262398.086822
22.562, 1468262399.086761
22.562, 1468262400.088684
22.562, 1468262401.086761
22.500, 1468262402.086975
22.625, 1468262403.067474
22.562, 1468262404.066986
22.562, 1468262405.067047
22.562, 1468262406.067169
22.625, 1468262407.067382
22.625, 1468262408.082580
22.562, 1468262409.082763
22.562, 1468262410.083312
22.562, 1468262411.083312
22.625, 1468262412.082916
22.562, 1468262413.089202
22.625, 1468262414.089263
22.625, 1468262415.089447
22.625, 1468262416.089385
22.625, 1468262417.089447
22.625, 1468262418.075317
22.625, 1468262419.075347
22.625, 1468262420.075378
22.625, 1468262421.075439
22.625, 1468262422.075256
22.688, 1468262423.066955
22.688, 1468262424.066955
22.625, 1468262425.066955
22.562, 1468262426.066955
22.625, 1468262427.066955
22.625, 1468262428.079864
22.625, 1468262429.079772
22.625, 1468262430.080657
22.688, 1468262431.079772
22.688, 1468262432.079895
22.688, 1468262433.080932
22.688, 1468262434.079895
22.688, 1468262435.080566
22.688, 1468262436.080566
22.688, 1468262437.079742
22.688, 1468262438.067016
22.688, 1468262439.066986
22.688, 1468262440.067474
22.750, 1468262441.066986
22.688, 1468262442.067199
22.625, 1468262443.067016
22.688, 1468262444.067016
22.688, 1468262445.067016
22.625, 1468262446.067169
22.688, 1468262447.067077
22.750, 1468262448.085235
22.688, 1468262449.087127
22.688, 1468262450.085296
22.688, 1468262451.085418
22.750, 1468262452.084564
22.688, 1468262453.067169
22.688, 1468262454.067138
22.750, 1468262455.066986
22.688, 1468262456.067138
22.688, 1468262457.067047
22.688, 1468262458.072875
22.750, 1468262459.073516
22.688, 1468262460.072570
22.688, 1468262461.072479
22.750, 1468262462.072753
22.750, 1468262463.072662
22.750, 1468262464.072509
22.750, 1468262465.072723
22.750, 1468262466.073059
22.750, 1468262467.072479
22.750, 1468262468.066986
22.812, 1468262469.067169
22.750, 1468262470.067016
22.750, 1468262471.066986
22.750, 1468262472.067138
22.812, 1468262473.086791
22.750, 1468262474.087097
22.812, 1468262475.086334
22.750, 1468262476.086853
22.750, 1468262477.087158
22.812, 1468262478.072784
22.812, 1468262479.072509
22.750, 1468262480.073730
22.750, 1468262481.075073
22.750, 1468262482.072601
22.750, 1468262483.066986
22.750, 1468262484.067138
22.812, 1468262485.066986
22.812, 1468262486.067321
22.812, 1468262487.066986
22.812, 1468262488.067321
22.750, 1468262489.066986
22.750, 1468262490.067138
22.750, 1468262491.067108
22.812, 1468262492.067016
22.812, 1468262493.082702
22.812, 1468262494.082092
22.750, 1468262495.081848
22.750, 1468262496.082550
22.812, 1468262497.082977
22.812, 1468262498.072784
22.812, 1468262499.072937
22.812, 1468262500.072662
22.812, 1468262501.072753
22.875, 1468262502.072540
22.812, 1468262503.066986
22.875, 1468262504.067016
22.812, 1468262505.066986
22.812, 1468262506.067138
22.812, 1468262507.067108
22.875, 1468262508.082763
22.875, 1468262509.083526
22.875, 1468262510.082855
22.875, 1468262511.082885
22.875, 1468262512.082580
22.875, 1468262513.075225
22.812, 1468262514.076690
22.875, 1468262515.076202
22.812, 1468262516.075256
22.875, 1468262517.075714
22.875, 1468262518.067138
22.875, 1468262519.067016
22.812, 1468262520.067382
22.875, 1468262521.067382
22.812, 1468262522.067016
22.875, 1468262523.067993
22.875, 1468262524.069274
22.875, 1468262525.068634
22.875, 1468262526.067932
22.875, 1468262527.067993
22.875, 1468262528.068176
22.875, 1468262529.068664
22.875, 1468262530.068817
22.875, 1468262531.068847
22.938, 1468262532.068817
22.875, 1468262533.083496
22.875, 1468262534.082031
22.938, 1468262535.082672
22.875, 1468262536.082733
22.938, 1468262537.082733
22.875, 1468262538.067230
22.875, 1468262539.067016
22.938, 1468262540.067443
22.875, 1468262541.067230
22.938, 1468262542.067169
22.938, 1468262543.081878
22.938, 1468262544.082763
22.875, 1468262545.082763
22.938, 1468262546.082763
22.938, 1468262547.083343
22.875, 1468262548.089447
22.938, 1468262549.089294
22.938, 1468262550.089233
22.938, 1468262551.089263
22.875, 1468262552.085662
22.875, 1468262553.084747
22.938, 1468262554.085723
22.938, 1468262555.087585
23.000, 1468262556.086273
22.938, 1468262557.085876
22.938, 1468262558.086151
22.938, 1468262559.084930
22.938, 1468262560.085113
22.938, 1468262561.086090
22.938, 1468262562.086425
22.938, 1468262563.084503
22.938, 1468262564.085693
22.938, 1468262565.085784
23.000, 1468262566.085906
22.938, 1468262567.085632
22.938, 1468262568.066894
22.938, 1468262569.066772
22.938, 1468262570.066711
23.000, 1468262571.067016
22.938, 1468262572.067016
22.938, 1468262573.066772
23.000, 1468262574.066741
23.000, 1468262575.066894
23.000, 1468262576.066802
23.000, 1468262577.066864
22.938, 1468262578.066894
22.938, 1468262579.067077
23.000, 1468262580.066711
22.938, 1468262581.066711
23.000, 1468262582.066711
23.000, 1468262583.068237
22.938, 1468262584.067596
23.000, 1468262585.068176
23.000, 1468262586.068176
22.938, 1468262587.069122
23.000, 1468262588.079162
23.000, 1468262589.078430
22.938, 1468262590.078948
23.000, 1468262591.078826
23.000, 1468262592.078918
23.000, 1468262593.078948
23.000, 1468262594.079162
23.000, 1468262595.079620
23.000, 1468262596.079620
23.000, 1468262597.079193
23.000, 1468262598.083526
23.000, 1468262599.083435
23.000, 1468262600.083618
23.000, 1468262601.082489
23.062, 1468262602.082366
23.000, 1468262603.088073
23.000, 1468262604.087432
23.000, 1468262605.088378
23.000, 1468262606.088470
23.062, 1468262607.088470
23.000, 1468262608.066711
23.062, 1468262609.066650
23.062, 1468262610.066741
23.062, 1468262611.066864
23.062, 1468262612.067108
23.000, 1468262613.066772
23.062, 1468262614.066680
23.062, 1468262615.066711
23.062, 1468262616.066833
23.062, 1468262617.066864
23.062, 1468262618.087158
23.062, 1468262619.086669
23.062, 1468262620.086578
23.062, 1468262621.086761
23.062, 1468262622.087219
23.062, 1468262623.086669
23.062, 1468262624.086822
23.062, 1468262625.086639
23.062, 1468262626.086791
23.062, 1468262627.087066
23.062, 1468262628.087036
23.062, 1468262629.087219
23.062, 1468262630.086242
23.062, 1468262631.086853
23.062, 1468262632.087432
23.062, 1468262633.086822
23.125, 1468262634.086791
23.062, 1468262635.097717
23.125, 1468262636.091583
23.125, 1468262637.091918
23.062, 1468262638.069000
23.062, 1468262639.069671
23.062, 1468262640.069549
23.062, 1468262641.069549
23.125, 1468262642.069061
23.125, 1468262643.084045
23.125, 1468262644.083831
23.125, 1468262645.083892
23.062, 1468262646.082946
23.125, 1468262647.083587
23.125, 1468262648.085723
