Original Header:

Sensor Name: ADS1015
Cow ID: 129
I2CAddress: 0x48
Sampling frequency: 25 Hz
Data Format: 
	V_a0, V_b0, V_c0, t0
	V_a1, V_b1, V_c1, t1
	...
	...
	...
	V_an, V_bn, V_cn, tn
	Where V_a is the voltage on channel 3 of the ADC in signed short format. (16-bit) This voltage represents the voltage coming off of the GSR sensor. V_b is the votlage coming off of the first ECG on channel 2. It is also in signed short format. V_c is the voltage coming off of the second ECG on channel 1. Cannel 0 is unused. t is the time that the data point was taken in seconds, from the epoch. It is a double precision float. (64-bit) Each data point consists of these 3 voltages and a timestamp, sequentially written to file. !@#

CSV Header:
All the values are now in Volt units.
The time is in seconds, subtracting off the startTime.
!@#
0.164, 0.023, 0.214, 707.894989
0.164, 0.004, 0.307, 707.934693
0.164, 4.072, 0.373, 707.975037
0.164, 0.003, 0.149, 708.015076
0.164, 4.066, 0.399, 708.055146
0.164, 0.001, 0.236, 708.094696
0.164, 0.007, 0.304, 708.134644
0.164, 4.070, 0.386, 708.174500
0.164, 0.016, 0.173, 708.215699
0.164, 4.047, 0.383, 708.254151
0.164, 4.088, 0.293, 708.293763
0.164, 0.002, 0.297, 708.334534
0.164, 4.089, 0.369, 708.374970
0.164, 0.038, 0.123, 708.414612
0.164, 4.081, 0.380, 708.454255
0.164, 0.047, 0.292, 708.493622
0.164, 0.036, 0.388, 708.539734
0.165, 0.034, 0.350, 708.576111
0.165, 0.001, 0.135, 708.614685
0.165, 4.071, 0.378, 708.654267
0.165, 0.027, 0.222, 708.694733
0.165, 0.008, 0.304, 708.734620
0.165, 4.071, 0.388, 708.773804
0.165, 0.026, 0.137, 708.814972
0.165, 4.077, 0.377, 708.854035
0.165, 0.028, 0.205, 708.894989
0.165, 0.012, 0.314, 708.935364
0.165, 0.011, 0.371, 708.974701
0.165, 0.041, 0.128, 709.014222
0.165, 0.002, 0.378, 709.054474
0.165, 0.033, 0.257, 709.094269
0.165, 0.021, 0.272, 709.133851
0.165, 4.095, 0.360, 709.174744
0.165, 0.043, 0.153, 709.215668
0.165, 0.262, 0.292, 709.308686
0.165, 0.062, 0.118, 709.332062
0.165, 3.983, 0.368, 709.354676
0.165, 3.984, 0.232, 709.377716
0.165, 4.048, 0.118, 709.413788
0.165, 4.057, 0.384, 709.454529
0.165, 0.015, 0.241, 709.494690
0.165, 0.027, 0.389, 709.539765
0.162, 0.035, 0.348, 709.576264
0.162, 0.023, 0.133, 709.614563
0.162, 4.076, 0.394, 709.654511
0.162, 0.042, 0.246, 709.694519
0.162, 0.021, 0.303, 709.734803
0.162, 4.083, 0.386, 709.774567
0.162, 0.021, 0.138, 709.814698
0.162, 4.067, 0.394, 709.854981
0.162, 4.085, 0.251, 709.894715
0.162, 4.086, 0.272, 709.933564
0.162, 4.071, 0.371, 709.974976
0.162, 0.020, 0.130, 710.014069
0.162, 4.079, 0.372, 710.054017
0.162, 0.051, 0.213, 710.094635
0.162, 0.019, 0.263, 710.133698
0.162, 4.053, 0.379, 710.174164
0.162, 4.079, 0.142, 710.214631
0.162, 4.059, 0.386, 710.254761
0.162, 0.009, 0.264, 710.294190
0.162, 0.004, 0.281, 710.333985
0.162, 0.029, 0.359, 710.374695
0.162, 0.034, 0.116, 710.413910
