Original Header:
Sensor Name: MAX30100
Cow ID: 129
I2CAddress: 0x57
Sampling frequency: 25 Hz
Data Format: 
	IR_0, RED_0, T_0, t0
	IR_1, RED_1, T_1, t1
	...
	...
	...
	IR_n, RED_n, T_n, tn
	Where IR is the MAX30100's infared count expressed as an unsigned short. (16-bit) RED is the MAX30100's RED count expressed as an unsigned short. T is the MAX30100's temperature expressed as a 32-bit float. The value is in degrees C. t is the time that the data point was taken in seconds, from the epoch. It is a double precision float. (64-bit) Each data point consists of this 3 value plus a timestamp, sequentially written to file. 
!@#

CSV Header:
The time is in seconds, subtracting off the startTime.
!@#
6528, 7412, 26.3, 526.961181
6516, 7404, 26.3, 527.002441
6516, 7388, 26.3, 527.041198
6512, 7400, 26.3, 527.081268
6536, 7412, 27.3, 527.128082
6512, 7404, 27.3, 527.160980
6508, 7384, 27.3, 527.202423
6528, 7412, 27.3, 527.241180
6528, 7420, 27.3, 527.285278
6524, 7404, 27.3, 527.321075
6516, 7408, 27.3, 527.361267
6532, 7388, 27.3, 527.402405
6544, 7420, 27.3, 527.441101
6508, 7396, 27.3, 527.481415
6516, 7404, 27.3, 527.522400
6532, 7416, 27.3, 527.561096
6520, 7412, 27.3, 527.602447
6520, 7404, 27.3, 527.641144
6524, 7412, 27.3, 527.681305
6516, 7404, 27.3, 527.721100
6528, 7412, 27.3, 527.761352
6528, 7408, 27.3, 527.802337
6520, 7416, 27.3, 527.841064
6516, 7400, 27.3, 527.881317
6520, 7416, 27.3, 527.921081
6532, 7428, 27.3, 527.961517
6528, 7420, 27.3, 528.002380
6504, 7396, 27.3, 528.041076
6532, 7408, 27.3, 528.081146
6540, 7428, 26.5, 528.127990
6516, 7408, 26.5, 528.160949
6504, 7404, 26.5, 528.202331
6540, 7420, 26.5, 528.241180
6524, 7420, 26.5, 528.281372
6500, 7392, 26.5, 528.321319
6520, 7396, 26.5, 528.361450
6536, 7424, 26.5, 528.402557
6536, 7408, 26.5, 528.441375
6500, 7384, 26.5, 528.481079
6536, 7408, 26.5, 528.522430
6540, 7408, 26.5, 528.561065
6512, 7416, 26.5, 528.602264
6512, 7400, 26.5, 528.641388
6528, 7416, 26.5, 528.681152
6512, 7416, 26.5, 528.720978
6504, 7400, 26.5, 528.761383
6516, 7384, 26.5, 528.802276
6520, 7416, 26.5, 528.841064
6528, 7412, 26.5, 528.881073
6520, 7404, 26.5, 528.921020
6528, 7412, 26.5, 528.961151
6528, 7400, 26.5, 529.002380
6512, 7400, 26.5, 529.041076
6540, 7428, 26.5, 529.081146
6524, 7412, 26.9, 529.128051
6516, 7404, 26.9, 529.167358
6524, 7412, 26.9, 529.201172
6536, 7412, 26.9, 529.243011
6524, 7396, 26.9, 529.281128
6504, 7396, 26.9, 529.321258
6528, 7408, 26.9, 529.361358
6520, 7432, 26.9, 529.402282
6520, 7400, 26.9, 529.441284
6508, 7396, 26.9, 529.481140
6524, 7396, 26.9, 529.522186
6532, 7436, 26.9, 529.561065
6520, 7416, 26.9, 529.602417
6504, 7376, 26.9, 529.641205
6536, 7412, 26.9, 529.681305
6528, 7428, 26.9, 529.721100
6488, 7388, 26.9, 529.761078
6508, 7396, 26.9, 529.802398
6532, 7408, 26.9, 529.841156
6524, 7400, 26.9, 529.881103
6512, 7404, 26.9, 529.921142
6520, 7416, 26.9, 529.961090
6540, 7412, 26.9, 530.002289
6524, 7404, 26.9, 530.041076
6512, 7388, 26.9, 530.081360
6524, 7416, 26.3, 530.128265
6516, 7408, 26.3, 530.161010
6524, 7400, 26.3, 530.202423
6512, 7412, 26.3, 530.241058
6520, 7416, 26.3, 530.281433
6508, 7408, 26.3, 530.321106
6516, 7396, 26.3, 530.361053
6528, 7420, 26.3, 530.402496
6500, 7392, 26.3, 530.441375
6500, 7388, 26.3, 530.481170
6524, 7412, 26.3, 530.521850
6512, 7412, 26.3, 530.561126
6508, 7380, 26.3, 530.602234
6516, 7396, 26.3, 530.641479
6524, 7404, 26.3, 530.681213
6524, 7396, 26.3, 530.721161
6492, 7388, 26.3, 530.761474
6512, 7400, 26.3, 530.802429
6512, 7420, 26.3, 530.841156
6500, 7396, 26.3, 530.881073
6496, 7388, 26.3, 530.921081
6532, 7412, 26.3, 530.961273
6520, 7408, 26.3, 531.002319
6504, 7388, 26.3, 531.041107
6512, 7388, 26.3, 531.081085
6520, 7404, 26.7, 531.128174
6528, 7396, 26.7, 531.161377
6516, 7400, 26.7, 531.202331
6500, 7392, 26.7, 531.241424
6516, 7404, 26.7, 531.285248
6508, 7408, 26.7, 531.321075
6508, 7396, 26.7, 531.361206
6496, 7392, 26.7, 531.402557
6520, 7404, 26.7, 531.441192
6528, 7420, 26.7, 531.481292
6496, 7388, 26.7, 531.522522
6508, 7392, 26.7, 531.561035
6524, 7404, 26.7, 531.602234
6512, 7408, 26.7, 531.641266
6508, 7400, 26.7, 531.681061
6500, 7400, 26.7, 531.721069
6528, 7396, 26.7, 531.761108
6516, 7400, 26.7, 531.802276
6508, 7400, 26.7, 531.841278
6504, 7388, 26.7, 531.881073
6528, 7408, 26.7, 531.921356
6520, 7416, 26.7, 531.961059
6504, 7404, 26.7, 532.002411
6508, 7396, 26.7, 532.041412
6512, 7404, 26.7, 532.081268
6512, 7404, 26.9, 532.128051
6508, 7404, 26.9, 532.161010
6508, 7400, 26.9, 532.202453
6504, 7384, 26.9, 532.241058
6532, 7416, 26.9, 532.281128
6516, 7408, 26.9, 532.321167
6496, 7384, 26.9, 532.361145
6516, 7396, 26.9, 532.402374
6520, 7412, 26.9, 532.441101
6512, 7392, 26.9, 532.481170
6516, 7392, 26.9, 532.522522
6504, 7388, 26.9, 532.561187
6520, 7404, 26.9, 532.602203
6528, 7396, 26.9, 532.641144
6496, 7388, 26.9, 532.681030
6508, 7380, 26.9, 532.721069
6524, 7396, 26.9, 532.761017
6496, 7380, 26.9, 532.802185
6496, 7372, 26.9, 532.841278
6528, 7396, 26.9, 532.881042
6524, 7404, 26.9, 532.921173
6508, 7392, 26.9, 532.961090
6516, 7396, 26.9, 533.002350
6516, 7404, 26.9, 533.041076
6516, 7396, 26.9, 533.081115
6504, 7396, 26.5, 533.128082
6516, 7396, 26.5, 533.160919
6516, 7392, 26.5, 533.202331
6500, 7396, 26.5, 533.241272
6516, 7400, 26.5, 533.281097
6500, 7396, 26.5, 533.321167
6512, 7396, 26.5, 533.361480
6508, 7388, 26.5, 533.402496
6520, 7396, 26.5, 533.441070
6508, 7392, 26.5, 533.480865
6504, 7392, 26.5, 533.522033
6520, 7396, 26.5, 533.561065
6516, 7412, 26.5, 533.602325
6504, 7408, 26.5, 533.641296
6500, 7392, 26.5, 533.680999
6512, 7392, 26.5, 533.721100
6516, 7400, 26.5, 533.761047
6504, 7388, 26.5, 533.802398
6500, 7368, 26.5, 533.840973
6536, 7412, 26.5, 533.881073
6528, 7412, 26.5, 533.921295
6496, 7392, 26.5, 533.961487
6512, 7404, 26.5, 534.002472
6516, 7400, 26.5, 534.041137
6492, 7400, 26.5, 534.081268
6492, 7380, 26.5, 534.128051
6524, 7396, 26.5, 534.160980
6524, 7408, 26.5, 534.221832
6492, 7396, 26.5, 534.246917
6500, 7388, 26.5, 534.281006
6524, 7404, 26.5, 534.321106
6516, 7396, 26.5, 534.361206
6504, 7392, 26.5, 534.402435
6520, 7396, 26.5, 534.441070
6516, 7400, 26.5, 534.481231
6508, 7396, 26.5, 534.522308
6512, 7400, 26.5, 534.561065
6508, 7404, 26.5, 534.602356
6508, 7408, 26.5, 534.641174
6520, 7396, 26.5, 534.681030
6524, 7396, 26.5, 534.721069
6500, 7396, 26.5, 534.761078
6504, 7384, 26.5, 534.802307
6488, 7380, 26.5, 534.841491
6516, 7420, 26.5, 534.881134
6516, 7404, 26.5, 534.921417
6504, 7392, 26.5, 534.961334
6528, 7408, 26.5, 535.002350
6520, 7416, 26.5, 535.041198
6508, 7396, 26.5, 535.081085
6504, 7388, 27.0, 535.128326
6512, 7392, 27.0, 535.161407
6528, 7424, 27.0, 535.202392
6504, 7400, 27.0, 535.241028
6496, 7384, 27.0, 535.281402
6524, 7396, 27.0, 535.321319
6516, 7404, 27.0, 535.361145
6496, 7400, 27.0, 535.402435
6504, 7384, 27.0, 535.441101
6520, 7416, 27.0, 535.481048
6524, 7412, 27.0, 535.522491
6500, 7388, 27.0, 535.561065
6512, 7388, 27.0, 535.602325
6524, 7400, 27.0, 535.641082
6508, 7412, 27.0, 535.681030
6492, 7392, 27.0, 535.721008
6504, 7404, 27.0, 535.761078
6512, 7396, 27.0, 535.802459
6512, 7396, 27.0, 535.841125
6516, 7388, 27.0, 535.881134
6508, 7404, 27.0, 535.921447
6504, 7404, 27.0, 535.961090
6528, 7408, 27.0, 536.002411
6516, 7396, 27.0, 536.041076
6508, 7388, 27.0, 536.081054
6516, 7384, 26.2, 536.128387
6528, 7404, 26.2, 536.160919
6524, 7404, 26.2, 536.202331
6508, 7380, 26.2, 536.241211
6492, 7396, 26.2, 536.281128
6528, 7412, 26.2, 536.321106
6500, 7416, 26.2, 536.361084
6508, 7384, 26.2, 536.402374
6516, 7400, 26.2, 536.441253
6524, 7436, 26.2, 536.481079
6504, 7392, 26.2, 536.522339
6512, 7380, 26.2, 536.561371
6504, 7400, 26.2, 536.602356
6528, 7408, 26.2, 536.641082
6512, 7392, 26.2, 536.681061
6500, 7388, 26.2, 536.721130
6504, 7388, 26.2, 536.761047
6516, 7412, 26.2, 536.802368
6504, 7392, 26.2, 536.841064
6512, 7392, 26.2, 536.881164
6512, 7412, 26.2, 536.921081
6500, 7404, 26.2, 536.961059
6512, 7392, 26.2, 537.002380
6500, 7400, 26.2, 537.041107
6508, 7404, 26.2, 537.081268
6508, 7408, 26.6, 537.128113
6520, 7404, 26.6, 537.160980
6520, 7396, 26.6, 537.202453
6512, 7396, 26.6, 537.241272
6516, 7404, 26.6, 537.281341
6528, 7408, 26.6, 537.321380
6512, 7400, 26.6, 537.361023
6504, 7404, 26.6, 537.402405
6524, 7404, 26.6, 537.441406
6524, 7400, 26.6, 537.481079
6496, 7384, 26.6, 537.522369
6512, 7408, 26.6, 537.561065
6508, 7404, 26.6, 537.602234
6504, 7408, 26.6, 537.641082
6500, 7404, 26.6, 537.681030
6508, 7400, 26.6, 537.721100
6508, 7408, 26.6, 537.761566
6512, 7408, 26.6, 537.802490
6500, 7372, 26.6, 537.841308
6500, 7396, 26.6, 537.881073
6520, 7404, 26.6, 537.921020
6516, 7408, 26.6, 537.961395
6504, 7384, 26.6, 538.002411
6496, 7380, 26.6, 538.040985
6528, 7408, 26.6, 538.081176
6508, 7416, 26.7, 538.128051
6492, 7392, 26.7, 538.161010
6512, 7380, 26.7, 538.202270
6512, 7412, 26.7, 538.241058
6504, 7400, 26.7, 538.281097
6500, 7380, 26.7, 538.321167
6512, 7400, 26.7, 538.361358
6516, 7396, 26.7, 538.402588
6504, 7404, 26.7, 538.441070
6500, 7368, 26.7, 538.481384
6504, 7388, 26.7, 538.522155
6528, 7412, 26.7, 538.561645
6504, 7400, 26.7, 538.602264
6508, 7400, 26.7, 538.641082
6516, 7392, 26.7, 538.681030
6528, 7400, 26.7, 538.721069
6496, 7380, 26.7, 538.761108
6512, 7376, 26.7, 538.802276
6508, 7392, 26.7, 538.841156
6496, 7400, 26.7, 538.885193
6516, 7404, 26.7, 538.921356
6508, 7392, 26.7, 538.961151
6504, 7400, 26.7, 539.002472
6516, 7404, 26.7, 539.041076
6520, 7404, 26.7, 539.081085
6504, 7404, 26.5, 539.128265
6496, 7392, 26.5, 539.161041
6524, 7404, 26.5, 539.295074
6516, 7404, 26.5, 539.345550
6512, 7396, 26.5, 539.375122
6508, 7396, 26.5, 539.417175
6516, 7388, 26.5, 539.455322
6524, 7400, 26.5, 539.495208
6508, 7400, 26.5, 539.535675
6500, 7380, 26.5, 539.575378
6516, 7380, 26.5, 539.617340
6524, 7404, 26.5, 539.655212
6496, 7392, 26.5, 539.695221
6488, 7380, 26.5, 539.735687
6520, 7388, 26.5, 539.775116
6508, 7416, 26.5, 539.817169
6472, 7364, 26.5, 539.855224
6512, 7396, 26.5, 539.896911
6508, 7388, 26.5, 539.935516
6492, 7396, 26.5, 539.975097
6512, 7400, 26.5, 540.017181
6508, 7392, 26.5, 540.063385
6488, 7388, 26.5, 540.095764
6512, 7400, 26.5, 540.135284
6512, 7396, 26.5, 540.175171
6496, 7388, 26.6, 540.224579
6496, 7384, 26.6, 540.255157
6504, 7408, 26.6, 540.295471
6504, 7384, 26.6, 540.335632
6512, 7396, 26.6, 540.375183
6512, 7408, 26.6, 540.417206
6492, 7408, 26.6, 540.455597
6488, 7388, 26.6, 540.495178
6520, 7400, 26.6, 540.535675
6512, 7404, 26.6, 540.575195
6488, 7384, 26.6, 540.617340
6508, 7392, 26.6, 540.655212
6492, 7388, 26.6, 540.695404
6500, 7400, 26.6, 540.735534
6492, 7380, 26.6, 540.775543
6504, 7392, 26.6, 540.817169
6500, 7388, 26.6, 540.855194
6512, 7420, 26.6, 540.896576
6496, 7380, 26.6, 540.935486
6500, 7384, 26.6, 540.975189
6524, 7400, 26.6, 541.017242
6516, 7396, 26.6, 541.055206
6500, 7388, 26.6, 541.095428
6500, 7384, 26.6, 541.135681
6520, 7416, 26.6, 541.175171
6496, 7400, 26.1, 541.225219
6516, 7396, 26.1, 541.255188
6496, 7376, 26.1, 541.295166
6520, 7392, 26.1, 541.335663
6512, 7400, 26.1, 541.375549
6496, 7380, 26.1, 541.417175
6516, 7388, 26.1, 541.455169
6520, 7412, 26.1, 541.495117
6500, 7384, 26.1, 541.535675
6528, 7396, 26.1, 541.575195
6496, 7392, 26.1, 541.617248
6520, 7400, 26.1, 541.655182
6524, 7408, 26.1, 541.695221
6492, 7396, 26.1, 541.735626
6500, 7396, 26.1, 541.775543
6516, 7412, 26.1, 541.817383
6516, 7400, 26.1, 541.855438
6524, 7400, 26.1, 541.896515
6496, 7388, 26.1, 541.935547
6496, 7384, 26.1, 541.975128
6516, 7408, 26.1, 542.017181
6520, 7404, 26.1, 542.055206
6512, 7396, 26.1, 542.095184
6492, 7384, 26.1, 542.135620
6516, 7408, 26.1, 542.175171
6520, 7412, 25.9, 542.224548
6504, 7396, 25.9, 542.255249
6508, 7396, 25.9, 542.295227
6536, 7416, 25.9, 542.335693
6504, 7392, 25.9, 542.375183
6508, 7372, 25.9, 542.417114
6512, 7396, 25.9, 542.455078
6496, 7384, 25.9, 542.495178
6508, 7384, 25.9, 542.535705
6520, 7416, 25.9, 542.575622
6512, 7400, 25.9, 542.617157
6508, 7396, 25.9, 542.655304
6516, 7392, 25.9, 542.695190
6508, 7392, 25.9, 542.735626
6508, 7412, 25.9, 542.775634
6492, 7400, 25.9, 542.817199
6500, 7388, 25.9, 542.855224
6504, 7400, 25.9, 542.896606
6504, 7380, 25.9, 542.935577
6524, 7396, 25.9, 542.975372
6500, 7396, 25.9, 543.017181
6500, 7392, 25.9, 543.055176
6500, 7380, 25.9, 543.095306
6524, 7400, 25.9, 543.135589
6520, 7400, 25.9, 543.175384
6504, 7400, 26.4, 543.224884
6508, 7388, 26.4, 543.255188
6516, 7412, 26.4, 543.295257
6532, 7420, 26.4, 543.335663
6484, 7388, 26.4, 543.375335
6504, 7384, 26.4, 543.417175
6512, 7416, 26.4, 543.455505
6524, 7404, 26.4, 543.495117
6492, 7384, 26.4, 543.535614
6512, 7404, 26.4, 543.575256
6504, 7388, 26.4, 543.617218
6508, 7396, 26.4, 543.655456
6516, 7404, 26.4, 543.695221
6532, 7416, 26.4, 543.735656
6504, 7396, 26.4, 543.775512
6508, 7376, 26.4, 543.817291
6512, 7408, 26.4, 543.855194
6512, 7376, 26.4, 543.896301
6520, 7400, 26.4, 543.935547
6516, 7420, 26.4, 543.975372
6496, 7392, 26.4, 544.017181
6504, 7376, 26.4, 544.055206
6528, 7412, 26.4, 544.095184
6512, 7400, 26.4, 544.135620
6500, 7388, 26.4, 544.175110
6512, 7400, 26.3, 544.476745
6528, 7408, 26.3, 544.508178
6512, 7392, 26.3, 544.548065
6500, 7388, 26.3, 544.587951
6512, 7400, 26.3, 544.627960
6520, 7396, 26.3, 544.669067
6512, 7396, 26.3, 544.707977
6508, 7404, 26.3, 544.748016
6512, 7392, 26.3, 544.788055
6520, 7404, 26.3, 544.827972
6508, 7392, 26.3, 544.869110
6504, 7392, 26.3, 544.907989
6520, 7404, 26.3, 544.947998
6488, 7392, 26.3, 544.987945
6500, 7392, 26.3, 545.028045
6504, 7412, 26.3, 545.068969
6500, 7400, 26.3, 545.107940
6512, 7408, 26.3, 545.148010
6492, 7384, 26.3, 545.187957
6520, 7376, 26.3, 545.227966
6508, 7412, 26.3, 545.270050
6516, 7400, 26.3, 545.308044
6508, 7384, 26.3, 545.347992
6500, 7388, 26.3, 545.388183
6520, 7388, 26.3, 545.427978
6520, 7404, 26.2, 545.476013
6496, 7384, 26.2, 545.507934
6496, 7388, 26.2, 545.547943
6524, 7416, 26.2, 545.588165
6508, 7404, 26.2, 545.627990
6488, 7376, 26.2, 545.668976
6520, 7408, 26.2, 545.707977
6516, 7396, 26.2, 545.748016
6504, 7404, 26.2, 545.788147
6512, 7392, 26.2, 545.827972
6504, 7392, 26.2, 545.868957
6512, 7404, 26.2, 545.908294
6516, 7392, 26.2, 545.947998
6512, 7404, 26.2, 545.987976
6500, 7400, 26.2, 546.028320
6516, 7396, 26.2, 546.068969
6500, 7392, 26.2, 546.107940
6504, 7408, 26.2, 546.148315
6492, 7388, 26.2, 546.188110
6504, 7380, 26.2, 546.228393
6524, 7416, 26.2, 546.270477
6512, 7400, 26.2, 546.308044
6496, 7380, 26.2, 546.347992
6512, 7412, 26.2, 546.387970
6524, 7400, 26.2, 546.428192
6492, 7388, 25.7, 546.476349
6488, 7372, 25.7, 546.507934
6512, 7408, 25.7, 546.548187
6528, 7404, 25.7, 546.588134
6500, 7388, 25.7, 546.627960
6496, 7384, 25.7, 546.669098
6540, 7412, 25.7, 546.707977
6508, 7400, 25.7, 546.748047
6484, 7380, 25.7, 546.787994
6504, 7384, 25.7, 546.828277
6520, 7416, 25.7, 546.869110
6508, 7404, 25.7, 546.907959
6492, 7380, 25.7, 546.947967
6516, 7404, 25.7, 546.988006
6512, 7388, 25.7, 547.028015
6504, 7392, 25.7, 547.069030
6504, 7392, 25.7, 547.108001
6492, 7396, 25.7, 547.148041
6500, 7392, 25.7, 547.187957
6500, 7396, 25.7, 547.228180
6508, 7396, 25.7, 547.270691
6512, 7396, 25.7, 547.307983
6496, 7388, 25.7, 547.348175
6508, 7384, 25.7, 547.388122
6516, 7400, 25.7, 547.428039
6504, 7392, 26.3, 547.476104
6488, 7372, 26.3, 547.507965
6524, 7420, 26.3, 547.547973
6500, 7404, 26.3, 547.588012
6508, 7376, 26.3, 547.627990
6496, 7384, 26.3, 547.668976
6508, 7404, 26.3, 547.708160
6516, 7412, 26.3, 547.748047
6488, 7372, 26.3, 547.788330
6516, 7380, 26.3, 547.828338
6512, 7416, 26.3, 547.868988
6504, 7404, 26.3, 547.907989
6524, 7388, 26.3, 547.947998
6520, 7420, 26.3, 547.988189
6492, 7384, 26.3, 548.028015
6504, 7384, 26.3, 548.069122
6512, 7408, 26.3, 548.108032
6504, 7388, 26.3, 548.148010
6516, 7392, 26.3, 548.188080
6504, 7396, 26.3, 548.228424
6504, 7392, 26.3, 548.270233
6500, 7404, 26.3, 548.308014
6512, 7392, 26.3, 548.347931
6488, 7388, 26.3, 548.387970
6508, 7400, 26.3, 548.427887
6508, 7388, 26.5, 548.476196
6508, 7380, 26.5, 548.507904
6512, 7388, 26.5, 548.547973
6520, 7396, 26.5, 548.587982
6492, 7392, 26.5, 548.628235
6504, 7380, 26.5, 548.669159
6504, 7388, 26.5, 548.707977
6508, 7388, 26.5, 548.747986
6492, 7392, 26.5, 548.787994
6520, 7392, 26.5, 548.828094
6524, 7408, 26.5, 548.868957
6492, 7384, 26.5, 548.908020
6512, 7380, 26.5, 548.947937
6492, 7404, 26.5, 548.987884
6484, 7380, 26.5, 549.028320
6520, 7392, 26.5, 549.069153
6508, 7408, 26.5, 549.108276
6512, 7412, 26.5, 549.148010
6496, 7396, 26.5, 549.415405
6476, 7380, 26.5, 549.520843
6496, 7396, 26.5, 549.558349
6532, 7428, 26.5, 549.600647
6504, 7396, 26.5, 549.638366
6496, 7392, 26.5, 549.678283
6504, 7384, 26.5, 549.719116
6524, 7404, 26.9, 549.767242
6512, 7392, 26.9, 549.798034
6496, 7392, 26.9, 549.838104
6496, 7384, 26.9, 549.878113
6520, 7392, 26.9, 549.919006
6508, 7412, 26.9, 549.958099
6504, 7380, 26.9, 549.998291
6512, 7400, 26.9, 550.038116
6508, 7408, 26.9, 550.078277
6504, 7404, 26.9, 550.118957
6516, 7400, 26.9, 550.158203
6504, 7404, 26.9, 550.198150
6508, 7392, 26.9, 550.238098
6516, 7404, 26.9, 550.278167
6496, 7388, 26.9, 550.318969
6508, 7396, 26.9, 550.358124
6492, 7388, 26.9, 550.398163
6488, 7396, 26.9, 550.438110
6512, 7408, 26.9, 550.478119
6508, 7392, 26.9, 550.520538
6508, 7392, 26.9, 550.558288
6508, 7388, 26.9, 550.598022
6508, 7408, 26.9, 550.638153
6520, 7408, 26.9, 550.678100
6500, 7396, 26.9, 550.719116
6512, 7400, 26.1, 550.768890
6520, 7408, 26.1, 550.798004
6516, 7408, 26.1, 550.838806
6492, 7372, 26.1, 550.878113
6508, 7396, 26.1, 550.919006
6528, 7408, 26.1, 550.958099
6504, 7400, 26.1, 550.998016
6500, 7384, 26.1, 551.038116
6512, 7396, 26.1, 551.078430
6512, 7416, 26.1, 551.118988
6512, 7404, 26.1, 551.158172
6508, 7392, 26.1, 551.198028
6512, 7396, 26.1, 551.238250
6500, 7388, 26.1, 551.278137
6512, 7396, 26.1, 551.318939
6508, 7396, 26.1, 551.358124
6504, 7388, 26.1, 551.398193
6508, 7404, 26.1, 551.438110
6508, 7392, 26.1, 551.478119
6512, 7408, 26.1, 551.520599
6512, 7396, 26.1, 551.558166
6500, 7400, 26.1, 551.598114
6504, 7400, 26.1, 551.638153
6504, 7404, 26.1, 551.678161
6492, 7380, 26.1, 551.719024
6516, 7392, 26.2, 551.768768
6512, 7388, 26.2, 551.798065
6500, 7396, 26.2, 551.838196
6492, 7380, 26.2, 551.878204
6512, 7396, 26.2, 551.918945
6512, 7416, 26.2, 551.958160
6496, 7400, 26.2, 551.998077
6492, 7372, 26.2, 552.038116
6524, 7412, 26.2, 552.078247
6516, 7400, 26.2, 552.118957
6488, 7384, 26.2, 552.158233
6500, 7388, 26.2, 552.198120
6512, 7392, 26.2, 552.238128
6520, 7408, 26.2, 552.278137
6500, 7388, 26.2, 552.318969
6500, 7376, 26.2, 552.358124
6492, 7404, 26.2, 552.398132
6496, 7388, 26.2, 552.438110
6488, 7368, 26.2, 552.478271
6508, 7388, 26.2, 552.520599
6512, 7416, 26.2, 552.558197
6508, 7392, 26.2, 552.598022
6500, 7396, 26.2, 552.638122
6516, 7412, 26.2, 552.678253
6504, 7384, 26.2, 552.718963
6496, 7388, 26.1, 552.768921
6516, 7392, 26.1, 552.798004
6512, 7404, 26.1, 552.838134
6516, 7388, 26.1, 552.878174
6496, 7384, 26.1, 552.919098
6508, 7408, 26.1, 552.958282
6508, 7408, 26.1, 553.000671
6496, 7384, 26.1, 553.038208
6512, 7396, 26.1, 553.078277
6516, 7404, 26.1, 553.118957
6504, 7392, 26.1, 553.158111
6508, 7392, 26.1, 553.200500
6524, 7416, 26.1, 553.238037
6508, 7404, 26.1, 553.278106
6496, 7388, 26.1, 553.319092
6492, 7392, 26.1, 553.358154
6504, 7388, 26.1, 553.398163
6480, 7368, 26.1, 553.438171
6496, 7368, 26.1, 553.478180
6524, 7400, 26.1, 553.520416
6504, 7404, 26.1, 553.558410
6492, 7396, 26.1, 553.598083
6500, 7380, 26.1, 553.638244
6512, 7412, 26.1, 553.678100
6496, 7420, 26.1, 553.718963
6496, 7372, 26.1, 553.768951
6496, 7384, 26.1, 553.798004
6524, 7408, 26.1, 553.838104
6512, 7388, 26.1, 553.878143
6488, 7376, 26.1, 553.919128
6512, 7392, 26.1, 553.958069
6512, 7412, 26.1, 553.997986
6488, 7392, 26.1, 554.038330
6504, 7392, 26.1, 554.078125
6508, 7404, 26.1, 554.119110
6496, 7384, 26.1, 554.158264
6516, 7388, 26.1, 554.417358
6508, 7396, 26.1, 554.457123
6500, 7372, 26.1, 554.496978
6492, 7372, 26.1, 554.537323
6496, 7392, 26.1, 554.577362
6508, 7384, 26.1, 554.618988
6504, 7388, 26.1, 554.657348
6504, 7392, 26.1, 554.697265
6504, 7388, 26.1, 554.737701
6516, 7404, 26.1, 554.777343
6484, 7376, 26.1, 554.819030
6512, 7392, 26.1, 554.857269
6512, 7412, 26.1, 554.897308
6484, 7376, 26.1, 554.937286
6496, 7372, 26.1, 554.986572
6500, 7400, 26.1, 555.020843
6512, 7408, 26.1, 555.057312
6496, 7388, 26.1, 555.097290
6488, 7364, 26.1, 555.137268
6496, 7404, 26.1, 555.177337
6496, 7396, 26.1, 555.219055
6496, 7400, 26.1, 555.257293
6512, 7404, 26.1, 555.297271
6504, 7396, 26.1, 555.337341
6520, 7400, 26.1, 555.377319
6500, 7380, 26.1, 555.418976
6496, 7392, 26.1, 555.457306
6508, 7400, 26.1, 555.497253
6516, 7392, 26.1, 555.537292
6516, 7404, 26.1, 555.577636
6492, 7388, 26.1, 555.618927
6488, 7380, 26.1, 555.657287
6504, 7384, 26.1, 555.697662
6492, 7392, 26.1, 555.737457
6500, 7392, 26.1, 555.777649
6496, 7384, 26.1, 555.819030
6512, 7408, 26.1, 555.857330
6512, 7400, 26.1, 555.897278
6504, 7388, 26.1, 555.937744
6492, 7392, 26.0, 555.986572
6496, 7392, 26.0, 556.020691
6504, 7396, 26.0, 556.057647
6508, 7380, 26.0, 556.097290
6484, 7384, 26.0, 556.137634
6504, 7380, 26.0, 556.177276
6500, 7380, 26.0, 556.219116
6516, 7400, 26.0, 556.257293
6500, 7380, 26.0, 556.297271
6504, 7388, 26.0, 556.337372
6488, 7380, 26.0, 556.377289
6508, 7384, 26.0, 556.419006
6496, 7360, 26.0, 556.457275
6504, 7392, 26.0, 556.497253
6500, 7380, 26.0, 556.537323
6492, 7392, 26.0, 556.577270
6524, 7400, 26.0, 556.618988
6512, 7392, 26.0, 556.657409
6496, 7388, 26.0, 556.697479
6492, 7380, 26.0, 556.737335
6500, 7380, 26.0, 556.777343
6512, 7396, 26.0, 556.819000
6500, 7388, 26.0, 556.857269
6484, 7372, 26.0, 556.897308
6500, 7380, 26.0, 556.937256
6508, 7396, 26.2, 556.986450
6500, 7380, 26.2, 557.020569
6488, 7380, 26.2, 557.057678
6500, 7392, 26.2, 557.097259
6496, 7384, 26.2, 557.137237
6488, 7380, 26.2, 557.177276
6500, 7404, 26.2, 557.219116
6488, 7392, 26.2, 557.257354
6492, 7376, 26.2, 557.297210
6516, 7388, 26.2, 557.337433
6484, 7372, 26.2, 557.377319
6516, 7392, 26.2, 557.419098
6488, 7380, 26.2, 557.457275
6496, 7388, 26.2, 557.497284
6492, 7388, 26.2, 557.537414
6496, 7372, 26.2, 557.577301
6504, 7396, 26.2, 557.618957
6508, 7404, 26.2, 557.657318
6492, 7384, 26.2, 557.697235
6484, 7368, 26.2, 557.737335
6508, 7388, 26.2, 557.777343
6508, 7400, 26.2, 557.818939
6500, 7392, 26.2, 557.857391
6480, 7380, 26.2, 557.897278
6524, 7384, 26.2, 557.937286
6512, 7400, 26.3, 557.986816
6476, 7368, 26.3, 558.020508
6496, 7376, 26.3, 558.057678
6516, 7404, 26.3, 558.097320
6504, 7400, 26.3, 558.137298
6476, 7380, 26.3, 558.177276
