Original Header:
Sensor Name: MAX30100
Cow ID: 129
I2CAddress: 0x57
Sampling frequency: 25 Hz
Data Format: 
	IR_0, RED_0, T_0, t0
	IR_1, RED_1, T_1, t1
	...
	...
	...
	IR_n, RED_n, T_n, tn
	Where IR is the MAX30100's infared count expressed as an unsigned short. (16-bit) RED is the MAX30100's RED count expressed as an unsigned short. T is the MAX30100's temperature expressed as a 32-bit float. The value is in degrees C. t is the time that the data point was taken in seconds, from the epoch. It is a double precision float. (64-bit) Each data point consists of this 3 value plus a timestamp, sequentially written to file. 
!@#

CSV Header:
The time is in seconds, subtracting off the startTime.
!@#
6020, 6884, 25.4, 1619.599304
6004, 6852, 25.4, 1619.639099
6036, 6868, 25.4, 1619.679077
6052, 6904, 25.4, 1619.719024
6004, 6860, 25.4, 1619.761230
5988, 6832, 25.4, 1619.799103
6040, 6896, 25.4, 1619.839264
6052, 6908, 25.4, 1619.879303
6008, 6844, 25.4, 1619.976196
6004, 6840, 25.4, 1620.014282
6048, 6896, 25.4, 1620.054413
6040, 6892, 25.4, 1620.094452
6024, 6868, 25.4, 1620.134216
6012, 6860, 25.4, 1620.183471
6028, 6872, 25.4, 1620.214203
6032, 6888, 25.4, 1620.254364
6020, 6864, 25.4, 1620.294494
6020, 6864, 25.4, 1620.334350
6024, 6864, 25.4, 1620.376343
6012, 6884, 25.4, 1620.414215
6032, 6880, 25.4, 1620.454468
6028, 6868, 25.4, 1620.494842
6044, 6888, 25.4, 1620.534271
6024, 6864, 25.4, 1620.576172
6008, 6864, 25.4, 1620.615783
6028, 6860, 25.4, 1620.654266
6044, 6896, 25.4, 1620.694397
6028, 6888, 25.4, 1620.734466
6000, 6844, 25.4, 1620.776184
5992, 6840, 25.4, 1620.814239
6020, 6864, 25.4, 1620.854156
6064, 6908, 25.4, 1620.894531
6024, 6896, 25.4, 1620.934356
5996, 6836, 25.4, 1620.976196
6032, 6868, 25.4, 1621.014557
6060, 6912, 25.4, 1621.054382
6016, 6892, 25.4, 1621.094421
6000, 6852, 25.4, 1621.134277
6024, 6864, 26.3, 1621.183166
6056, 6916, 26.3, 1621.214233
6028, 6892, 26.3, 1621.254242
6004, 6856, 26.3, 1621.294494
6024, 6864, 26.3, 1621.334289
6040, 6892, 26.3, 1621.376281
6032, 6880, 26.3, 1621.414215
6004, 6860, 26.3, 1621.454559
6028, 6872, 26.3, 1621.494446
6032, 6876, 26.3, 1621.534240
6000, 6868, 26.3, 1621.576172
6016, 6872, 26.3, 1621.615844
6060, 6900, 26.3, 1621.654205
6028, 6896, 26.3, 1621.694458
6016, 6852, 26.3, 1621.734253
6024, 6860, 26.3, 1621.776214
6052, 6896, 26.3, 1621.814422
6044, 6888, 26.3, 1621.854217
6028, 6888, 26.3, 1621.894409
6020, 6864, 26.3, 1621.934234
6016, 6860, 26.3, 1621.976349
6040, 6884, 26.3, 1622.014221
6048, 6884, 26.3, 1622.054504
6020, 6876, 26.3, 1622.094543
6020, 6860, 26.3, 1622.134338
6052, 6888, 25.9, 1622.183899
6036, 6900, 25.9, 1622.214294
6016, 6860, 25.9, 1622.254150
6012, 6848, 25.9, 1622.294677
6052, 6880, 25.9, 1622.334259
6040, 6920, 25.9, 1622.376251
6016, 6868, 25.9, 1622.414215
6008, 6848, 25.9, 1622.454223
6024, 6872, 25.9, 1622.494659
6056, 6900, 25.9, 1622.534424
6020, 6856, 25.9, 1622.576172
6048, 6896, 25.9, 1622.615722
6032, 6908, 25.9, 1622.654236
6004, 6848, 25.9, 1622.694336
6012, 6852, 25.9, 1622.734253
6060, 6904, 25.9, 1622.776184
6024, 6888, 25.9, 1622.814239
6040, 6912, 25.9, 1622.854614
6016, 6864, 25.9, 1622.894409
6016, 6860, 25.9, 1622.934204
6056, 6892, 25.9, 1622.976166
6040, 6884, 25.9, 1623.014557
6008, 6872, 25.9, 1623.054229
6020, 6872, 25.9, 1623.094513
6036, 6888, 25.9, 1623.134216
6020, 6876, 25.7, 1623.183716
6020, 6880, 25.7, 1623.214142
6024, 6888, 25.7, 1623.254425
6024, 6876, 25.7, 1623.294586
6020, 6896, 25.7, 1623.334320
6036, 6884, 25.7, 1623.376281
6036, 6872, 25.7, 1623.414215
6036, 6888, 25.7, 1623.454223
6036, 6860, 25.7, 1623.494568
6020, 6876, 25.7, 1623.534240
6036, 6880, 25.7, 1623.576202
6040, 6904, 25.7, 1623.615356
6028, 6884, 25.7, 1623.654388
6020, 6860, 25.7, 1623.694458
6052, 6900, 25.7, 1623.734222
6048, 6904, 25.7, 1623.776245
6020, 6884, 25.7, 1623.814239
6000, 6868, 25.7, 1623.854583
6012, 6848, 25.7, 1623.894409
6040, 6880, 25.7, 1623.934356
6060, 6924, 25.7, 1623.976288
6008, 6872, 25.7, 1624.014251
6004, 6852, 25.7, 1624.054596
6044, 6896, 25.7, 1624.094330
6036, 6900, 25.7, 1624.134216
6012, 6876, 25.8, 1624.183929
6016, 6856, 25.8, 1624.214416
6056, 6884, 25.8, 1624.254181
6048, 6904, 25.8, 1624.294464
6020, 6876, 25.8, 1624.334228
6028, 6876, 25.8, 1624.376251
6040, 6872, 25.8, 1624.414215
6036, 6876, 25.8, 1624.454223
6032, 6884, 25.8, 1624.494537
6040, 6880, 25.8, 1624.534424
6028, 6888, 25.8, 1624.576202
6032, 6896, 25.8, 1624.615265
6024, 6864, 25.8, 1624.654205
6032, 6868, 25.8, 1624.694458
6032, 6892, 25.8, 1624.734222
6024, 6888, 25.8, 1624.776214
6016, 6860, 25.8, 1624.814178
6020, 6872, 25.8, 1624.854278
6020, 6860, 25.8, 1624.944885
6028, 6892, 25.8, 1624.985016
6032, 6896, 25.8, 1625.026764
6012, 6860, 25.8, 1625.065002
6032, 6876, 25.8, 1625.104858
6064, 6896, 25.8, 1625.145050
6024, 6888, 25.8, 1625.184906
6008, 6848, 25.8, 1625.233795
6036, 6860, 25.8, 1625.264801
6060, 6912, 25.8, 1625.305053
6040, 6896, 25.8, 1625.345093
5992, 6852, 25.8, 1625.384857
6024, 6868, 25.8, 1625.426819
6052, 6900, 25.8, 1625.464874
6020, 6868, 25.8, 1625.505188
6028, 6880, 25.8, 1625.545288
6044, 6888, 25.8, 1625.584839
6020, 6884, 25.8, 1625.626831
6008, 6864, 25.8, 1625.664947
6036, 6892, 25.8, 1625.704895
6028, 6884, 25.8, 1625.744934
6028, 6892, 25.8, 1625.784912
6028, 6864, 25.8, 1625.826721
6012, 6872, 25.8, 1625.866272
6028, 6888, 25.8, 1625.904846
6040, 6892, 25.8, 1625.945251
6032, 6884, 25.8, 1625.984832
6016, 6868, 25.8, 1626.026855
6024, 6868, 25.8, 1626.065216
6032, 6884, 25.8, 1626.104980
6048, 6888, 25.8, 1626.144867
6020, 6872, 25.8, 1626.185119
6028, 6864, 25.9, 1626.233856
6040, 6888, 25.9, 1626.264953
6036, 6892, 25.9, 1626.304809
6012, 6860, 25.9, 1626.344879
6012, 6868, 25.9, 1626.384796
6036, 6892, 25.9, 1626.426727
6024, 6904, 25.9, 1626.465301
6016, 6864, 25.9, 1626.505127
6024, 6860, 25.9, 1626.545013
6048, 6888, 25.9, 1626.584900
6008, 6856, 25.9, 1626.627533
6012, 6856, 25.9, 1626.665191
6040, 6912, 25.9, 1626.704864
6016, 6868, 25.9, 1626.745178
6004, 6852, 25.9, 1626.784881
6028, 6892, 25.9, 1626.826721
6032, 6880, 25.9, 1626.866455
6040, 6908, 25.9, 1626.904876
6028, 6876, 25.9, 1626.945129
6008, 6848, 25.9, 1626.984527
6028, 6876, 25.9, 1627.026733
6024, 6908, 25.9, 1627.064911
6024, 6880, 25.9, 1627.104858
6004, 6848, 25.9, 1627.145080
6028, 6872, 25.9, 1627.184875
6040, 6896, 25.7, 1627.233886
6024, 6888, 25.7, 1627.265075
6004, 6864, 25.7, 1627.304779
6024, 6864, 25.7, 1627.345215
6040, 6892, 25.7, 1627.384887
6044, 6884, 25.7, 1627.426819
6020, 6876, 25.7, 1627.464874
6008, 6872, 25.7, 1627.504883
6040, 6868, 25.7, 1627.545196
6040, 6900, 25.7, 1627.585144
6024, 6876, 25.7, 1627.626831
6024, 6860, 25.7, 1627.664947
6032, 6904, 25.7, 1627.704864
6016, 6868, 25.7, 1627.745208
6004, 6872, 25.7, 1627.785003
6044, 6880, 25.7, 1627.826965
6040, 6872, 25.7, 1627.866272
6032, 6892, 25.7, 1627.905060
6020, 6884, 25.7, 1627.945160
6008, 6852, 25.7, 1627.984741
6048, 6900, 25.7, 1628.026733
6056, 6892, 25.7, 1628.064911
6012, 6868, 25.7, 1628.104858
6004, 6848, 25.7, 1628.144867
6044, 6892, 25.7, 1628.184875
6028, 6896, 24.9, 1628.234527
6000, 6860, 24.9, 1628.264801
6012, 6868, 24.9, 1628.305084
6052, 6896, 24.9, 1628.344940
6032, 6900, 24.9, 1628.385193
6004, 6856, 24.9, 1628.426727
6020, 6868, 24.9, 1628.464874
6056, 6892, 24.9, 1628.504913
6028, 6888, 24.9, 1628.544922
6004, 6864, 24.9, 1628.585052
6044, 6896, 24.9, 1628.626983
6036, 6888, 24.9, 1628.665100
6012, 6860, 24.9, 1628.704864
6012, 6860, 24.9, 1628.744934
6036, 6880, 24.9, 1628.784942
6032, 6900, 24.9, 1628.826721
6036, 6884, 24.9, 1628.866028
6024, 6876, 24.9, 1628.905121
6012, 6860, 24.9, 1628.944885
6028, 6876, 24.9, 1628.984771
6048, 6904, 24.9, 1629.026733
6024, 6876, 24.9, 1629.071502
6004, 6864, 24.9, 1629.104614
6036, 6868, 24.9, 1629.144836
6048, 6900, 24.9, 1629.184875
6012, 6876, 26.0, 1629.234070
6004, 6848, 26.0, 1629.264801
6040, 6892, 26.0, 1629.305176
6060, 6912, 26.0, 1629.345306
6024, 6884, 26.0, 1629.384948
6000, 6852, 26.0, 1629.426971
6048, 6880, 26.0, 1629.465027
6056, 6920, 26.0, 1629.504913
6024, 6852, 26.0, 1629.545196
6064, 6908, 26.0, 1629.585296
6032, 6900, 26.0, 1629.627014
6060, 6924, 26.0, 1629.664856
6016, 6868, 26.0, 1629.704864
6068, 6904, 26.0, 1629.744934
6036, 6900, 26.0, 1629.784881
5992, 6876, 26.0, 1629.826874
6012, 6848, 26.0, 1629.866150
6020, 6864, 26.0, 1629.956695
6032, 6888, 26.0, 1629.997009
6032, 6892, 26.0, 1630.037353
6008, 6860, 26.0, 1630.077850
6016, 6872, 26.0, 1630.117126
6008, 6860, 26.0, 1630.156952
6036, 6880, 26.0, 1630.196991
6036, 6888, 26.0, 1630.237030
6020, 6876, 26.5, 1630.285003
6012, 6848, 26.5, 1630.316986
6036, 6888, 26.5, 1630.356994
6048, 6900, 26.5, 1630.396972
6004, 6860, 26.5, 1630.437011
6000, 6868, 26.5, 1630.477783
6040, 6892, 26.5, 1630.517059
6020, 6904, 26.5, 1630.556976
6012, 6848, 26.5, 1630.597046
6044, 6892, 26.5, 1630.637298
6032, 6896, 26.5, 1630.677734
6000, 6856, 26.5, 1630.716980
6012, 6860, 26.5, 1630.756988
6048, 6896, 26.5, 1630.797455
6028, 6904, 26.5, 1630.837188
6000, 6856, 26.5, 1630.877838
6012, 6860, 26.5, 1630.917083
6028, 6888, 26.5, 1630.959503
6036, 6892, 26.5, 1630.997009
6000, 6880, 26.5, 1631.037170
6024, 6864, 26.5, 1631.077820
6040, 6884, 26.5, 1631.117065
6028, 6888, 26.5, 1631.156952
6028, 6872, 26.5, 1631.197052
6016, 6864, 26.5, 1631.237060
6032, 6876, 26.0, 1631.285248
6012, 6884, 26.0, 1631.316894
6016, 6880, 26.0, 1631.356933
6020, 6880, 26.0, 1631.397003
6016, 6872, 26.0, 1631.436981
6024, 6888, 26.0, 1631.477813
6044, 6896, 26.0, 1631.517059
6020, 6860, 26.0, 1631.559570
6004, 6864, 26.0, 1631.599579
6028, 6880, 26.0, 1631.636963
6044, 6896, 26.0, 1631.677856
6024, 6860, 26.0, 1631.716980
6004, 6860, 26.0, 1631.759552
6036, 6892, 26.0, 1631.797302
6008, 6848, 26.0, 1631.837188
6016, 6872, 26.0, 1631.877807
6040, 6896, 26.0, 1631.917022
6036, 6880, 26.0, 1631.959472
6032, 6892, 26.0, 1631.996978
6012, 6868, 26.0, 1632.037201
6016, 6872, 26.0, 1632.077820
6032, 6892, 26.0, 1632.117004
6040, 6880, 26.0, 1632.157013
6016, 6856, 26.0, 1632.197021
6024, 6864, 26.0, 1632.237152
6032, 6888, 25.3, 1632.285186
6028, 6892, 25.3, 1632.317322
6008, 6868, 25.3, 1632.356933
6016, 6860, 25.3, 1632.397369
6052, 6896, 25.3, 1632.437011
6016, 6892, 25.3, 1632.477752
5992, 6852, 25.3, 1632.517029
6028, 6864, 25.3, 1632.559417
6036, 6896, 25.3, 1632.596985
6032, 6884, 25.3, 1632.637237
6020, 6868, 25.3, 1632.677887
6008, 6860, 25.3, 1632.716980
6032, 6884, 25.3, 1632.759582
6004, 6860, 25.3, 1632.796997
6032, 6876, 25.3, 1632.837188
6060, 6896, 25.3, 1632.877716
6032, 6888, 25.3, 1632.917114
6032, 6892, 25.3, 1632.959472
6008, 6868, 25.3, 1632.997009
6000, 6856, 25.3, 1633.036987
6036, 6884, 25.3, 1633.077759
6060, 6904, 25.3, 1633.117004
6016, 6880, 25.3, 1633.157196
6004, 6864, 25.3, 1633.197296
6028, 6872, 25.3, 1633.237060
6052, 6896, 25.5, 1633.284973
6020, 6880, 25.5, 1633.316925
6000, 6852, 25.5, 1633.356933
6028, 6880, 25.5, 1633.397125
6048, 6892, 25.5, 1633.437011
6012, 6892, 25.5, 1633.477783
5996, 6860, 25.5, 1633.517212
6032, 6880, 25.5, 1633.556976
6048, 6904, 25.5, 1633.597168
6016, 6864, 25.5, 1633.636993
6016, 6864, 25.5, 1633.677856
6044, 6880, 25.5, 1633.717041
6004, 6860, 25.5, 1633.759399
6016, 6868, 25.5, 1633.797271
6052, 6904, 25.5, 1633.837005
6028, 6876, 25.5, 1633.877868
6016, 6868, 25.5, 1633.917022
6012, 6852, 25.5, 1633.956970
6036, 6868, 25.5, 1633.997192
6056, 6908, 25.5, 1634.037109
6024, 6872, 25.5, 1634.077942
6008, 6864, 25.5, 1634.117035
6036, 6864, 25.5, 1634.157074
6044, 6892, 25.5, 1634.196991
6032, 6896, 25.5, 1634.236999
6020, 6868, 26.7, 1634.284973
6032, 6876, 26.7, 1634.316925
6028, 6888, 26.7, 1634.357116
6036, 6916, 26.7, 1634.397308
6024, 6888, 26.7, 1634.437072
5996, 6856, 26.7, 1634.477844
6024, 6872, 26.7, 1634.516998
6044, 6904, 26.7, 1634.557007
6032, 6896, 26.7, 1634.597351
5996, 6852, 26.7, 1634.637024
6012, 6864, 26.7, 1634.677765
6052, 6904, 26.7, 1634.717010
6036, 6900, 26.7, 1634.759582
6016, 6844, 26.7, 1634.796997
6064, 6916, 26.7, 1634.836975
6000, 6868, 26.7, 1634.925018
6000, 6836, 26.7, 1634.964782
6008, 6844, 26.7, 1635.005035
6044, 6900, 26.7, 1635.045166
6032, 6904, 26.7, 1635.084930
5996, 6860, 26.7, 1635.127472
6012, 6852, 26.7, 1635.164947
6040, 6912, 26.7, 1635.204956
6028, 6896, 26.7, 1635.245117
6004, 6860, 26.7, 1635.285034
6024, 6864, 26.5, 1635.334717
6040, 6900, 26.5, 1635.365204
6028, 6900, 26.5, 1635.405151
6008, 6876, 26.5, 1635.445190
6020, 6868, 26.5, 1635.484863
6036, 6892, 26.5, 1635.526916
6028, 6880, 26.5, 1635.565033
6016, 6876, 26.5, 1635.604980
6028, 6884, 26.5, 1635.644928
6044, 6892, 26.5, 1635.684936
6028, 6896, 26.5, 1635.726806
6012, 6872, 26.5, 1635.765075
6008, 6856, 26.5, 1635.805206
6052, 6884, 26.5, 1635.844970
6060, 6904, 26.5, 1635.884979
6000, 6868, 26.5, 1635.926910
5992, 6840, 26.5, 1635.965301
6032, 6880, 26.5, 1636.004852
6060, 6916, 26.5, 1636.045135
6024, 6888, 26.5, 1636.085144
6012, 6860, 26.5, 1636.127563
6024, 6860, 26.5, 1636.164978
6064, 6916, 26.5, 1636.205291
6024, 6888, 26.5, 1636.245300
6004, 6864, 26.5, 1636.285186
6044, 6888, 25.5, 1636.334167
6048, 6904, 25.5, 1636.364959
6016, 6884, 25.5, 1636.404876
6008, 6864, 25.5, 1636.445129
6044, 6880, 25.5, 1636.484955
6036, 6892, 25.5, 1636.526794
6020, 6872, 25.5, 1636.565063
6020, 6864, 25.5, 1636.605255
6036, 6876, 25.5, 1636.644958
6024, 6880, 25.5, 1636.684845
6036, 6884, 25.5, 1636.726806
6036, 6880, 25.5, 1636.765106
6024, 6872, 25.5, 1636.805450
6020, 6876, 25.5, 1636.845093
6028, 6880, 25.5, 1636.884948
6032, 6880, 25.5, 1636.926788
6032, 6872, 25.5, 1636.965088
6044, 6876, 25.5, 1637.004852
6032, 6880, 25.5, 1637.044952
6024, 6868, 25.5, 1637.084961
6024, 6864, 25.5, 1637.127044
6044, 6892, 25.5, 1637.164978
6032, 6884, 25.5, 1637.205017
6008, 6864, 25.5, 1637.244934
6024, 6876, 25.5, 1637.284942
6044, 6916, 25.2, 1637.333923
6024, 6884, 25.2, 1637.364959
6008, 6848, 25.2, 1637.404937
6016, 6880, 25.2, 1637.444977
6060, 6900, 25.2, 1637.485016
6036, 6904, 25.2, 1637.526764
5996, 6864, 25.2, 1637.565002
6020, 6864, 25.2, 1637.604950
6052, 6892, 25.2, 1637.645263
6008, 6844, 25.2, 1637.685272
6036, 6896, 25.2, 1637.726806
6036, 6880, 25.2, 1637.764984
6024, 6860, 25.2, 1637.805053
6020, 6864, 25.2, 1637.845001
6036, 6876, 25.2, 1637.884948
6040, 6896, 25.2, 1637.926880
6044, 6892, 25.2, 1637.965393
6040, 6900, 25.2, 1638.004883
6012, 6880, 25.2, 1638.044891
6024, 6876, 25.2, 1638.085113
6052, 6900, 25.2, 1638.126861
6024, 6892, 25.2, 1638.164947
6024, 6868, 25.2, 1638.204925
6016, 6876, 25.2, 1638.245300
6044, 6892, 25.2, 1638.285095
6032, 6900, 26.9, 1638.334472
6032, 6884, 26.9, 1638.364990
6028, 6880, 26.9, 1638.404968
6032, 6888, 26.9, 1638.445282
6024, 6884, 26.9, 1638.485107
6012, 6864, 26.9, 1638.526764
6024, 6856, 26.9, 1638.565002
6044, 6900, 26.9, 1638.605102
6032, 6904, 26.9, 1638.644989
6028, 6868, 26.9, 1638.684997
6052, 6896, 26.9, 1638.726959
6048, 6900, 26.9, 1638.764984
6004, 6844, 26.9, 1638.805389
6024, 6872, 26.9, 1638.845001
6048, 6912, 26.9, 1638.884979
6028, 6916, 26.9, 1638.927002
6024, 6880, 26.9, 1638.964935
6008, 6848, 26.9, 1639.005035
6016, 6852, 26.9, 1639.045013
6060, 6916, 26.9, 1639.085205
6044, 6908, 26.9, 1639.126922
5996, 6864, 26.9, 1639.165252
6016, 6864, 26.9, 1639.204986
6052, 6904, 26.9, 1639.245025
6048, 6908, 26.9, 1639.284851
6012, 6880, 25.8, 1639.334167
6004, 6864, 25.8, 1639.365173
6044, 6888, 25.8, 1639.404968
6048, 6908, 25.8, 1639.444977
6020, 6880, 25.8, 1639.484955
6008, 6860, 25.8, 1639.526825
6048, 6908, 25.8, 1639.565002
6020, 6868, 25.8, 1639.605163
6032, 6884, 25.8, 1639.645050
6036, 6896, 25.8, 1639.684997
6024, 6888, 25.8, 1639.726928
6044, 6892, 25.8, 1639.765045
6024, 6872, 25.8, 1639.805359
6036, 6896, 25.8, 1639.845245
6012, 6884, 25.8, 1640.100494
6020, 6884, 25.8, 1640.140228
6028, 6880, 25.8, 1640.180206
6012, 6876, 25.8, 1640.220489
6048, 6888, 25.8, 1640.261383
6044, 6888, 25.8, 1640.300537
6012, 6884, 25.8, 1640.340179
6012, 6864, 25.8, 1640.380371
6048, 6892, 25.8, 1640.420318
6056, 6912, 25.8, 1640.461273
6012, 6864, 25.8, 1640.500213
6012, 6852, 25.9, 1640.549255
6032, 6888, 25.9, 1640.580169
6060, 6916, 25.9, 1640.620361
6004, 6876, 25.9, 1640.661407
5996, 6836, 25.9, 1640.700378
6048, 6916, 25.9, 1640.742584
6008, 6876, 25.9, 1640.780212
5996, 6848, 25.9, 1640.820221
6036, 6876, 25.9, 1640.862671
6036, 6896, 25.9, 1640.900451
6028, 6864, 25.9, 1640.940216
6008, 6856, 25.9, 1640.980194
6036, 6872, 25.9, 1641.020111
6020, 6876, 25.9, 1641.061462
6036, 6880, 25.9, 1641.100494
6008, 6872, 25.9, 1641.140106
6000, 6864, 25.9, 1641.180359
6012, 6848, 25.9, 1641.220215
6040, 6872, 25.9, 1641.261291
6044, 6892, 25.9, 1641.300323
6016, 6860, 25.9, 1641.340179
6008, 6856, 25.9, 1641.380462
6052, 6884, 25.9, 1641.420196
6032, 6896, 25.9, 1641.461212
6008, 6852, 25.9, 1641.500152
5992, 6844, 26.4, 1641.549286
6040, 6904, 26.4, 1641.580139
6036, 6892, 26.4, 1641.620239
6000, 6848, 26.4, 1641.662109
6012, 6856, 26.4, 1641.700226
6048, 6892, 26.4, 1641.740387
6028, 6896, 26.4, 1641.780304
6004, 6852, 26.4, 1641.820190
6012, 6864, 26.4, 1641.862762
6028, 6884, 26.4, 1641.900482
6000, 6852, 26.4, 1641.940155
6040, 6872, 26.4, 1641.980255
6032, 6884, 26.4, 1642.020355
6008, 6876, 26.4, 1642.061676
6004, 6860, 26.4, 1642.100189
6036, 6888, 26.4, 1642.140136
6032, 6900, 26.4, 1642.180267
6024, 6892, 26.4, 1642.220245
6028, 6872, 26.4, 1642.261352
6024, 6884, 26.4, 1642.300201
6032, 6868, 26.4, 1642.340423
6012, 6872, 26.4, 1642.380493
6004, 6876, 26.4, 1642.420196
6024, 6876, 26.4, 1642.461395
6024, 6876, 26.4, 1642.500427
6032, 6856, 26.4, 1642.549530
6024, 6888, 26.4, 1642.580169
6020, 6872, 26.4, 1642.620392
6016, 6864, 26.4, 1642.661346
6036, 6872, 26.4, 1642.700409
6032, 6892, 26.4, 1642.740417
6012, 6872, 26.4, 1642.780212
5996, 6848, 26.4, 1642.820526
6032, 6872, 26.4, 1642.862457
6036, 6912, 26.4, 1642.900207
6008, 6860, 26.4, 1642.940155
6040, 6896, 26.4, 1642.980194
6024, 6876, 26.4, 1643.020111
5984, 6852, 26.4, 1643.061523
6028, 6844, 26.4, 1643.100403
6048, 6896, 26.4, 1643.140167
6016, 6892, 26.4, 1643.180206
6020, 6880, 26.4, 1643.220398
5996, 6836, 26.4, 1643.261230
6032, 6872, 26.4, 1643.300232
6036, 6884, 26.4, 1643.340240
6016, 6884, 26.4, 1643.380218
6000, 6860, 26.4, 1643.420196
6016, 6852, 26.4, 1643.461334
6036, 6896, 26.4, 1643.500335
6028, 6888, 26.6, 1643.549408
6004, 6888, 26.6, 1643.580414
5996, 6864, 26.6, 1643.620575
6020, 6872, 26.6, 1643.661438
6028, 6880, 26.6, 1643.700287
6004, 6880, 26.6, 1643.740204
6008, 6848, 26.6, 1643.780212
6024, 6868, 26.6, 1643.820617
6044, 6892, 26.6, 1643.862426
6032, 6888, 26.6, 1643.900879
6044, 6868, 26.6, 1643.940185
6040, 6892, 26.6, 1643.980255
6004, 6860, 26.6, 1644.020141
6008, 6860, 26.6, 1644.061523
6032, 6872, 26.6, 1644.100403
6032, 6884, 26.6, 1644.140472
6008, 6860, 26.6, 1644.180237
6016, 6872, 26.6, 1644.220215
6008, 6848, 26.6, 1644.261261
6048, 6884, 26.6, 1644.300232
6056, 6892, 26.6, 1644.340210
6012, 6872, 26.6, 1644.380218
5996, 6856, 26.6, 1644.420196
6028, 6872, 26.6, 1644.461303
6056, 6904, 26.6, 1644.500244
6016, 6876, 26.0, 1644.549286
6004, 6856, 26.0, 1644.580597
6040, 6872, 26.0, 1644.620239
6052, 6892, 26.0, 1644.661255
6020, 6876, 26.0, 1644.700226
5996, 6868, 26.0, 1644.740265
6024, 6880, 26.0, 1644.780121
6028, 6912, 26.0, 1644.820190
6004, 6872, 26.0, 1644.865448
5992, 6860, 26.0, 1645.201812
6032, 6896, 26.0, 1645.244293
5996, 6868, 26.0, 1645.282013
5996, 6860, 26.0, 1645.322143
6032, 6860, 26.0, 1645.363220
6032, 6888, 26.0, 1645.401886
6012, 6872, 26.0, 1645.443481
5996, 6860, 26.0, 1645.481903
6008, 6860, 26.0, 1645.521850
6008, 6872, 26.0, 1645.561920
6020, 6868, 26.0, 1645.602264
6012, 6876, 26.0, 1645.643463
5992, 6844, 26.0, 1645.681884
6012, 6864, 26.0, 1645.721893
6036, 6880, 26.0, 1645.761963
6032, 6876, 26.0, 1645.801880
6016, 6868, 26.4, 1645.850738
6032, 6900, 26.4, 1645.881866
5996, 6864, 26.4, 1645.922180
6000, 6840, 26.4, 1645.961914
6032, 6872, 26.4, 1646.001861
6028, 6900, 26.4, 1646.043518
6012, 6852, 26.4, 1646.081878
6000, 6832, 26.4, 1646.121917
6028, 6896, 26.4, 1646.161865
5992, 6844, 26.4, 1646.201874
6008, 6848, 26.4, 1646.243530
6008, 6856, 26.4, 1646.282043
6020, 6884, 26.4, 1646.321930
6004, 6848, 26.4, 1646.363311
6008, 6844, 26.4, 1646.401916
6024, 6876, 26.4, 1646.443481
6016, 6864, 26.4, 1646.481903
6004, 6876, 26.4, 1646.521881
5996, 6860, 26.4, 1646.561889
5992, 6852, 26.4, 1646.602142
6020, 6848, 26.4, 1646.643463
6028, 6880, 26.4, 1646.681884
6020, 6876, 26.4, 1646.722503
5996, 6840, 26.4, 1646.761993
6012, 6856, 26.4, 1646.802154
6028, 6880, 25.6, 1646.850708
6028, 6888, 25.6, 1646.881897
5996, 6840, 25.6, 1646.922149
6004, 6856, 25.6, 1646.961792
6048, 6888, 25.6, 1647.001892
6016, 6872, 25.6, 1647.043487
5980, 6836, 25.6, 1647.081878
6012, 6840, 25.6, 1647.121917
6040, 6888, 25.6, 1647.161926
6024, 6880, 25.6, 1647.202057
5996, 6824, 25.6, 1647.243530
6016, 6860, 25.6, 1647.281891
5996, 6844, 25.6, 1647.322204
5992, 6844, 25.6, 1647.363189
6036, 6880, 25.6, 1647.401916
6036, 6880, 25.6, 1647.443603
6024, 6876, 25.6, 1647.482025
5980, 6832, 25.6, 1647.522308
5996, 6832, 25.6, 1647.561889
6036, 6876, 25.6, 1647.602295
6024, 6872, 25.6, 1647.643615
6008, 6856, 25.6, 1647.681946
6000, 6844, 25.6, 1647.722168
6024, 6884, 25.6, 1647.762268
6016, 6884, 25.6, 1647.801971
6004, 6860, 26.5, 1647.850769
6008, 6864, 26.5, 1647.881775
6012, 6852, 26.5, 1647.921936
6024, 6868, 26.5, 1647.961944
6016, 6888, 26.5, 1648.001922
6000, 6868, 26.5, 1648.044250
6000, 6852, 26.5, 1648.082336
6008, 6848, 26.5, 1648.122253
6024, 6892, 26.5, 1648.161804
6004, 6868, 26.5, 1648.201904
6012, 6840, 26.5, 1648.244384
6032, 6872, 26.5, 1648.281891
5992, 6844, 26.5, 1648.322113
6024, 6856, 26.5, 1648.363128
6048, 6884, 26.5, 1648.402038
6012, 6872, 26.5, 1648.443481
6004, 6868, 26.5, 1648.481811
5984, 6824, 26.5, 1648.521972
6024, 6864, 26.5, 1648.561889
6032, 6892, 26.5, 1648.601837
6016, 6856, 26.5, 1648.644043
5992, 6832, 26.5, 1648.681793
6024, 6864, 26.5, 1648.722137
6032, 6912, 26.5, 1648.762298
6008, 6872, 26.5, 1648.801880
5992, 6836, 25.9, 1648.850952
6008, 6856, 25.9, 1648.881836
6036, 6888, 25.9, 1648.921844
6012, 6876, 25.9, 1648.961883
6004, 6840, 25.9, 1649.002044
6016, 6856, 25.9, 1649.044311
6020, 6884, 25.9, 1649.082031
