volt, time
0.078, 1468261184.944458
0.073, 1468261184.947601
0.080, 1468261184.949951
0.078, 1468261184.952270
0.063, 1468261184.955932
0.080, 1468261184.960876
0.063, 1468261184.962615
0.068, 1468261184.964233
0.058, 1468261184.966033
0.070, 1468261184.967590
0.068, 1468261184.969116
0.058, 1468261184.970642
0.063, 1468261184.972167
0.068, 1468261184.973693
0.075, 1468261184.975463
0.048, 1468261184.979278
0.070, 1468261184.981628
0.056, 1468261184.984008
0.043, 1468261184.987182
0.092, 1468261184.989562
0.083, 1468261184.991912
0.087, 1468261184.995239
0.078, 1468261184.999114
0.073, 1468261185.000823
0.068, 1468261185.002410
0.065, 1468261185.003967
0.061, 1468261185.005737
0.070, 1468261185.007324
0.070, 1468261185.008850
0.068, 1468261185.010375
0.063, 1468261185.011901
0.070, 1468261185.013397
0.061, 1468261185.015167
0.061, 1468261185.018493
0.080, 1468261185.020965
0.048, 1468261185.022735
0.083, 1468261185.025390
0.048, 1468261185.028320
0.090, 1468261185.030639
0.046, 1468261185.032989
0.087, 1468261185.036743
0.073, 1468261185.040161
0.075, 1468261185.041839
0.065, 1468261185.043426
0.063, 1468261185.045227
0.063, 1468261185.046844
0.063, 1468261185.048400
0.063, 1468261185.049926
0.070, 1468261185.051422
0.068, 1468261185.052947
0.068, 1468261185.054473
0.070, 1468261185.056915
0.078, 1468261185.059875
0.058, 1468261185.062164
0.056, 1468261185.064483
0.053, 1468261185.067749
0.083, 1468261185.070068
0.083, 1468261185.072357
0.092, 1468261185.076019
0.085, 1468261185.079956
0.063, 1468261185.085113
0.065, 1468261185.086853
0.073, 1468261185.088470
0.065, 1468261185.090026
0.073, 1468261185.091552
0.065, 1468261185.093078
0.063, 1468261185.094604
0.065, 1468261185.098907
0.083, 1468261185.101318
0.075, 1468261185.103576
0.078, 1468261185.106872
0.058, 1468261185.109252
0.075, 1468261185.111633
0.065, 1468261185.114410
0.043, 1468261185.118011
0.075, 1468261185.120513
0.070, 1468261185.122131
0.068, 1468261185.123687
0.070, 1468261185.125457
0.073, 1468261185.127044
0.063, 1468261185.128601
0.058, 1468261185.130126
0.063, 1468261185.131652
0.061, 1468261185.133178
0.065, 1468261185.134674
0.065, 1468261185.138244
0.048, 1468261185.140106
0.058, 1468261185.142425
0.061, 1468261185.144714
0.056, 1468261185.148345
0.048, 1468261185.150726
0.048, 1468261185.153015
0.075, 1468261185.157104
0.070, 1468261185.160217
0.063, 1468261185.161895
0.070, 1468261185.163482
0.065, 1468261185.165252
0.068, 1468261185.166839
0.063, 1468261185.168365
0.061, 1468261185.169891
0.061, 1468261185.171417
0.070, 1468261185.172943
0.068, 1468261185.174438
0.068, 1468261185.178375
0.083, 1468261185.180816
0.053, 1468261185.183227
0.048, 1468261185.186340
0.053, 1468261185.188751
0.083, 1468261185.191131
0.075, 1468261185.194061
0.083, 1468261185.197204
0.070, 1468261185.200134
0.063, 1468261185.201751
0.068, 1468261185.203308
0.068, 1468261185.205108
0.061, 1468261185.206726
0.063, 1468261185.209564
0.061, 1468261185.211242
0.068, 1468261185.212829
0.068, 1468261185.214355
0.061, 1468261185.216857
0.053, 1468261185.219818
0.083, 1468261185.222167
0.085, 1468261185.224456
0.048, 1468261185.227600
0.090, 1468261185.229949
0.080, 1468261185.232269
0.056, 1468261185.235534
0.073, 1468261185.239379
0.065, 1468261185.241088
0.068, 1468261185.242706
0.063, 1468261185.244262
0.061, 1468261185.246032
0.065, 1468261185.247589
0.068, 1468261185.249084
0.063, 1468261185.250610
0.065, 1468261185.252136
0.070, 1468261185.253692
0.068, 1468261185.256683
0.043, 1468261185.259613
0.083, 1468261185.262023
0.087, 1468261185.264373
0.048, 1468261185.267547
0.051, 1468261185.269897
0.061, 1468261185.272216
0.075, 1468261185.276397
0.078, 1468261185.279357
0.063, 1468261185.281036
0.070, 1468261185.282592
0.061, 1468261185.284118
0.063, 1468261185.285888
0.068, 1468261185.287475
0.070, 1468261185.289031
0.065, 1468261185.290527
0.063, 1468261185.292053
0.068, 1468261185.293579
0.063, 1468261185.295318
0.063, 1468261185.298889
0.075, 1468261185.301300
0.078, 1468261185.303680
0.070, 1468261185.306884
0.061, 1468261185.309265
0.080, 1468261185.311614
0.061, 1468261185.314453
0.051, 1468261185.318023
0.073, 1468261185.320465
0.070, 1468261185.322113
0.068, 1468261185.323669
0.061, 1468261185.325469
0.063, 1468261185.327056
0.065, 1468261185.328582
0.065, 1468261185.330139
0.068, 1468261185.331665
0.068, 1468261185.334655
0.068, 1468261185.338378
0.075, 1468261185.340820
0.087, 1468261185.342681
0.056, 1468261185.346374
0.051, 1468261185.348846
0.051, 1468261185.350616
0.051, 1468261185.352905
0.058, 1468261185.357025
0.070, 1468261185.360076
0.063, 1468261185.361724
0.063, 1468261185.363372
0.061, 1468261185.365295
0.065, 1468261185.368072
0.065, 1468261185.369750
0.068, 1468261185.371337
0.063, 1468261185.372863
0.065, 1468261185.374389
0.073, 1468261185.378234
0.092, 1468261185.380676
0.078, 1468261185.382568
0.053, 1468261185.384979
0.051, 1468261185.388061
0.056, 1468261185.390350
0.051, 1468261185.392669
0.058, 1468261185.396881
0.073, 1468261185.399902
0.070, 1468261185.401580
0.065, 1468261185.403167
0.068, 1468261185.404724
0.068, 1468261185.406524
0.063, 1468261185.408111
0.068, 1468261185.409637
0.068, 1468261185.411132
0.063, 1468261185.412658
0.065, 1468261185.414184
0.073, 1468261185.416961
0.046, 1468261185.419860
0.070, 1468261185.422210
0.053, 1468261185.424499
0.095, 1468261185.427703
0.092, 1468261185.430023
0.075, 1468261185.432312
0.053, 1468261185.436492
0.073, 1468261185.439514
0.065, 1468261185.441192
0.065, 1468261185.442779
0.068, 1468261185.444335
0.061, 1468261185.446136
0.065, 1468261185.447692
0.070, 1468261185.449249
0.065, 1468261185.450744
0.058, 1468261185.452270
0.068, 1468261185.453796
0.070, 1468261185.456909
0.078, 1468261185.462371
0.053, 1468261185.466186
0.080, 1468261185.468536
0.058, 1468261185.470886
0.063, 1468261185.473907
0.097, 1468261185.476501
0.053, 1468261185.478820
0.073, 1468261185.483184
0.075, 1468261185.486480
0.063, 1468261185.488128
0.065, 1468261185.489715
0.065, 1468261185.491241
0.065, 1468261185.492767
0.070, 1468261185.494293
0.073, 1468261185.496917
0.053, 1468261185.499786
0.051, 1468261185.502136
0.051, 1468261185.504455
0.080, 1468261185.507659
0.080, 1468261185.509979
0.083, 1468261185.512329
0.068, 1468261185.515930
0.080, 1468261185.519165
0.068, 1468261185.522125
0.073, 1468261185.523803
0.063, 1468261185.525573
0.068, 1468261185.527160
0.068, 1468261185.528717
0.070, 1468261185.530242
0.065, 1468261185.531738
0.063, 1468261185.533264
0.070, 1468261185.534759
0.061, 1468261185.538848
0.053, 1468261185.541229
0.053, 1468261185.543579
0.061, 1468261185.546722
0.051, 1468261185.549163
0.075, 1468261185.551391
0.083, 1468261185.554321
0.075, 1468261185.557464
0.068, 1468261185.560363
0.068, 1468261185.562042
0.063, 1468261185.563598
0.065, 1468261185.565460
0.068, 1468261185.567016
0.065, 1468261185.568572
0.070, 1468261185.570098
0.068, 1468261185.571594
0.068, 1468261185.573120
0.068, 1468261185.574645
0.068, 1468261185.577056
0.043, 1468261185.579986
0.053, 1468261185.582275
0.053, 1468261185.587707
0.061, 1468261185.590118
0.087, 1468261185.592498
0.068, 1468261185.596221
0.078, 1468261185.599670
0.070, 1468261185.601348
0.070, 1468261185.602935
0.068, 1468261185.604492
0.063, 1468261185.606262
0.070, 1468261185.607818
0.061, 1468261185.609375
0.073, 1468261185.610900
0.061, 1468261185.612426
0.063, 1468261185.613922
0.065, 1468261185.616790
0.046, 1468261185.619720
0.053, 1468261185.622039
0.080, 1468261185.624359
0.065, 1468261185.627563
0.078, 1468261185.629913
0.083, 1468261185.632232
0.046, 1468261185.635986
0.073, 1468261185.639404
0.068, 1468261185.641113
0.063, 1468261185.642700
0.070, 1468261185.644256
0.065, 1468261185.645996
0.065, 1468261185.647583
0.068, 1468261185.649108
0.068, 1468261185.650604
0.070, 1468261185.652099
0.065, 1468261185.653625
0.073, 1468261185.655395
0.070, 1468261185.658905
0.053, 1468261185.661163
0.083, 1468261185.663513
0.056, 1468261185.666778
0.073, 1468261185.669219
0.070, 1468261185.670989
0.053, 1468261185.673217
0.087, 1468261185.676940
0.078, 1468261185.680358
0.063, 1468261185.682067
0.068, 1468261185.683624
0.073, 1468261185.685424
0.063, 1468261185.687011
0.063, 1468261185.688568
0.065, 1468261185.690093
0.063, 1468261185.691619
0.068, 1468261185.693115
0.063, 1468261185.694641
0.061, 1468261185.697082
0.073, 1468261185.700012
0.048, 1468261185.702301
0.053, 1468261185.704620
0.090, 1468261185.710083
0.080, 1468261185.712585
0.051, 1468261185.716156
0.083, 1468261185.720001
0.068, 1468261185.721710
0.063, 1468261185.723327
0.070, 1468261185.725128
0.063, 1468261185.726715
0.063, 1468261185.728302
0.063, 1468261185.729827
0.068, 1468261185.731353
0.068, 1468261185.732879
0.065, 1468261185.734375
0.068, 1468261185.736785
0.080, 1468261185.739715
0.048, 1468261185.742004
0.058, 1468261185.744293
0.043, 1468261185.747528
0.085, 1468261185.749877
0.080, 1468261185.752136
0.065, 1468261185.756256
0.068, 1468261185.759277
0.073, 1468261185.760955
0.063, 1468261185.762542
0.063, 1468261185.764068
0.065, 1468261185.765838
0.063, 1468261185.767486
0.063, 1468261185.769042
0.063, 1468261185.770568
0.065, 1468261185.772094
0.068, 1468261185.773590
0.065, 1468261185.775360
0.065, 1468261185.778869
0.080, 1468261185.781219
0.051, 1468261185.783447
0.073, 1468261185.786804
0.073, 1468261185.789215
0.073, 1468261185.791564
0.058, 1468261185.794372
0.051, 1468261185.797943
0.075, 1468261185.800415
0.063, 1468261185.802062
0.073, 1468261185.803619
0.058, 1468261185.805450
0.073, 1468261185.807006
0.061, 1468261185.808532
0.063, 1468261185.810058
0.065, 1468261185.811584
0.063, 1468261185.813079
0.065, 1468261185.814605
0.070, 1468261185.818176
0.048, 1468261185.820037
0.048, 1468261185.822357
0.046, 1468261185.824676
0.092, 1468261185.827880
0.083, 1468261185.830261
0.053, 1468261185.832550
0.073, 1468261185.838287
0.083, 1468261185.841247
0.068, 1468261185.842895
0.063, 1468261185.844482
0.065, 1468261185.846252
0.061, 1468261185.847808
0.065, 1468261185.849365
0.063, 1468261185.850921
0.065, 1468261185.852416
0.058, 1468261185.853942
0.068, 1468261185.857055
0.048, 1468261185.859985
0.073, 1468261185.862304
0.058, 1468261185.864593
0.080, 1468261185.867919
0.051, 1468261185.870269
0.087, 1468261185.872558
0.070, 1468261185.876312
0.070, 1468261185.879699
0.068, 1468261185.881378
0.068, 1468261185.882965
0.070, 1468261185.884552
0.058, 1468261185.886322
0.065, 1468261185.887878
0.070, 1468261185.889434
0.070, 1468261185.890960
0.063, 1468261185.892456
0.073, 1468261185.893951
0.068, 1468261185.896942
0.070, 1468261185.899841
0.075, 1468261185.902160
0.056, 1468261185.904479
0.065, 1468261185.907684
0.083, 1468261185.910064
0.097, 1468261185.912414
0.056, 1468261185.915679
0.080, 1468261185.919555
0.065, 1468261185.921264
0.073, 1468261185.922882
0.061, 1468261185.924407
0.063, 1468261185.926208
0.073, 1468261185.927764
0.070, 1468261185.929321
0.063, 1468261185.930847
0.070, 1468261185.932342
0.065, 1468261185.933868
0.068, 1468261185.936676
0.075, 1468261185.939575
0.083, 1468261185.941894
0.080, 1468261185.944213
0.053, 1468261185.947418
0.080, 1468261185.949737
0.053, 1468261185.952056
0.087, 1468261185.955841
0.075, 1468261185.960571
0.061, 1468261185.962280
0.061, 1468261185.963867
0.063, 1468261185.965667
0.061, 1468261185.967254
0.063, 1468261185.968841
0.070, 1468261185.970367
0.063, 1468261185.971893
0.065, 1468261185.973388
0.065, 1468261185.975158
0.078, 1468261185.979370
0.078, 1468261185.981689
0.056, 1468261185.984039
0.073, 1468261185.987243
0.065, 1468261185.989624
0.080, 1468261185.991973
0.051, 1468261185.995269
0.075, 1468261185.997985
0.075, 1468261186.000885
0.063, 1468261186.002532
0.073, 1468261186.004089
0.061, 1468261186.005859
0.063, 1468261186.007446
0.063, 1468261186.008972
0.061, 1468261186.010528
0.058, 1468261186.012054
0.068, 1468261186.013549
0.063, 1468261186.015319
0.065, 1468261186.018920
0.075, 1468261186.021301
0.048, 1468261186.023529
0.080, 1468261186.026947
0.063, 1468261186.029357
0.078, 1468261186.031585
0.053, 1468261186.034576
0.070, 1468261186.037719
0.080, 1468261186.040649
0.075, 1468261186.042297
0.070, 1468261186.043884
0.058, 1468261186.045654
0.073, 1468261186.047241
0.068, 1468261186.048797
0.065, 1468261186.050323
0.070, 1468261186.051849
0.070, 1468261186.053344
0.068, 1468261186.055114
0.068, 1468261186.058868
0.075, 1468261186.061248
0.048, 1468261186.063568
0.068, 1468261186.066741
0.061, 1468261186.069152
0.046, 1468261186.071594
0.075, 1468261186.074432
0.078, 1468261186.077545
0.068, 1468261186.082580
0.061, 1468261186.085906
0.063, 1468261186.087585
0.068, 1468261186.089172
0.073, 1468261186.090698
0.068, 1468261186.092254
0.065, 1468261186.093780
0.075, 1468261186.096832
0.043, 1468261186.099792
0.080, 1468261186.102111
0.056, 1468261186.104431
0.068, 1468261186.107604
0.085, 1468261186.109954
0.095, 1468261186.112274
0.065, 1468261186.115600
0.053, 1468261186.119445
0.063, 1468261186.121154
0.070, 1468261186.122772
0.063, 1468261186.124298
0.063, 1468261186.126068
0.070, 1468261186.127777
0.065, 1468261186.129333
0.063, 1468261186.130859
0.063, 1468261186.132385
0.065, 1468261186.139068
0.080, 1468261186.141510
0.056, 1468261186.143859
0.053, 1468261186.147277
0.058, 1468261186.149658
0.048, 1468261186.152008
0.090, 1468261186.155731
0.078, 1468261186.159118
0.065, 1468261186.160827
0.070, 1468261186.162414
0.065, 1468261186.163970
0.063, 1468261186.165740
0.061, 1468261186.167297
0.063, 1468261186.168853
0.068, 1468261186.170379
0.063, 1468261186.171997
0.075, 1468261186.173522
0.068, 1468261186.175292
0.070, 1468261186.178833
0.075, 1468261186.181243
0.048, 1468261186.183593
0.075, 1468261186.186798
0.090, 1468261186.189025
0.083, 1468261186.191406
0.078, 1468261186.194335
0.075, 1468261186.197418
0.073, 1468261186.200347
0.068, 1468261186.201995
0.065, 1468261186.203552
0.063, 1468261186.205322
0.063, 1468261186.206909
0.063, 1468261186.209747
0.065, 1468261186.211395
0.063, 1468261186.212982
0.063, 1468261186.214508
0.065, 1468261186.218902
0.083, 1468261186.221313
0.078, 1468261186.223693
0.061, 1468261186.226806
0.061, 1468261186.229217
0.053, 1468261186.231414
0.063, 1468261186.234588
0.048, 1468261186.237945
0.073, 1468261186.240417
0.073, 1468261186.242034
0.063, 1468261186.243591
0.068, 1468261186.245361
0.068, 1468261186.246948
0.065, 1468261186.248504
0.061, 1468261186.250000
0.058, 1468261186.251525
0.068, 1468261186.253021
0.061, 1468261186.254547
0.073, 1468261186.256988
0.053, 1468261186.259857
0.080, 1468261186.262237
0.078, 1468261186.264556
0.048, 1468261186.267791
0.083, 1468261186.270141
0.056, 1468261186.272521
0.090, 1468261186.276672
0.078, 1468261186.279693
0.070, 1468261186.281372
0.063, 1468261186.282958
0.063, 1468261186.284484
0.065, 1468261186.286254
0.063, 1468261186.287811
0.065, 1468261186.289337
0.063, 1468261186.290863
0.068, 1468261186.292388
0.070, 1468261186.293884
0.065, 1468261186.296844
0.065, 1468261186.299774
0.080, 1468261186.302124
0.078, 1468261186.304412
0.087, 1468261186.307708
0.056, 1468261186.310089
0.090, 1468261186.312438
0.051, 1468261186.316162
0.078, 1468261186.319580
0.075, 1468261186.321258
0.065, 1468261186.322845
0.061, 1468261186.324401
0.070, 1468261186.326202
0.075, 1468261186.327758
0.065, 1468261186.329284
0.065, 1468261186.330810
0.070, 1468261186.332305
0.070, 1468261186.339019
0.068, 1468261186.420104
0.053, 1468261186.422729
0.061, 1468261186.425689
0.078, 1468261186.429626
0.075, 1468261186.436401
0.095, 1468261186.438903
0.053, 1468261186.441284
0.075, 1468261186.444152
0.056, 1468261186.446838
0.048, 1468261186.449218
0.058, 1468261186.452423
0.075, 1468261186.455627
0.070, 1468261186.459686
0.068, 1468261186.461395
0.063, 1468261186.463012
0.065, 1468261186.464569
0.061, 1468261186.466339
0.075, 1468261186.467895
0.073, 1468261186.469451
0.070, 1468261186.470977
0.065, 1468261186.472503
0.070, 1468261186.474761
0.053, 1468261186.477935
0.053, 1468261186.481323
0.051, 1468261186.484313
0.061, 1468261186.486999
0.083, 1468261186.489318
0.068, 1468261186.492523
0.075, 1468261186.495452
0.068, 1468261186.498352
0.063, 1468261186.500000
0.070, 1468261186.501556
0.063, 1468261186.503082
0.065, 1468261186.504638
0.068, 1468261186.506408
0.063, 1468261186.507965
0.068, 1468261186.509521
0.063, 1468261186.511047
0.063, 1468261186.512542
0.065, 1468261186.514099
0.078, 1468261186.518310
0.048, 1468261186.522399
0.075, 1468261186.525299
0.075, 1468261186.527770
0.075, 1468261186.530761
0.058, 1468261186.533142
0.080, 1468261186.535766
0.075, 1468261186.538909
0.075, 1468261186.541595
0.063, 1468261186.544494
0.070, 1468261186.546386
0.070, 1468261186.548004
0.065, 1468261186.549560
0.070, 1468261186.551055
0.063, 1468261186.552581
0.065, 1468261186.556854
0.073, 1468261186.559265
0.070, 1468261186.561645
0.087, 1468261186.564422
0.053, 1468261186.567474
0.051, 1468261186.569854
0.048, 1468261186.572845
0.090, 1468261186.576538
0.073, 1468261186.579528
0.068, 1468261186.581207
0.063, 1468261186.582763
0.058, 1468261186.586151
0.068, 1468261186.587768
0.068, 1468261186.589324
0.063, 1468261186.590850
0.063, 1468261186.592376
0.073, 1468261186.593902
0.078, 1468261186.597656
0.053, 1468261186.600006
0.068, 1468261186.602325
0.083, 1468261186.605499
0.097, 1468261186.607879
0.080, 1468261186.610351
0.087, 1468261186.613952
0.078, 1468261186.617584
0.075, 1468261186.619323
0.068, 1468261186.620910
0.065, 1468261186.622436
0.070, 1468261186.623992
0.073, 1468261186.625762
0.063, 1468261186.627319
0.065, 1468261186.628875
0.068, 1468261186.630432
0.068, 1468261186.631927
0.061, 1468261186.634674
0.051, 1468261186.637786
0.073, 1468261186.640167
0.048, 1468261186.642517
0.075, 1468261186.645751
0.051, 1468261186.648132
0.061, 1468261186.650421
0.083, 1468261186.653991
0.073, 1468261186.657562
0.061, 1468261186.659271
0.063, 1468261186.660858
0.061, 1468261186.662384
0.058, 1468261186.663909
0.068, 1468261186.665679
0.068, 1468261186.667236
0.065, 1468261186.668762
0.068, 1468261186.670288
0.068, 1468261186.671783
0.061, 1468261186.674438
0.051, 1468261186.677764
0.070, 1468261186.680114
0.078, 1468261186.682403
0.070, 1468261186.685607
0.083, 1468261186.687957
0.051, 1468261186.690277
0.083, 1468261186.693786
0.070, 1468261186.697448
0.061, 1468261186.699157
0.065, 1468261186.700744
0.073, 1468261186.702301
0.061, 1468261186.703826
0.061, 1468261186.705566
0.073, 1468261186.707122
0.063, 1468261186.710113
0.061, 1468261186.711761
0.065, 1468261186.713317
0.073, 1468261186.716888
0.080, 1468261186.719360
0.075, 1468261186.721862
0.065, 1468261186.724670
0.051, 1468261186.727325
0.083, 1468261186.729705
0.058, 1468261186.732666
0.070, 1468261186.736114
0.063, 1468261186.738769
0.065, 1468261186.740417
0.068, 1468261186.741973
0.065, 1468261186.743499
0.063, 1468261186.745971
0.065, 1468261186.747680
0.065, 1468261186.749267
0.065, 1468261186.750823
0.068, 1468261186.752349
0.068, 1468261186.756439
0.075, 1468261186.758911
0.083, 1468261186.761383
0.080, 1468261186.764343
0.043, 1468261186.766387
0.078, 1468261186.768768
0.051, 1468261186.771148
0.080, 1468261186.774749
0.073, 1468261186.778411
0.073, 1468261186.780120
0.063, 1468261186.781738
0.068, 1468261186.783294
0.058, 1468261186.785095
0.063, 1468261186.786712
0.068, 1468261186.788238
0.073, 1468261186.789794
0.063, 1468261186.791320
0.073, 1468261186.792846
0.070, 1468261186.795227
0.068, 1468261186.798156
0.080, 1468261186.800476
0.083, 1468261186.802764
0.063, 1468261186.805938
0.053, 1468261186.808258
0.090, 1468261186.810607
0.058, 1468261186.813690
0.075, 1468261186.817016
0.068, 1468261186.819488
0.065, 1468261186.821105
0.065, 1468261186.822662
0.070, 1468261186.824218
0.063, 1468261186.825988
0.070, 1468261186.827545
0.063, 1468261186.829071
0.058, 1468261186.830596
0.070, 1468261186.832122
0.061, 1468261186.837371
0.053, 1468261186.839752
0.051, 1468261186.842102
0.080, 1468261186.845306
0.078, 1468261186.847686
0.065, 1468261186.850067
0.073, 1468261186.853454
0.080, 1468261186.857269
0.061, 1468261186.858978
0.068, 1468261186.860595
0.068, 1468261186.862152
0.068, 1468261186.863677
0.061, 1468261186.865570
0.065, 1468261186.867187
0.068, 1468261186.868743
0.061, 1468261186.870269
0.063, 1468261186.871795
0.070, 1468261186.874633
0.048, 1468261186.877838
0.051, 1468261186.880218
0.058, 1468261186.882568
0.070, 1468261186.886383
0.075, 1468261186.888763
0.053, 1468261186.890533
0.078, 1468261186.894592
0.073, 1468261186.897674
0.063, 1468261186.899322
0.065, 1468261186.900878
0.073, 1468261186.902435
0.063, 1468261186.903961
0.070, 1468261186.905761
0.058, 1468261186.907348
0.063, 1468261186.908874
0.068, 1468261186.910400
0.068, 1468261186.911926
0.073, 1468261186.913452
0.063, 1468261186.917175
0.075, 1468261186.919555
0.080, 1468261186.921875
0.078, 1468261186.925109
0.083, 1468261186.927490
0.090, 1468261186.929870
0.068, 1468261186.932922
0.070, 1468261186.936950
0.075, 1468261186.938659
0.068, 1468261186.940246
0.070, 1468261186.941802
0.068, 1468261186.943328
0.068, 1468261186.945068
0.070, 1468261186.946655
0.068, 1468261186.948211
0.065, 1468261186.949737
0.061, 1468261186.951263
0.058, 1468261186.952789
0.065, 1468261186.956573
0.058, 1468261186.960327
0.073, 1468261186.962677
0.056, 1468261186.965942
0.068, 1468261186.968353
0.051, 1468261186.970733
0.070, 1468261186.973785
0.070, 1468261186.977142
0.068, 1468261186.979675
0.063, 1468261186.981292
0.065, 1468261186.982879
0.068, 1468261186.984375
0.068, 1468261186.986175
0.068, 1468261186.987731
0.063, 1468261186.989257
0.065, 1468261186.990783
0.061, 1468261186.992279
0.063, 1468261186.993804
0.068, 1468261186.997467
0.073, 1468261186.999847
0.070, 1468261187.002197
0.061, 1468261187.005371
0.061, 1468261187.007781
0.053, 1468261187.010162
0.065, 1468261187.013183
0.078, 1468261187.016479
0.070, 1468261187.019104
0.068, 1468261187.020751
0.068, 1468261187.022338
0.063, 1468261187.023864
0.063, 1468261187.025634
0.070, 1468261187.027191
0.061, 1468261187.028717
0.068, 1468261187.030242
0.063, 1468261187.031768
0.070, 1468261187.033294
0.068, 1468261187.036956
0.073, 1468261187.039367
0.051, 1468261187.041748
0.063, 1468261187.044738
0.080, 1468261187.047393
0.058, 1468261187.049713
0.065, 1468261187.052795
0.080, 1468261187.055999
0.073, 1468261187.058654
0.070, 1468261187.060272
0.073, 1468261187.061828
0.070, 1468261187.063354
0.073, 1468261187.065155
0.065, 1468261187.069366
0.065, 1468261187.071105
0.068, 1468261187.072662
0.065, 1468261187.075103
0.046, 1468261187.078033
0.075, 1468261187.080505
0.058, 1468261187.082794
0.063, 1468261187.088104
0.056, 1468261187.090545
0.053, 1468261187.093627
0.070, 1468261187.096954
0.075, 1468261187.099426
0.075, 1468261187.101043
0.070, 1468261187.102630
0.063, 1468261187.104187
0.070, 1468261187.105957
0.070, 1468261187.107513
0.061, 1468261187.109039
0.065, 1468261187.110565
0.070, 1468261187.112091
0.070, 1468261187.113616
0.073, 1468261187.117218
0.053, 1468261187.119567
0.061, 1468261187.121887
0.058, 1468261187.125122
0.090, 1468261187.127502
0.078, 1468261187.129852
0.058, 1468261187.132904
0.078, 1468261187.136962
0.065, 1468261187.138671
0.065, 1468261187.140289
0.065, 1468261187.141815
0.063, 1468261187.143341
0.065, 1468261187.145385
0.063, 1468261187.147125
0.065, 1468261187.148712
0.063, 1468261187.150238
0.063, 1468261187.151763
0.065, 1468261187.153289
0.065, 1468261187.157012
0.068, 1468261187.159393
0.078, 1468261187.161651
0.063, 1468261187.164703
0.058, 1468261187.167358
0.053, 1468261187.169708
0.063, 1468261187.172790
0.080, 1468261187.175933
0.073, 1468261187.178588
0.070, 1468261187.180206
0.068, 1468261187.181884
0.063, 1468261187.183410
0.063, 1468261187.185180
