volt, time
0.073, 1468263235.511657
0.065, 1468263235.513244
0.065, 1468263235.514770
0.068, 1468263235.516601
0.068, 1468263235.518157
0.061, 1468263235.519714
0.061, 1468263235.521240
0.061, 1468263235.522766
0.070, 1468263235.524291
0.065, 1468263235.526031
0.063, 1468263235.529510
0.061, 1468263235.531951
0.070, 1468263235.534301
0.083, 1468263235.537567
0.100, 1468263235.542175
0.068, 1468263235.545562
0.056, 1468263235.548706
0.065, 1468263235.551177
0.063, 1468263235.552795
0.058, 1468263235.554412
0.065, 1468263235.556213
0.065, 1468263235.557769
0.058, 1468263235.559356
0.065, 1468263235.560852
0.063, 1468263235.562377
0.070, 1468263235.563903
0.065, 1468263235.565643
0.065, 1468263235.569000
0.085, 1468263235.571441
0.078, 1468263235.573730
0.051, 1468263235.577087
0.058, 1468263235.579345
0.075, 1468263235.581695
0.046, 1468263235.583435
0.051, 1468263235.587554
0.070, 1468263235.590545
0.063, 1468263235.592224
0.058, 1468263235.593811
0.065, 1468263235.595550
0.065, 1468263235.597137
0.068, 1468263235.598663
0.061, 1468263235.600219
0.068, 1468263235.601715
0.065, 1468263235.603240
0.068, 1468263235.604766
0.058, 1468263235.609008
0.083, 1468263235.611450
0.080, 1468263235.613800
0.058, 1468263235.617065
0.056, 1468263235.619476
0.073, 1468263235.621673
0.056, 1468263235.624633
0.068, 1468263235.627807
0.080, 1468263235.630706
0.065, 1468263235.632354
0.063, 1468263235.633911
0.061, 1468263235.635681
0.063, 1468263235.637268
0.065, 1468263235.638793
0.068, 1468263235.640319
0.070, 1468263235.641815
0.058, 1468263235.643341
0.065, 1468263235.645080
0.065, 1468263235.647216
0.046, 1468263235.650268
0.080, 1468263235.652618
0.056, 1468263235.655120
0.043, 1468263235.658111
0.078, 1468263235.660430
0.073, 1468263235.662719
0.058, 1468263235.667907
0.068, 1468263235.671386
0.068, 1468263235.673065
0.065, 1468263235.674652
0.065, 1468263235.676483
0.070, 1468263235.678039
0.061, 1468263235.679565
0.068, 1468263235.681121
0.058, 1468263235.682647
0.073, 1468263235.684143
0.061, 1468263235.685882
0.061, 1468263235.689758
0.048, 1468263235.692138
0.075, 1468263235.694396
0.078, 1468263235.697631
0.058, 1468263235.699981
0.065, 1468263235.702301
0.056, 1468263235.705596
0.056, 1468263235.709472
0.075, 1468263235.711151
0.070, 1468263235.712768
0.063, 1468263235.714294
0.058, 1468263235.716094
0.063, 1468263235.717681
0.065, 1468263235.719238
0.065, 1468263235.720764
0.065, 1468263235.722259
0.065, 1468263235.723754
0.061, 1468263235.725524
0.065, 1468263235.729125
0.078, 1468263235.731536
0.075, 1468263235.733398
0.048, 1468263235.736968
0.078, 1468263235.739410
0.051, 1468263235.741210
0.075, 1468263235.743499
0.058, 1468263235.747680
0.070, 1468263235.750701
0.068, 1468263235.752410
0.065, 1468263235.753997
0.061, 1468263235.755828
0.061, 1468263235.757446
0.068, 1468263235.759002
0.068, 1468263235.760559
0.065, 1468263235.762084
0.063, 1468263235.763610
0.063, 1468263235.765350
0.061, 1468263235.768920
0.046, 1468263235.771362
0.048, 1468263235.773132
0.065, 1468263235.775726
0.078, 1468263235.778686
0.078, 1468263235.781005
0.073, 1468263235.783294
0.087, 1468263235.786987
0.070, 1468263235.791931
0.061, 1468263235.793640
0.065, 1468263235.795471
0.061, 1468263235.797088
0.063, 1468263235.798645
0.068, 1468263235.800170
0.068, 1468263235.801696
0.068, 1468263235.803192
0.065, 1468263235.804718
0.065, 1468263235.807495
0.063, 1468263235.810424
0.080, 1468263235.812774
0.051, 1468263235.815307
0.061, 1468263235.818298
0.048, 1468263235.820648
0.056, 1468263235.822998
0.080, 1468263235.826690
0.078, 1468263235.830230
0.068, 1468263235.831909
0.065, 1468263235.833496
0.063, 1468263235.835296
0.065, 1468263235.836883
0.068, 1468263235.838439
0.068, 1468263235.839935
0.065, 1468263235.841491
0.065, 1468263235.842987
0.068, 1468263235.844482
0.065, 1468263235.847534
0.046, 1468263235.850463
0.075, 1468263235.852783
0.087, 1468263235.855346
0.056, 1468263235.858428
0.087, 1468263235.860778
0.080, 1468263235.863098
0.083, 1468263235.866790
0.083, 1468263235.870300
0.063, 1468263235.872009
0.061, 1468263235.873596
0.058, 1468263235.875396
0.065, 1468263235.876983
0.061, 1468263235.878509
0.070, 1468263235.880035
0.068, 1468263235.881530
0.065, 1468263235.883056
0.061, 1468263235.884552
0.063, 1468263235.887481
0.070, 1468263235.890411
0.078, 1468263235.892761
0.048, 1468263235.895324
0.083, 1468263235.898345
0.090, 1468263235.900665
0.078, 1468263235.902984
0.073, 1468263235.906738
0.073, 1468263235.910125
0.061, 1468263235.911834
0.070, 1468263235.914947
0.068, 1468263235.916748
0.061, 1468263235.918334
0.058, 1468263235.919891
0.063, 1468263235.921447
0.058, 1468263235.922973
0.058, 1468263235.924499
0.063, 1468263235.926239
0.068, 1468263235.929748
0.073, 1468263235.932159
0.061, 1468263235.934387
0.073, 1468263235.937744
0.061, 1468263235.940032
0.085, 1468263235.942382
0.051, 1468263235.945617
0.073, 1468263235.948547
0.070, 1468263235.951446
0.065, 1468263235.953063
0.073, 1468263235.954650
0.065, 1468263235.956481
0.061, 1468263235.958068
0.065, 1468263235.959655
0.061, 1468263235.961181
0.068, 1468263235.962707
0.063, 1468263235.964233
0.070, 1468263235.966003
0.068, 1468263235.969696
0.078, 1468263235.972076
0.080, 1468263235.974395
0.068, 1468263235.977569
0.065, 1468263235.979980
0.075, 1468263235.982177
0.058, 1468263235.985534
0.075, 1468263235.988250
0.063, 1468263235.991180
0.068, 1468263235.992828
0.063, 1468263235.994384
0.063, 1468263235.996154
0.068, 1468263235.997711
0.068, 1468263235.999267
0.065, 1468263236.000793
0.063, 1468263236.002319
0.063, 1468263236.003845
0.068, 1468263236.005554
0.065, 1468263236.007781
0.046, 1468263236.010650
0.073, 1468263236.013000
0.085, 1468263236.015563
0.053, 1468263236.018554
0.048, 1468263236.020904
0.075, 1468263236.023223
0.065, 1468263236.027008
0.065, 1468263236.030456
0.061, 1468263236.032135
0.065, 1468263236.033721
0.063, 1468263236.035522
0.065, 1468263236.037109
0.063, 1468263236.039978
0.068, 1468263236.041656
0.068, 1468263236.043243
0.061, 1468263236.044769
0.058, 1468263236.048980
0.048, 1468263236.051422
0.056, 1468263236.053222
0.073, 1468263236.055725
0.068, 1468263236.058746
0.058, 1468263236.061187
0.041, 1468263236.063507
0.080, 1468263236.067291
0.073, 1468263236.071960
0.058, 1468263236.074707
0.063, 1468263236.076629
0.063, 1468263236.078186
0.073, 1468263236.079742
0.070, 1468263236.081390
0.065, 1468263236.082977
0.063, 1468263236.084564
0.065, 1468263236.086334
0.048, 1468263236.090026
0.090, 1468263236.092376
0.048, 1468263236.094665
0.058, 1468263236.097869
0.061, 1468263236.100158
0.090, 1468263236.102478
0.061, 1468263236.106079
0.073, 1468263236.109680
0.068, 1468263236.111389
0.065, 1468263236.113006
0.063, 1468263236.114532
0.068, 1468263236.116302
0.063, 1468263236.117889
0.068, 1468263236.119445
0.068, 1468263236.120941
0.058, 1468263236.122467
0.065, 1468263236.123962
0.061, 1468263236.125732
0.073, 1468263236.129150
0.075, 1468263236.131561
0.080, 1468263236.136901
0.075, 1468263236.139953
0.063, 1468263236.142364
0.056, 1468263236.144714
0.053, 1468263236.149169
0.070, 1468263236.152130
0.063, 1468263236.153839
0.070, 1468263236.155700
0.068, 1468263236.157287
0.065, 1468263236.158843
0.068, 1468263236.160400
0.061, 1468263236.161987
0.061, 1468263236.165130
0.070, 1468263236.166839
0.078, 1468263236.170440
0.075, 1468263236.172790
0.061, 1468263236.175354
0.073, 1468263236.178375
0.053, 1468263236.180694
0.051, 1468263236.183013
0.083, 1468263236.186706
0.075, 1468263236.190307
0.068, 1468263236.192016
0.065, 1468263236.193634
0.058, 1468263236.195434
0.068, 1468263236.196990
0.061, 1468263236.198516
0.065, 1468263236.200042
0.068, 1468263236.201568
0.073, 1468263236.203094
0.063, 1468263236.204589
0.065, 1468263236.207427
0.073, 1468263236.210357
0.075, 1468263236.212707
0.046, 1468263236.215270
0.043, 1468263236.218231
0.085, 1468263236.220581
0.078, 1468263236.222900
0.046, 1468263236.226562
0.078, 1468263236.230133
0.061, 1468263236.231842
0.065, 1468263236.233428
0.068, 1468263236.235229
0.068, 1468263236.236877
0.061, 1468263236.238403
0.070, 1468263236.239959
0.068, 1468263236.241485
0.061, 1468263236.242980
0.061, 1468263236.244506
0.061, 1468263236.247467
0.075, 1468263236.250396
0.078, 1468263236.252777
0.056, 1468263236.255340
0.070, 1468263236.258331
0.080, 1468263236.260711
0.078, 1468263236.263122
0.087, 1468263236.267242
0.065, 1468263236.270263
0.068, 1468263236.271972
0.065, 1468263236.273590
0.063, 1468263236.275360
0.063, 1468263236.276947
0.061, 1468263236.278472
0.065, 1468263236.279998
0.065, 1468263236.281524
0.065, 1468263236.283050
0.061, 1468263236.284576
0.063, 1468263236.287689
0.075, 1468263236.292602
0.051, 1468263236.295410
0.083, 1468263236.298370
0.061, 1468263236.300720
0.058, 1468263236.303039
0.065, 1468263236.306396
0.068, 1468263236.309051
0.073, 1468263236.311981
0.068, 1468263236.313629
0.061, 1468263236.315429
0.061, 1468263236.317016
0.063, 1468263236.318603
0.070, 1468263236.320129
0.065, 1468263236.321624
0.068, 1468263236.323150
0.058, 1468263236.324645
0.068, 1468263236.326446
0.070, 1468263236.330047
0.046, 1468263236.333557
0.053, 1468263236.336578
0.046, 1468263236.339508
0.048, 1468263236.341247
0.039, 1468263236.344238
0.075, 1468263236.347564
0.048, 1468263236.349975
0.061, 1468263236.354095
0.065, 1468263236.357299
0.073, 1468263236.359008
0.070, 1468263236.360687
0.061, 1468263236.362274
0.061, 1468263236.363800
0.068, 1468263236.365539
0.061, 1468263236.367828
0.073, 1468263236.370727
0.043, 1468263236.373138
0.051, 1468263236.375640
0.056, 1468263236.379302
0.073, 1468263236.381072
0.075, 1468263236.383392
0.080, 1468263236.387176
0.075, 1468263236.390472
0.073, 1468263236.393646
0.065, 1468263236.395568
0.061, 1468263236.397186
0.068, 1468263236.398742
0.065, 1468263236.400268
0.065, 1468263236.401794
0.068, 1468263236.403289
0.068, 1468263236.404815
0.065, 1468263236.406616
0.063, 1468263236.410095
0.073, 1468263236.412445
0.085, 1468263236.416534
0.053, 1468263236.419525
0.053, 1468263236.421875
0.085, 1468263236.424194
0.063, 1468263236.428375
0.075, 1468263236.431365
0.061, 1468263236.433074
0.070, 1468263236.434661
0.068, 1468263236.436492
0.070, 1468263236.438049
0.063, 1468263236.439575
0.061, 1468263236.441101
0.065, 1468263236.442626
0.061, 1468263236.444152
0.073, 1468263236.445922
0.063, 1468263236.449951
0.051, 1468263236.452331
0.083, 1468263236.454650
0.058, 1468263236.457885
0.053, 1468263236.460205
0.070, 1468263236.462493
0.073, 1468263236.466186
0.075, 1468263236.469604
0.068, 1468263236.471282
0.065, 1468263236.472961
0.070, 1468263236.474517
0.065, 1468263236.476318
0.068, 1468263236.477874
0.068, 1468263236.479797
0.073, 1468263236.481445
0.070, 1468263236.483001
0.061, 1468263236.484527
0.065, 1468263236.486328
0.078, 1468263236.490142
0.053, 1468263236.492492
0.056, 1468263236.495086
0.078, 1468263236.498077
0.056, 1468263236.500366
0.083, 1468263236.502655
0.056, 1468263236.506408
0.073, 1468263236.509765
0.063, 1468263236.511474
0.061, 1468263236.513061
0.063, 1468263236.514587
0.070, 1468263236.516387
0.068, 1468263236.517944
0.063, 1468263236.519470
0.058, 1468263236.521026
0.065, 1468263236.522552
0.065, 1468263236.524078
0.070, 1468263236.525848
0.070, 1468263236.529479
0.083, 1468263236.531860
0.051, 1468263236.534240
0.063, 1468263236.537475
0.065, 1468263236.541809
0.073, 1468263236.543731
0.078, 1468263236.548431
0.075, 1468263236.550903
0.073, 1468263236.552520
0.063, 1468263236.554077
0.061, 1468263236.555877
0.061, 1468263236.557464
0.058, 1468263236.559020
0.068, 1468263236.560546
0.068, 1468263236.562042
0.073, 1468263236.563568
0.063, 1468263236.565307
0.063, 1468263236.568969
0.061, 1468263236.571411
0.083, 1468263236.573364
0.053, 1468263236.576995
0.048, 1468263236.578857
0.080, 1468263236.581207
0.078, 1468263236.583526
0.085, 1468263236.587738
0.073, 1468263236.590698
0.068, 1468263236.592407
0.070, 1468263236.593963
0.061, 1468263236.595794
0.065, 1468263236.597351
0.070, 1468263236.598876
0.068, 1468263236.600433
0.061, 1468263236.601928
0.068, 1468263236.603454
0.058, 1468263236.605224
0.068, 1468263236.607666
0.070, 1468263236.610534
0.048, 1468263236.612823
0.058, 1468263236.615417
0.078, 1468263236.618408
0.053, 1468263236.620727
0.078, 1468263236.623046
0.073, 1468263236.626586
0.087, 1468263236.630401
0.065, 1468263236.632110
0.068, 1468263236.633697
0.068, 1468263236.635498
0.065, 1468263236.637084
0.070, 1468263236.638610
0.070, 1468263236.640136
0.058, 1468263236.641662
0.065, 1468263236.643157
0.058, 1468263236.644683
0.065, 1468263236.647430
0.046, 1468263236.650360
0.078, 1468263236.652709
0.090, 1468263236.655273
0.085, 1468263236.658264
0.078, 1468263236.660614
0.085, 1468263236.662933
0.046, 1468263236.668365
0.070, 1468263236.671386
0.068, 1468263236.673065
0.061, 1468263236.674713
0.070, 1468263236.676544
0.063, 1468263236.678100
0.065, 1468263236.679626
0.070, 1468263236.681121
0.061, 1468263236.682647
0.068, 1468263236.684173
0.063, 1468263236.685943
0.068, 1468263236.689300
0.083, 1468263236.691741
0.075, 1468263236.694091
0.075, 1468263236.697296
0.048, 1468263236.699707
0.056, 1468263236.702087
0.058, 1468263236.703826
0.068, 1468263236.708038
0.073, 1468263236.711029
0.070, 1468263236.712707
0.063, 1468263236.714294
0.068, 1468263236.716094
0.073, 1468263236.717681
0.061, 1468263236.719238
0.070, 1468263236.720733
0.063, 1468263236.722259
0.065, 1468263236.723785
0.068, 1468263236.725524
0.065, 1468263236.729003
0.080, 1468263236.731445
0.083, 1468263236.733795
0.058, 1468263236.736999
0.051, 1468263236.739410
0.056, 1468263236.741790
0.053, 1468263236.743530
0.041, 1468263236.747711
0.070, 1468263236.750732
0.061, 1468263236.752380
0.058, 1468263236.753967
0.061, 1468263236.755767
0.065, 1468263236.757324
0.061, 1468263236.758880
0.065, 1468263236.760375
0.061, 1468263236.761932
0.068, 1468263236.763427
0.065, 1468263236.765167
0.058, 1468263236.768981
0.051, 1468263236.771423
0.046, 1468263236.773803
0.053, 1468263236.777038
0.080, 1468263236.779479
0.056, 1468263236.781250
0.075, 1468263236.783569
0.051, 1468263236.787780
0.070, 1468263236.792358
0.068, 1468263236.794036
0.061, 1468263236.795898
0.070, 1468263236.797454
0.073, 1468263236.799041
0.068, 1468263236.800537
0.061, 1468263236.802062
0.065, 1468263236.803558
0.061, 1468263236.805328
0.061, 1468263236.807586
0.043, 1468263236.810516
0.075, 1468263236.812805
0.085, 1468263236.815368
0.078, 1468263236.818359
0.087, 1468263236.820709
0.075, 1468263236.823028
0.070, 1468263236.826782
0.068, 1468263236.830169
0.073, 1468263236.831848
0.070, 1468263236.833435
0.068, 1468263236.835266
0.063, 1468263236.836853
0.063, 1468263236.838378
0.065, 1468263236.839935
0.063, 1468263236.841430
0.056, 1468263236.842987
0.058, 1468263236.844482
0.061, 1468263236.846221
0.068, 1468263236.849731
0.056, 1468263236.851959
0.080, 1468263236.854492
0.056, 1468263236.857666
0.061, 1468263236.860046
0.058, 1468263236.862396
0.068, 1468263236.865692
0.080, 1468263236.869506
0.061, 1468263236.871215
0.065, 1468263236.872802
0.065, 1468263236.874359
0.061, 1468263236.876220
0.065, 1468263236.877838
0.065, 1468263236.879364
0.065, 1468263236.880889
0.068, 1468263236.882415
0.063, 1468263236.883941
0.068, 1468263236.885681
0.065, 1468263236.889587
0.078, 1468263236.891876
0.068, 1468263236.894348
0.061, 1468263236.897552
0.058, 1468263236.899932
0.056, 1468263236.902252
0.065, 1468263236.905548
0.073, 1468263236.909393
0.065, 1468263236.911102
0.063, 1468263236.912719
0.063, 1468263236.915863
0.061, 1468263236.917541
0.070, 1468263236.919097
0.058, 1468263236.920623
0.061, 1468263236.922149
0.070, 1468263236.923675
0.061, 1468263236.925445
0.063, 1468263236.929138
0.053, 1468263236.931579
0.048, 1468263236.933349
0.056, 1468263236.937133
0.073, 1468263236.939575
0.051, 1468263236.941345
0.075, 1468263236.943603
0.080, 1468263236.947723
0.063, 1468263236.950744
0.065, 1468263236.952423
0.065, 1468263236.953979
0.061, 1468263236.955749
0.058, 1468263236.957336
0.063, 1468263236.958892
0.068, 1468263236.960418
0.068, 1468263236.961914
0.063, 1468263236.963409
0.065, 1468263236.965179
0.065, 1468263236.968994
0.073, 1468263236.971435
0.078, 1468263236.973846
0.053, 1468263236.975921
0.083, 1468263236.979492
0.048, 1468263236.981262
0.075, 1468263236.983581
0.048, 1468263236.987792
0.070, 1468263236.990753
0.068, 1468263236.992401
0.061, 1468263236.994018
0.061, 1468263236.995788
0.068, 1468263236.997375
0.070, 1468263236.998901
0.065, 1468263237.000427
0.070, 1468263237.001922
0.061, 1468263237.003448
0.063, 1468263237.005218
0.061, 1468263237.008972
0.051, 1468263237.011566
0.083, 1468263237.013977
0.078, 1468263237.017272
0.058, 1468263237.019714
0.087, 1468263237.022064
0.048, 1468263237.023803
0.070, 1468263237.028167
0.075, 1468263237.031036
0.063, 1468263237.032684
0.068, 1468263237.034240
0.058, 1468263237.036010
0.063, 1468263237.037567
0.058, 1468263237.040679
0.070, 1468263237.042297
0.065, 1468263237.043853
0.065, 1468263237.045593
0.065, 1468263237.049530
0.078, 1468263237.051971
0.078, 1468263237.054199
0.087, 1468263237.057556
0.056, 1468263237.059844
0.078, 1468263237.062194
0.080, 1468263237.065399
0.073, 1468263237.068298
0.083, 1468263237.073272
0.061, 1468263237.075256
0.061, 1468263237.076904
0.063, 1468263237.078552
0.065, 1468263237.080108
0.068, 1468263237.081665
0.070, 1468263237.083190
0.070, 1468263237.084686
0.065, 1468263237.086517
0.070, 1468263237.089965
0.075, 1468263237.092224
0.083, 1468263237.094573
0.078, 1468263237.097778
0.075, 1468263237.100189
0.051, 1468263237.101989
0.075, 1468263237.104248
0.075, 1468263237.108428
0.080, 1468263237.111511
0.073, 1468263237.113159
0.063, 1468263237.114746
0.070, 1468263237.116577
0.068, 1468263237.118133
0.065, 1468263237.119689
0.070, 1468263237.121215
0.061, 1468263237.122741
0.070, 1468263237.124237
0.061, 1468263237.125976
0.068, 1468263237.129333
0.078, 1468263237.131927
0.078, 1468263237.134124
0.061, 1468263237.137329
0.051, 1468263237.139739
0.080, 1468263237.142120
0.068, 1468263237.143981
0.068, 1468263237.148651
0.080, 1468263237.151580
0.070, 1468263237.153228
0.061, 1468263237.154785
0.065, 1468263237.156646
0.061, 1468263237.158203
0.065, 1468263237.159729
0.070, 1468263237.161224
0.063, 1468263237.162750
0.063, 1468263237.165985
0.063, 1468263237.169647
0.080, 1468263237.171997
0.075, 1468263237.174346
0.051, 1468263237.177581
0.058, 1468263237.180053
0.056, 1468263237.182373
0.080, 1468263237.185668
0.083, 1468263237.189514
0.073, 1468263237.191223
0.070, 1468263237.192840
0.061, 1468263237.194396
0.070, 1468263237.196166
0.061, 1468263237.197723
0.065, 1468263237.199279
0.070, 1468263237.200805
0.065, 1468263237.202331
0.068, 1468263237.203857
0.065, 1468263237.209716
0.083, 1468263237.213256
0.061, 1468263237.215881
0.073, 1468263237.218902
0.087, 1468263237.221252
0.083, 1468263237.223571
0.068, 1468263237.227386
0.070, 1468263237.230773
0.063, 1468263237.232482
0.070, 1468263237.234100
0.063, 1468263237.235870
0.061, 1468263237.237457
0.065, 1468263237.238983
0.063, 1468263237.240509
0.065, 1468263237.242034
0.061, 1468263237.243560
0.065, 1468263237.245361
0.068, 1468263237.247802
0.043, 1468263237.250732
0.070, 1468263237.253051
0.058, 1468263237.255584
0.065, 1468263237.258605
0.083, 1468263237.260955
0.083, 1468263237.263244
0.068, 1468263237.266937
0.078, 1468263237.270477
0.061, 1468263237.272186
0.070, 1468263237.273773
0.063, 1468263237.275512
0.063, 1468263237.277099
0.058, 1468263237.278656
0.065, 1468263237.280181
0.065, 1468263237.281768
0.070, 1468263237.283325
0.068, 1468263237.285064
0.065, 1468263237.287658
0.083, 1468263237.292480
0.065, 1468263237.295104
0.075, 1468263237.298126
0.061, 1468263237.300537
0.075, 1468263237.302917
0.043, 1468263237.304687
0.073, 1468263237.309112
0.073, 1468263237.311920
0.063, 1468263237.313568
0.063, 1468263237.315368
0.070, 1468263237.316986
0.061, 1468263237.318511
0.058, 1468263237.320037
0.070, 1468263237.321563
0.061, 1468263237.323089
0.070, 1468263237.324615
0.068, 1468263237.327514
0.070, 1468263237.331085
0.056, 1468263237.335144
0.043, 1468263237.337554
0.083, 1468263237.339874
0.075, 1468263237.342895
0.078, 1468263237.345428
0.041, 1468263237.347747
0.056, 1468263237.351318
0.075, 1468263237.354675
0.070, 1468263237.356628
0.068, 1468263237.358245
0.058, 1468263237.359802
0.065, 1468263237.361328
0.063, 1468263237.362854
0.063, 1468263237.364379
0.073, 1468263237.366119
0.061, 1468263237.369720
0.075, 1468263237.372100
0.080, 1468263237.374450
0.061, 1468263237.377593
0.087, 1468263237.379974
0.048, 1468263237.382385
0.058, 1468263237.385650
0.080, 1468263237.389160
0.068, 1468263237.392456
0.061, 1468263237.394165
0.061, 1468263237.395996
0.070, 1468263237.397583
0.063, 1468263237.399108
0.065, 1468263237.400634
0.063, 1468263237.402160
0.070, 1468263237.403686
0.063, 1468263237.405426
0.063, 1468263237.409484
0.075, 1468263237.411895
0.056, 1468263237.415954
0.087, 1468263237.419067
0.061, 1468263237.421478
0.078, 1468263237.423675
0.051, 1468263237.425781
0.073, 1468263237.429870
0.080, 1468263237.432678
0.070, 1468263237.434326
0.061, 1468263237.436157
0.061, 1468263237.437744
0.061, 1468263237.439270
0.061, 1468263237.440826
0.070, 1468263237.442321
0.061, 1468263237.443847
0.065, 1468263237.445556
0.061, 1468263237.449584
0.075, 1468263237.451995
0.070, 1468263237.454345
0.075, 1468263237.457519
0.061, 1468263237.459899
0.075, 1468263237.462219
0.048, 1468263237.465545
0.078, 1468263237.468688
0.070, 1468263237.471130
0.065, 1468263237.472747
0.073, 1468263237.474304
0.068, 1468263237.476135
0.063, 1468263237.477722
0.068, 1468263237.479644
0.068, 1468263237.481292
0.070, 1468263237.482940
0.063, 1468263237.484497
0.061, 1468263237.486267
0.068, 1468263237.489776
0.068, 1468263237.492126
0.053, 1468263237.494445
0.075, 1468263237.497619
0.058, 1468263237.500030
0.073, 1468263237.502258
0.051, 1468263237.505462
0.073, 1468263237.508361
0.068, 1468263237.511260
0.068, 1468263237.512908
0.070, 1468263237.514465
0.073, 1468263237.516235
0.061, 1468263237.517791
0.070, 1468263237.519348
0.070, 1468263237.520874
0.065, 1468263237.522399
0.065, 1468263237.523895
0.063, 1468263237.525634
0.063, 1468263237.529724
0.080, 1468263237.532104
0.073, 1468263237.534454
0.053, 1468263237.537506
0.051, 1468263237.541473
0.075, 1468263237.543823
0.090, 1468263237.548095
0.070, 1468263237.551086
0.065, 1468263237.552795
0.070, 1468263237.554382
0.063, 1468263237.556152
0.061, 1468263237.557708
0.068, 1468263237.559265
0.063, 1468263237.560791
0.070, 1468263237.562286
0.065, 1468263237.563781
0.065, 1468263237.565551
0.058, 1468263237.567810
0.075, 1468263237.570678
0.075, 1468263237.572967
0.078, 1468263237.575500
0.078, 1468263237.578521
0.075, 1468263237.580902
0.051, 1468263237.583221
0.068, 1468263237.587005
0.075, 1468263237.590393
0.065, 1468263237.592071
0.063, 1468263237.593658
0.068, 1468263237.595458
0.068, 1468263237.597045
0.061, 1468263237.598571
0.073, 1468263237.600128
