Original Header:

Name: AdcIn_Ch5
This is using channel 5 on the onboard ADC.
The first value is a voltage in mV, and the second value is a time in seconds from epoch.
!@#

CSV Header:

The voltages are now in volts.
The time is in seconds, subtracting off the startTime.
!@#
0.068, 167.776337
0.070, 167.793305
0.083, 167.809754
0.070, 167.826294
0.075, 167.843354
0.068, 167.859650
0.068, 167.876465
0.053, 167.893189
0.070, 167.909729
0.065, 167.926362
0.075, 167.943207
0.073, 167.959626
0.063, 167.976441
0.065, 167.993164
0.073, 168.009552
0.068, 168.026215
0.078, 168.043152
0.075, 168.059601
0.068, 168.076233
0.070, 168.093323
0.065, 168.109742
0.063, 168.126252
0.078, 168.143128
0.068, 168.159607
0.073, 168.176484
0.065, 168.193116
0.075, 168.209778
0.065, 168.226441
0.075, 168.243256
0.075, 168.259674
0.070, 168.276337
0.075, 168.293427
0.070, 168.309754
0.053, 168.326416
0.070, 168.343079
0.065, 168.359589
0.065, 168.376252
0.065, 168.393189
0.051, 168.409760
0.073, 168.426331
0.073, 168.443268
0.075, 168.459748
0.065, 168.476380
0.073, 168.493287
0.068, 168.509644
0.061, 168.526490
0.073, 168.543091
0.070, 168.559632
0.073, 168.576294
0.065, 168.593201
0.053, 168.609742
0.063, 168.626587
0.068, 168.643128
0.068, 168.659821
0.068, 168.676484
0.085, 168.693299
0.068, 168.709656
0.078, 168.726532
0.068, 168.743134
0.070, 168.759705
0.058, 168.776459
0.065, 168.793274
0.056, 168.809754
0.061, 168.826233
0.078, 168.843140
0.073, 168.859681
0.058, 168.876374
0.080, 168.893311
0.058, 168.909668
0.078, 168.926331
0.065, 168.943146
0.063, 168.959656
0.075, 168.976288
0.065, 168.993195
0.083, 169.009552
0.061, 169.026398
0.068, 169.043091
0.068, 169.059601
0.063, 169.076447
0.080, 169.093140
0.061, 169.109681
0.061, 169.126679
0.075, 169.143097
0.075, 169.159668
0.061, 169.176331
0.065, 169.193268
0.087, 169.209717
0.065, 169.226441
0.073, 169.243134
0.078, 169.259705
0.063, 169.276246
0.078, 169.293274
0.061, 169.309754
0.063, 169.326447
0.065, 169.343140
0.073, 169.359711
0.075, 169.376343
0.061, 169.393189
0.078, 169.409790
0.068, 169.426453
0.080, 169.443604
0.070, 169.459595
0.070, 169.476319
0.070, 169.493409
0.070, 169.509736
0.058, 169.526368
0.070, 169.543122
0.070, 169.559815
0.075, 169.576569
0.063, 169.593140
0.061, 169.609772
0.070, 169.626374
0.068, 169.643158
0.075, 169.659638
0.063, 169.676423
0.073, 169.693207
0.068, 169.709687
0.070, 169.726502
0.070, 169.743073
0.063, 169.759674
0.061, 169.776398
0.065, 169.793122
0.061, 169.809784
0.065, 169.826294
0.068, 169.843415
0.073, 169.859650
0.070, 169.876374
0.090, 169.893341
0.068, 169.909790
0.078, 169.926423
0.075, 169.943207
0.068, 169.959656
0.068, 169.976410
0.070, 169.993317
0.070, 170.009522
0.068, 170.026246
0.073, 170.043152
0.075, 170.059723
0.070, 170.076325
0.083, 170.093201
0.061, 170.109742
0.075, 170.126343
0.063, 170.143341
0.070, 170.159638
0.078, 170.176362
0.063, 170.193085
0.085, 170.209809
0.065, 170.226380
0.068, 170.243103
0.065, 170.259766
0.068, 170.294403
0.063, 170.296143
0.068, 170.309723
0.065, 170.326264
0.046, 170.343232
0.065, 170.359711
0.080, 170.376404
0.075, 170.393097
0.065, 170.409577
0.070, 170.426362
0.068, 170.443360
0.075, 170.459717
0.063, 170.476410
0.073, 170.493256
0.073, 170.509705
0.068, 170.526246
0.083, 170.543244
0.061, 170.559754
0.075, 170.576477
0.073, 170.593201
0.068, 170.609589
0.070, 170.626313
0.068, 170.643219
0.070, 170.659577
0.068, 170.676270
0.080, 170.693207
0.070, 170.709809
0.063, 170.726349
0.058, 170.743226
0.073, 170.759644
0.068, 170.776215
0.068, 170.793335
0.070, 170.809662
0.075, 170.826447
0.068, 170.843110
0.075, 170.859650
0.075, 170.876221
0.085, 170.893250
0.075, 170.909638
0.070, 170.926453
0.078, 170.943268
0.068, 170.959595
0.075, 170.976227
0.068, 170.993287
0.061, 171.009644
0.078, 171.026246
0.068, 171.043183
0.070, 171.059662
0.065, 171.076355
0.075, 171.093323
0.073, 171.109589
0.068, 171.126374
0.085, 171.143341
0.065, 171.159638
0.065, 171.176392
0.070, 171.193238
0.058, 171.209565
0.068, 171.226258
0.063, 171.243226
0.073, 171.259644
0.065, 171.276307
0.068, 171.293274
0.070, 171.309815
0.061, 171.326386
0.085, 171.343262
0.068, 171.359620
0.068, 171.376313
0.068, 171.393128
0.070, 171.409699
0.073, 171.426453
0.063, 171.443451
0.068, 171.459900
0.070, 171.476380
0.080, 171.493164
0.073, 171.509583
0.073, 171.526307
0.075, 171.543183
0.073, 171.559815
0.078, 171.576233
0.073, 171.593232
0.065, 171.609589
0.075, 171.626313
0.068, 171.643067
0.070, 171.659790
0.068, 171.676484
0.075, 171.693299
0.065, 171.709595
0.068, 171.726380
0.073, 171.743409
0.068, 171.759644
0.068, 171.776246
0.075, 171.793061
0.070, 171.809571
0.065, 171.826447
0.061, 171.843232
0.068, 171.859589
0.073, 171.876282
0.080, 171.893311
0.075, 171.909668
0.068, 171.926239
0.075, 171.943268
0.063, 171.959839
0.065, 171.976227
0.063, 171.993195
0.065, 172.009613
0.078, 172.026459
0.068, 172.043183
0.075, 172.059693
0.065, 172.076447
0.078, 172.093323
0.073, 172.109711
0.061, 172.126282
0.080, 172.143372
0.068, 172.159729
0.068, 172.176300
0.070, 172.193207
0.070, 172.209565
0.065, 172.226288
0.065, 172.243164
0.075, 172.259766
0.070, 172.276307
0.075, 172.293366
0.075, 172.309662
0.068, 172.326386
0.090, 172.343323
0.068, 172.359650
0.051, 172.376526
0.068, 172.393280
0.061, 172.409577
0.068, 172.426239
0.073, 172.443360
0.065, 172.459809
0.061, 172.476410
0.080, 172.493348
0.075, 172.509705
0.070, 172.526246
0.048, 172.543274
0.063, 172.559632
0.078, 172.576203
0.073, 172.593232
0.068, 172.609559
0.070, 172.626404
0.075, 172.643189
0.075, 172.659546
0.070, 172.676362
0.068, 172.693390
0.063, 172.709900
0.061, 172.726380
0.073, 172.743226
0.058, 172.759797
0.070, 172.776337
0.063, 172.793213
0.065, 172.809662
0.068, 172.826233
0.070, 172.843201
0.056, 172.859772
0.063, 172.876252
0.065, 172.893372
0.075, 172.909668
0.061, 172.926362
0.083, 172.943299
0.065, 172.959687
0.080, 172.976197
0.073, 172.993317
0.070, 173.009644
0.078, 173.026185
0.063, 173.043122
0.073, 173.059845
0.068, 173.076386
0.070, 173.093323
0.075, 173.109650
0.070, 173.126435
0.078, 173.143250
0.063, 173.159668
0.075, 173.176239
0.073, 173.193116
0.063, 173.209809
0.075, 173.226227
0.058, 173.243164
0.080, 173.259552
0.065, 173.276398
0.075, 173.293244
0.073, 173.309815
0.070, 173.326416
0.070, 173.343110
0.068, 173.359589
0.056, 173.376557
0.073, 173.393219
0.070, 173.409577
0.070, 173.426362
0.065, 173.443360
0.075, 173.459687
0.063, 173.476349
0.078, 173.493348
0.075, 173.509888
0.068, 173.526429
0.075, 173.543305
0.070, 173.559601
0.073, 173.576477
0.075, 173.593232
0.065, 173.609681
0.083, 173.626557
0.073, 173.643097
0.070, 173.659760
0.063, 173.676270
0.078, 173.693207
0.073, 173.709778
0.070, 173.726288
0.078, 173.743287
0.065, 173.759736
0.078, 173.776246
0.068, 173.793061
0.070, 173.809571
0.068, 173.826233
0.065, 173.843171
0.063, 173.859803
0.068, 173.876343
0.083, 173.893311
0.070, 173.909760
0.065, 173.926453
0.078, 173.943238
0.065, 173.959595
0.073, 173.976349
0.073, 173.993134
0.063, 174.009797
0.068, 174.026215
0.065, 174.043183
0.073, 174.059754
0.061, 174.076416
0.080, 174.093232
0.065, 174.109589
0.063, 174.126465
0.073, 174.143403
0.070, 174.159668
0.075, 174.176239
0.065, 174.193238
0.058, 174.209595
0.078, 174.226410
0.070, 174.243195
0.073, 174.259583
0.070, 174.276429
0.075, 174.293457
0.070, 174.309632
0.070, 174.326355
0.075, 174.343232
0.063, 174.359650
0.085, 174.376587
0.075, 174.393067
0.070, 174.409577
0.073, 174.426239
0.061, 174.443451
0.073, 174.459778
0.065, 174.476471
0.063, 174.494202
0.080, 174.509674
0.070, 174.526337
0.075, 174.543488
0.061, 174.559693
0.075, 174.576294
0.070, 174.593262
0.061, 174.609589
0.063, 174.626435
0.063, 174.643219
0.056, 174.659882
0.065, 174.676239
0.083, 174.693299
0.073, 174.709656
0.061, 174.726227
0.083, 174.743317
0.063, 174.759827
0.078, 174.776368
0.068, 174.793091
0.061, 174.809815
0.078, 174.826203
0.063, 174.843232
0.073, 174.859650
0.065, 174.876282
0.078, 174.893372
0.075, 174.909668
0.063, 174.926423
0.053, 174.943177
0.063, 174.959656
0.075, 174.976349
0.070, 174.993164
0.061, 175.009827
0.075, 175.026459
0.065, 175.043213
0.070, 175.059723
0.068, 175.076325
0.073, 175.093293
0.073, 175.109833
0.070, 175.126313
0.083, 175.143311
0.063, 175.159699
0.070, 175.176300
0.063, 175.193299
0.063, 175.209687
0.073, 175.226349
0.063, 175.243134
0.073, 175.259705
0.061, 175.306031
0.063, 175.307801
0.073, 175.309418
0.070, 175.326325
0.070, 175.343567
0.085, 175.359803
0.061, 175.376374
0.078, 175.393311
0.065, 175.409638
0.068, 175.426239
0.068, 175.443482
0.063, 175.459778
0.073, 175.476380
0.068, 175.493134
0.058, 175.509766
0.075, 175.526246
0.075, 175.543122
0.063, 175.559784
0.070, 175.576386
0.068, 175.593201
0.070, 175.609772
0.073, 175.626374
0.073, 175.643189
0.065, 175.659851
0.073, 175.676239
0.068, 175.693085
0.078, 175.709809
0.068, 175.726258
0.073, 175.743134
0.075, 175.759674
0.068, 175.776368
0.080, 175.793641
0.065, 175.809632
0.065, 175.826264
0.073, 175.843811
0.061, 175.859711
0.070, 175.876252
0.068, 175.893219
0.075, 175.909668
0.070, 175.926423
0.070, 175.943177
0.075, 175.959778
0.070, 175.976258
0.078, 175.993256
0.068, 176.009736
0.070, 176.026307
0.075, 176.043000
0.061, 176.059693
0.063, 176.076416
0.065, 176.093232
0.063, 176.109620
0.065, 176.126313
0.068, 176.143128
0.078, 176.159699
0.063, 176.176362
0.083, 176.193238
0.068, 176.209626
0.075, 176.226349
0.065, 176.243164
0.068, 176.259736
0.083, 176.276307
0.063, 176.293213
0.075, 176.309815
0.068, 176.326233
0.065, 176.343110
0.078, 176.359650
0.065, 176.376374
0.083, 176.393372
0.068, 176.409638
0.073, 176.426484
0.070, 176.443360
0.061, 176.459748
0.080, 176.476532
0.063, 176.493134
0.085, 176.509919
0.073, 176.526276
0.065, 176.543183
0.078, 176.559906
0.065, 176.576325
0.080, 176.593415
0.070, 176.609620
0.078, 176.626374
0.073, 176.643250
0.063, 176.659638
0.075, 176.676392
0.075, 176.693329
0.080, 176.709778
0.068, 176.726471
0.070, 176.743195
0.068, 176.759552
0.065, 176.776337
0.080, 176.793366
0.068, 176.809723
0.075, 176.826355
0.063, 176.843171
0.063, 176.859742
0.070, 176.876404
0.061, 176.893189
0.083, 176.909851
0.065, 176.926392
0.068, 176.943055
0.063, 176.959748
0.068, 176.976319
0.080, 176.993317
0.070, 177.009827
0.065, 177.027375
0.068, 177.043152
0.065, 177.059784
0.083, 177.076447
0.063, 177.093201
0.075, 177.109833
0.068, 177.126282
0.065, 177.143097
0.065, 177.159668
0.068, 177.176392
0.051, 177.193329
0.068, 177.209595
0.068, 177.226380
0.063, 177.243164
0.061, 177.259674
0.070, 177.276398
0.073, 177.293122
0.070, 177.309662
0.075, 177.326416
0.070, 177.343079
0.075, 177.359620
0.065, 177.376374
0.080, 177.393280
0.065, 177.409668
0.068, 177.426514
0.065, 177.443665
0.061, 177.459717
0.080, 177.476532
0.063, 177.493226
0.075, 177.509797
0.070, 177.526215
0.070, 177.543122
0.068, 177.559876
0.068, 177.576477
0.085, 177.593232
0.073, 177.609772
0.087, 177.626526
0.070, 177.643403
0.068, 177.659699
0.073, 177.676362
0.073, 177.692963
0.046, 177.709717
0.065, 177.726227
0.063, 177.743164
0.075, 177.759613
0.073, 177.776307
0.080, 177.793366
0.063, 177.809662
0.070, 177.826355
0.061, 177.843232
0.068, 177.859711
0.056, 177.876526
0.065, 177.893189
0.058, 177.909699
0.063, 177.926484
0.073, 177.943085
0.061, 177.959717
0.068, 177.976441
0.078, 177.993287
0.063, 178.009736
0.078, 178.026490
0.068, 178.043366
0.063, 178.059815
0.078, 178.076386
0.068, 178.093140
0.070, 178.109711
0.073, 178.126191
0.068, 178.143067
0.063, 178.159668
0.073, 178.176453
0.070, 178.193421
0.061, 178.209626
0.075, 178.226319
0.065, 178.243195
0.061, 178.259644
0.078, 178.276429
0.068, 178.293152
0.083, 178.309693
0.070, 178.326325
0.073, 178.343110
0.075, 178.359864
0.061, 178.376435
0.083, 178.393433
0.068, 178.409668
0.070, 178.426331
0.068, 178.443299
0.061, 178.459687
0.070, 178.476532
0.068, 178.493164
0.051, 178.509858
0.068, 178.526185
0.065, 178.543122
0.053, 178.559723
0.070, 178.576386
0.063, 178.593262
0.070, 178.609650
0.070, 178.626435
0.065, 178.643219
0.063, 178.659699
0.078, 178.676239
0.073, 178.693268
0.078, 178.709778
0.065, 178.726410
0.065, 178.743195
0.070, 178.759797
0.061, 178.776429
0.083, 178.793396
0.063, 178.809754
0.075, 178.826477
0.068, 178.843201
0.063, 178.859681
0.078, 178.876526
0.068, 178.893158
0.053, 178.909668
0.065, 178.926270
0.073, 178.943116
0.080, 178.959809
0.058, 178.976380
0.078, 178.993378
0.063, 179.009766
0.078, 179.026337
0.068, 179.043122
0.065, 179.059815
0.083, 179.076447
0.070, 179.093171
0.070, 179.109833
0.068, 179.126435
0.065, 179.143067
0.070, 179.159729
0.063, 179.176362
0.061, 179.193207
0.070, 179.209595
0.070, 179.226288
0.073, 179.243348
0.061, 179.259766
0.080, 179.276520
0.061, 179.293152
0.083, 179.309845
0.061, 179.326264
0.073, 179.343232
0.070, 179.359559
0.061, 179.376343
0.090, 179.393341
0.068, 179.409577
0.073, 179.426484
0.068, 179.443543
0.065, 179.459870
0.056, 179.476380
0.061, 179.493256
0.085, 179.509888
0.068, 179.526276
0.065, 179.543030
0.068, 179.559815
0.063, 179.576447
0.078, 179.593415
0.058, 179.609681
0.075, 179.626557
0.065, 179.643219
0.070, 179.659668
0.073, 179.676270
0.073, 179.693207
0.058, 179.709626
0.078, 179.726441
0.068, 179.743103
0.073, 179.759766
0.061, 179.776459
0.080, 179.793366
0.068, 179.809662
0.070, 179.826386
0.068, 179.842987
0.061, 179.859772
0.078, 179.876557
0.068, 179.893097
0.065, 179.909699
0.070, 179.926239
0.070, 179.943116
0.068, 179.959565
0.068, 179.976410
0.078, 179.993256
0.068, 180.009705
0.073, 180.026368
0.068, 180.043213
0.061, 180.059693
0.083, 180.076508
0.065, 180.093201
0.053, 180.109650
0.073, 180.126160
0.068, 180.143067
0.068, 180.159607
0.065, 180.176423
0.083, 180.193329
0.068, 180.209656
0.065, 180.226258
0.073, 180.243195
0.063, 180.259674
0.063, 180.325898
0.068, 180.327668
0.065, 180.329316
0.039, 180.331635
0.063, 180.343110
0.070, 180.359833
0.075, 180.376252
0.073, 180.393341
0.078, 180.409699
0.065, 180.426300
0.068, 180.443329
0.070, 180.459748
0.075, 180.476227
0.070, 180.493195
0.068, 180.509613
0.078, 180.526459
0.065, 180.543183
0.075, 180.559662
0.068, 180.576294
0.070, 180.593323
0.078, 180.609681
0.065, 180.626343
0.070, 180.643097
0.058, 180.659699
0.073, 180.676239
0.075, 180.693207
0.065, 180.709687
0.078, 180.726288
0.063, 180.743195
0.070, 180.759613
0.065, 180.776398
0.080, 180.793335
0.068, 180.809845
0.068, 180.826386
0.048, 180.843323
0.061, 180.859772
0.083, 180.876404
0.075, 180.893219
0.068, 180.909760
0.080, 180.926392
0.061, 180.943146
0.068, 180.959595
0.063, 180.976319
0.075, 180.993439
0.080, 181.009797
0.061, 181.026246
0.053, 181.043335
0.068, 181.059632
0.070, 181.076264
0.065, 181.093262
0.063, 181.109620
0.073, 181.126557
0.063, 181.143189
0.065, 181.159821
0.065, 181.176392
0.087, 181.193268
0.068, 181.209717
0.065, 181.226410
0.063, 181.243439
0.056, 181.259797
0.070, 181.276337
0.073, 181.293213
0.065, 181.309754
0.065, 181.326447
0.068, 181.343201
0.065, 181.359650
0.068, 181.376374
0.073, 181.393372
0.065, 181.409760
0.063, 181.426270
0.053, 181.443543
0.063, 181.459656
0.073, 181.476227
0.063, 181.493256
0.070, 181.509613
0.080, 181.526551
0.058, 181.543152
0.075, 181.559693
0.068, 181.576264
0.085, 181.593415
0.070, 181.609650
0.061, 181.626465
0.073, 181.643097
0.063, 181.659668
0.078, 181.676453
0.068, 181.693146
0.061, 181.709626
0.058, 181.726502
0.065, 181.743103
0.063, 181.759827
0.070, 181.776246
0.075, 181.793396
0.075, 181.809723
0.063, 181.826294
0.070, 181.843201
0.065, 181.859650
0.080, 181.876526
0.075, 181.893372
0.065, 181.909638
0.068, 181.926270
0.058, 181.943238
0.068, 181.959900
0.065, 181.976410
0.087, 181.993348
0.075, 182.009613
0.065, 182.026337
0.085, 182.043335
0.058, 182.059754
0.075, 182.076294
0.070, 182.093049
0.065, 182.109681
0.083, 182.126587
0.068, 182.143280
0.080, 182.159607
0.073, 182.176239
0.085, 182.193329
0.073, 182.209809
0.068, 182.226410
0.085, 182.243409
0.063, 182.259766
0.075, 182.276276
0.065, 182.293335
0.063, 182.309632
0.070, 182.326447
0.058, 182.343171
0.073, 182.359589
0.073, 182.376313
0.073, 182.393372
0.073, 182.409577
0.063, 182.426423
0.080, 182.443421
0.065, 182.459748
0.075, 182.476288
0.073, 182.493164
0.070, 182.509858
0.070, 182.526215
0.068, 182.543213
0.063, 182.559632
0.070, 182.576447
0.068, 182.593415
0.068, 182.609589
0.065, 182.626374
0.078, 182.643189
0.068, 182.659699
0.075, 182.676239
0.075, 182.693299
0.065, 182.709656
0.075, 182.726288
0.070, 182.743226
0.075, 182.759644
0.070, 182.776185
0.075, 182.793366
0.065, 182.809632
0.068, 182.826355
0.085, 182.843384
0.058, 182.859681
0.068, 182.876221
0.065, 182.893219
0.065, 182.909607
0.078, 182.926484
0.068, 182.943177
0.068, 182.959595
0.065, 182.976410
0.075, 182.993439
0.075, 183.009552
0.061, 183.026398
0.078, 183.043244
0.061, 183.059632
0.080, 183.076325
0.073, 183.093140
0.063, 183.109650
0.078, 183.126282
0.065, 183.143219
0.063, 183.159699
0.068, 183.176423
0.085, 183.193299
0.073, 183.209626
0.068, 183.226410
0.080, 183.243317
0.070, 183.259674
0.075, 183.276215
0.065, 183.293213
0.070, 183.309693
0.063, 183.326233
0.070, 183.343293
0.065, 183.359620
0.070, 183.376435
0.075, 183.393403
0.070, 183.409577
0.070, 183.426423
0.092, 183.443604
0.063, 183.459748
0.070, 183.476258
0.073, 183.493226
0.063, 183.509674
0.068, 183.526215
0.063, 183.543305
0.070, 183.559906
0.065, 183.576325
0.075, 183.593232
0.065, 183.609711
0.070, 183.626496
0.061, 183.643280
0.065, 183.659638
0.070, 183.676392
0.068, 183.693146
0.068, 183.709687
0.056, 183.726258
0.063, 183.743256
0.065, 183.759613
0.070, 183.776185
0.075, 183.793213
0.075, 183.809815
0.058, 183.826386
0.048, 183.843201
0.061, 183.859711
0.075, 183.876465
0.075, 183.893128
0.070, 183.909607
0.068, 183.926239
0.063, 183.943299
0.068, 183.959656
0.070, 183.976349
0.075, 183.993226
0.075, 184.009552
0.068, 184.026337
0.080, 184.043427
0.061, 184.059662
0.070, 184.076203
0.078, 184.093201
0.065, 184.109833
0.075, 184.126313
0.068, 184.143158
0.073, 184.159668
0.065, 184.176423
0.048, 184.193299
0.068, 184.209748
0.063, 184.226258
0.078, 184.243195
0.065, 184.259797
0.070, 184.276429
0.063, 184.293091
0.068, 184.309815
0.078, 184.326325
0.070, 184.343293
0.073, 184.359742
0.063, 184.376282
0.070, 184.393433
0.073, 184.409516
0.065, 184.426392
0.075, 184.443604
0.068, 184.459656
0.078, 184.476441
0.075, 184.493226
0.068, 184.509705
0.065, 184.526215
0.065, 184.543122
0.073, 184.559601
0.061, 184.576447
0.083, 184.593232
0.065, 184.609681
0.068, 184.626465
0.056, 184.643219
0.063, 184.659699
0.075, 184.676362
0.065, 184.693207
0.068, 184.709717
0.085, 184.726441
0.068, 184.743134
0.068, 184.759888
0.070, 184.776520
0.080, 184.793396
0.073, 184.809632
0.068, 184.826355
0.068, 184.843293
0.058, 184.859650
0.070, 184.876313
0.073, 184.893128
0.063, 184.909668
0.068, 184.926270
0.065, 184.943146
0.070, 184.959656
0.061, 184.976441
0.075, 184.993378
0.073, 185.009674
0.061, 185.026215
0.083, 185.043335
0.070, 185.059662
0.078, 185.076203
0.068, 185.093079
0.068, 185.109772
0.053, 185.126496
0.061, 185.143189
0.073, 185.159607
0.063, 185.176392
0.078, 185.193207
0.068, 185.209595
0.061, 185.226441
0.075, 185.243226
0.063, 185.259674
0.065, 185.356080
0.068, 185.357819
0.058, 185.359406
0.070, 185.360932
0.065, 185.362488
0.065, 185.364716
0.061, 185.376343
0.058, 185.393158
0.061, 185.409638
0.068, 185.426270
0.058, 185.443390
0.065, 185.459687
0.063, 185.476258
0.075, 185.493653
0.068, 185.509613
0.068, 185.526276
0.058, 185.543274
0.065, 185.559784
0.070, 185.576416
0.065, 185.593232
0.065, 185.609803
0.068, 185.626221
0.063, 185.643280
0.058, 185.659668
0.068, 185.676423
0.063, 185.693238
0.070, 185.709809
0.068, 185.726288
0.063, 185.743226
0.063, 185.759552
0.083, 185.776368
0.068, 185.793183
0.056, 185.809876
0.073, 185.826325
0.058, 185.843171
0.048, 185.859620
0.068, 185.876435
0.078, 185.893219
0.068, 185.909516
0.065, 185.926300
0.073, 185.943085
0.073, 185.959595
0.075, 185.976502
0.070, 185.993134
0.070, 186.009705
0.063, 186.026276
0.068, 186.043335
0.078, 186.059723
0.068, 186.076355
0.051, 186.093323
0.073, 186.109559
0.070, 186.126221
0.056, 186.143219
0.065, 186.159729
0.080, 186.176545
0.070, 186.193268
0.068, 186.209565
0.078, 186.226288
0.065, 186.243287
0.075, 186.259613
0.061, 186.276276
0.085, 186.293244
