Original Header:


CSV Header:

The voltages are now in volts.
The time is in seconds, subtracting off the startTime.
0.075, 70.509033
0.065, 70.512116
0.070, 70.515350
0.070, 70.519440
0.070, 70.521820
0.078, 70.524170
0.061, 70.527405
0.070, 70.529755
0.043, 70.532074
0.061, 70.536194
0.065, 70.539612
0.051, 70.542511
0.051, 70.545227
0.048, 70.547547
0.075, 70.550537
0.051, 70.552857
0.046, 70.555390
0.061, 70.559387
0.080, 70.562348
0.068, 70.564057
0.063, 70.565918
0.063, 70.567505
0.065, 70.569061
0.068, 70.570587
0.070, 70.572083
0.078, 70.576019
0.039, 70.578369
0.063, 70.580689
0.087, 70.583618
0.085, 70.586212
0.075, 70.588593
0.078, 70.592133
0.073, 70.595917
0.068, 70.598511
0.073, 70.600189
0.065, 70.601776
0.063, 70.603302
0.063, 70.605103
0.068, 70.606690
0.070, 70.608215
0.063, 70.611206
0.068, 70.613526
0.073, 70.616730
0.068, 70.618988
0.056, 70.621308
0.053, 70.624268
0.053, 70.626801
0.056, 70.629151
0.073, 70.632660
0.075, 70.636261
0.063, 70.637970
0.065, 70.639588
0.063, 70.641144
0.068, 70.642700
0.065, 70.644287
0.061, 70.646027
0.068, 70.647583
0.068, 70.649140
0.065, 70.650665
0.065, 70.653137
0.078, 70.656281
0.048, 70.658600
0.056, 70.660919
0.065, 70.663910
0.061, 70.666443
0.087, 70.668823
0.056, 70.672211
0.078, 70.675995
0.065, 70.677704
0.068, 70.679321
0.061, 70.680847
0.073, 70.682404
0.063, 70.683960
0.068, 70.685730
0.068, 70.687287
0.061, 70.688812
0.068, 70.690338
0.070, 70.691864
0.080, 70.695954
0.051, 70.698273
0.048, 70.700623
0.056, 70.703552
0.080, 70.706177
0.065, 70.708588
0.056, 70.712525
0.078, 70.716126
0.070, 70.717835
0.063, 70.719422
0.065, 70.720978
0.065, 70.722504
0.070, 70.724030
0.063, 70.725800
0.070, 70.727387
0.068, 70.728912
0.058, 70.730438
0.061, 70.733277
0.087, 70.738556
0.085, 70.740997
0.083, 70.743927
0.061, 70.746765
0.075, 70.749115
0.063, 70.752228
0.070, 70.755432
0.063, 70.758087
0.065, 70.759735
0.075, 70.761292
0.065, 70.762818
0.065, 70.764374
0.061, 70.766144
0.065, 70.767700
0.058, 70.769257
0.068, 70.770813
0.068, 70.774567
0.075, 70.777222
0.039, 70.779633
0.073, 70.781494
0.056, 70.784363
0.046, 70.786865
0.075, 70.789215
0.075, 70.793121
0.068, 70.796356
0.061, 70.798035
0.058, 70.799622
0.063, 70.801178
0.063, 70.802704
0.065, 70.804230
0.070, 70.805969
0.068, 70.807526
0.070, 70.809082
0.065, 70.810608
0.065, 70.815125
0.051, 70.818115
0.051, 70.820526
0.056, 70.823700
0.058, 70.826325
0.056, 70.828735
0.056, 70.831909
0.078, 70.835999
0.068, 70.837738
0.068, 70.839356
0.063, 70.840973
0.061, 70.842529
0.068, 70.844086
0.065, 70.845917
0.063, 70.847504
0.061, 70.849030
0.063, 70.850556
0.063, 70.853027
0.065, 70.856140
0.048, 70.858490
0.063, 70.863617
0.058, 70.866242
0.073, 70.868591
0.087, 70.872040
0.083, 70.875763
0.070, 70.877503
0.061, 70.879089
0.061, 70.880676
0.061, 70.882202
0.061, 70.883728
0.063, 70.885498
0.061, 70.887055
0.063, 70.888580
0.061, 70.890137
0.070, 70.893006
0.051, 70.896088
0.085, 70.898468
0.092, 70.900787
0.056, 70.903778
0.053, 70.906403
0.078, 70.908722
0.053, 70.912140
0.087, 70.915955
0.068, 70.917694
0.061, 70.919281
0.063, 70.920838
0.058, 70.922363
0.068, 70.923889
0.061, 70.925659
0.063, 70.927246
0.068, 70.928772
0.068, 70.930267
0.065, 70.931793
0.078, 70.935913
0.043, 70.938294
0.053, 70.940643
0.058, 70.943573
0.083, 70.946198
0.083, 70.948548
0.063, 70.951965
0.083, 70.955689
0.061, 70.957398
0.068, 70.959015
0.063, 70.960571
0.061, 70.962097
0.065, 70.963623
0.070, 70.965393
0.065, 70.966980
0.068, 70.968506
0.070, 70.970062
0.061, 70.971588
0.065, 70.975159
0.051, 70.977600
0.075, 70.979981
0.056, 70.981751
0.083, 70.987030
0.053, 70.988892
0.068, 70.991211
0.053, 70.995361
0.073, 70.998383
0.063, 71.000031
0.058, 71.001618
0.061, 71.003143
0.061, 71.004944
0.065, 71.006531
0.068, 71.008087
0.058, 71.009644
0.065, 71.011139
0.063, 71.015289
0.078, 71.017700
0.073, 71.020081
0.053, 71.023041
0.063, 71.025543
0.080, 71.027893
0.058, 71.030884
0.075, 71.033814
0.078, 71.036865
0.061, 71.038544
0.065, 71.040131
0.065, 71.041657
0.061, 71.043183
0.068, 71.044922
0.068, 71.046509
0.061, 71.048065
0.058, 71.049652
0.070, 71.051331
0.058, 71.055512
0.080, 71.059937
0.061, 71.062378
0.053, 71.064942
0.058, 71.067963
0.053, 71.070374
0.078, 71.072754
0.053, 71.074524
0.073, 71.078827
0.078, 71.081665
0.068, 71.083313
0.065, 71.085144
0.068, 71.086762
0.058, 71.088318
0.068, 71.089813
0.063, 71.091339
0.070, 71.095307
0.075, 71.097748
0.053, 71.100067
0.075, 71.103027
0.063, 71.105530
0.078, 71.107910
0.053, 71.113342
0.070, 71.116913
0.068, 71.119385
0.063, 71.121033
0.063, 71.122620
0.063, 71.124146
0.065, 71.125946
0.063, 71.127533
0.068, 71.129059
0.068, 71.130585
0.065, 71.133148
0.075, 71.136810
0.053, 71.138641
0.080, 71.140961
0.073, 71.143921
0.075, 71.146485
0.080, 71.148865
0.078, 71.152039
0.083, 71.156067
0.063, 71.157807
0.061, 71.159393
0.063, 71.160980
0.063, 71.162506
0.068, 71.164032
0.065, 71.165802
0.061, 71.167359
0.058, 71.168884
0.065, 71.170410
0.058, 71.171936
0.043, 71.175903
0.051, 71.178223
0.056, 71.180573
0.053, 71.183533
0.078, 71.186157
0.085, 71.188507
0.083, 71.192047
0.075, 71.195679
0.065, 71.197388
0.058, 71.198975
0.073, 71.200684
0.058, 71.202240
0.065, 71.203797
0.065, 71.205597
0.068, 71.207184
0.068, 71.208710
0.073, 71.210236
0.065, 71.211762
0.058, 71.215454
0.075, 71.217804
0.075, 71.220001
0.075, 71.222992
0.058, 71.225586
0.087, 71.227966
0.056, 71.230957
0.070, 71.236725
0.061, 71.238495
0.068, 71.240112
0.065, 71.241669
0.065, 71.243195
0.065, 71.244995
0.058, 71.246582
0.058, 71.248139
0.068, 71.249695
0.068, 71.251282
0.061, 71.253510
0.075, 71.256683
0.080, 71.259064
0.061, 71.261383
0.043, 71.264374
0.056, 71.266937
0.073, 71.269287
0.056, 71.272888
0.073, 71.276459
0.075, 71.278137
0.065, 71.279724
0.068, 71.281311
0.061, 71.282837
0.061, 71.284363
0.058, 71.286163
0.063, 71.287720
0.061, 71.289246
0.063, 71.290802
0.068, 71.293060
0.053, 71.296204
0.046, 71.298523
0.061, 71.300842
0.056, 71.303833
0.085, 71.306366
0.080, 71.308716
0.087, 71.312134
0.085, 71.317139
0.065, 71.319885
0.070, 71.321564
0.068, 71.323120
0.068, 71.324921
0.068, 71.326538
0.063, 71.328064
0.068, 71.329620
0.070, 71.331146
0.068, 71.335388
0.073, 71.337799
0.046, 71.340180
0.061, 71.343140
0.065, 71.345764
0.075, 71.348023
0.085, 71.351013
0.070, 71.353974
0.080, 71.357147
0.068, 71.360169
0.065, 71.361847
0.065, 71.363464
0.061, 71.365265
0.065, 71.366852
0.068, 71.368408
0.061, 71.369934
0.065, 71.371460
0.070, 71.375763
0.070, 71.378204
0.083, 71.380554
0.056, 71.383515
0.056, 71.386170
0.075, 71.388550
0.056, 71.391388
0.078, 71.394318
0.061, 71.397400
0.070, 71.399079
0.070, 71.400635
0.063, 71.402161
0.063, 71.403687
0.063, 71.405457
0.068, 71.407013
0.070, 71.408569
0.061, 71.410095
0.070, 71.411591
0.063, 71.415375
0.078, 71.417786
0.065, 71.420166
0.061, 71.423126
0.056, 71.425629
0.053, 71.428040
0.080, 71.431000
0.070, 71.433930
0.073, 71.437042
0.065, 71.438690
0.068, 71.440277
0.063, 71.441834
0.070, 71.443390
0.068, 71.445160
0.070, 71.446716
0.070, 71.448273
0.065, 71.449799
0.068, 71.451294
0.065, 71.455383
0.073, 71.457794
0.043, 71.460144
0.068, 71.463104
0.051, 71.465546
0.043, 71.467957
0.075, 71.470886
0.070, 71.473816
0.063, 71.476898
0.068, 71.478577
0.065, 71.480164
0.063, 71.481690
0.061, 71.483215
0.065, 71.486450
0.070, 71.488098
0.065, 71.489655
0.068, 71.491211
0.061, 71.495392
0.051, 71.497833
0.061, 71.500183
0.073, 71.503204
0.065, 71.505829
0.048, 71.508179
0.051, 71.511261
0.073, 71.513947
0.068, 71.517059
0.068, 71.518677
0.068, 71.520233
0.068, 71.521790
0.068, 71.523316
0.065, 71.525086
0.063, 71.526673
0.068, 71.528229
0.058, 71.529755
0.061, 71.531281
0.068, 71.535523
0.078, 71.537964
0.056, 71.540283
0.085, 71.543274
0.051, 71.545838
0.068, 71.548126
0.080, 71.551026
0.070, 71.553955
0.061, 71.557037
0.068, 71.558716
0.068, 71.560303
0.061, 71.561829
0.068, 71.563355
0.070, 71.565125
0.065, 71.566712
0.065, 71.568237
0.068, 71.569794
0.061, 71.571320
0.065, 71.575379
0.070, 71.577820
0.051, 71.580170
0.061, 71.583161
0.080, 71.585785
0.068, 71.588043
0.078, 71.591004
0.078, 71.593933
0.075, 71.597626
0.061, 71.599335
0.065, 71.600952
0.061, 71.602509
0.070, 71.604004
0.065, 71.605805
0.070, 71.607361
0.068, 71.610352
0.063, 71.612000
0.063, 71.615784
0.075, 71.618225
0.046, 71.620545
0.083, 71.623505
0.056, 71.626099
0.078, 71.628449
0.078, 71.631561
0.070, 71.634247
0.063, 71.637268
0.068, 71.638916
0.065, 71.640503
0.070, 71.642059
0.063, 71.643585
0.063, 71.645325
0.061, 71.646912
0.065, 71.648438
0.068, 71.649964
0.068, 71.651489
0.068, 71.655426
0.048, 71.657868
0.056, 71.660248
0.058, 71.663239
0.053, 71.665894
0.051, 71.668274
0.073, 71.671356
0.075, 71.674042
0.068, 71.677155
0.068, 71.678772
0.061, 71.680359
0.068, 71.681885
0.063, 71.683411
0.068, 71.685181
0.063, 71.686768
0.070, 71.688324
0.058, 71.689850
0.068, 71.691345
0.063, 71.695526
0.043, 71.697937
0.058, 71.700226
0.075, 71.703186
0.058, 71.705841
0.053, 71.708222
0.056, 71.711762
0.068, 71.715820
0.063, 71.717560
0.070, 71.719147
0.065, 71.720703
0.068, 71.722260
0.070, 71.723786
0.068, 71.725525
0.061, 71.727112
0.065, 71.728638
0.070, 71.730164
0.070, 71.732971
0.068, 71.737702
0.041, 71.740082
0.075, 71.742401
0.063, 71.745636
0.083, 71.747986
0.080, 71.750336
0.048, 71.753479
0.046, 71.757630
0.075, 71.759339
0.065, 71.760925
0.065, 71.762512
0.065, 71.764038
0.063, 71.765808
0.065, 71.767395
0.070, 71.768921
0.065, 71.770447
0.065, 71.773377
0.051, 71.777130
0.058, 71.778992
0.051, 71.781250
0.046, 71.784241
0.046, 71.786774
0.048, 71.789093
0.080, 71.792633
0.070, 71.796234
0.061, 71.797943
0.068, 71.799530
0.065, 71.801056
0.063, 71.802612
0.068, 71.804138
0.058, 71.805908
0.065, 71.807465
0.063, 71.808991
0.063, 71.810516
0.063, 71.813049
0.051, 71.816162
0.056, 71.818512
0.056, 71.820862
0.056, 71.823853
0.053, 71.826447
0.073, 71.828797
0.051, 71.831848
0.083, 71.835907
0.063, 71.837647
0.070, 71.839264
0.065, 71.840790
0.065, 71.842346
0.073, 71.843872
0.068, 71.845612
0.070, 71.847168
0.068, 71.848725
0.063, 71.850250
0.068, 71.852844
0.041, 71.856110
0.073, 71.860535
0.061, 71.863648
0.063, 71.866242
0.048, 71.868622
0.080, 71.871704
0.070, 71.874390
0.073, 71.877472
0.070, 71.879120
0.061, 71.880707
0.065, 71.882233
0.065, 71.883759
0.063, 71.885590
0.068, 71.887146
0.070, 71.888703
0.065, 71.890228
0.070, 71.891754
0.068, 71.895416
0.070, 71.897858
0.075, 71.900208
0.053, 71.903168
0.090, 71.905823
0.051, 71.908203
0.073, 71.911286
0.080, 71.913971
0.073, 71.917114
0.068, 71.918762
0.065, 71.920349
0.063, 71.921875
0.068, 71.923401
0.061, 71.925202
0.068, 71.926758
0.061, 71.928314
0.058, 71.929840
0.070, 71.931366
0.068, 71.935303
0.083, 71.937714
0.080, 71.940094
0.075, 71.942871
0.048, 71.945679
0.048, 71.948090
0.080, 71.951141
0.070, 71.953827
0.073, 71.956970
0.063, 71.958618
0.070, 71.960175
0.068, 71.961731
0.070, 71.963257
0.068, 71.965058
0.061, 71.966614
0.058, 71.968170
0.065, 71.969696
0.061, 71.971222
0.068, 71.975372
0.068, 71.977783
0.078, 71.980164
0.075, 71.983124
0.078, 71.987976
0.080, 71.991058
0.063, 71.993988
0.078, 71.997101
0.068, 71.998779
0.070, 72.000366
0.058, 72.001892
0.058, 72.003418
0.061, 72.005188
0.058, 72.006775
0.061, 72.008301
0.068, 72.009857
0.073, 72.011383
0.068, 72.015289
0.078, 72.017700
0.046, 72.019928
0.051, 72.023041
0.058, 72.025604
0.056, 72.028015
0.061, 72.031067
0.075, 72.033753
0.068, 72.036926
0.065, 72.038574
0.065, 72.040131
0.061, 72.041687
0.065, 72.043213
0.068, 72.044983
0.058, 72.046570
0.068, 72.048126
0.065, 72.049652
0.070, 72.051178
0.058, 72.055206
0.051, 72.059204
0.048, 72.061951
0.070, 72.064331
0.046, 72.066834
0.085, 72.069855
0.083, 72.072144
0.075, 72.074402
0.063, 72.078217
0.080, 72.081604
0.065, 72.083283
0.063, 72.085114
0.063, 72.086731
0.070, 72.088287
0.068, 72.089844
0.063, 72.091370
0.061, 72.094971
0.053, 72.097443
0.078, 72.099671
0.075, 72.102844
0.053, 72.105499
0.075, 72.107758
0.075, 72.113495
0.075, 72.116791
0.061, 72.119293
0.061, 72.120911
0.061, 72.122467
0.063, 72.123993
0.068, 72.125824
0.070, 72.127381
0.068, 72.128937
0.065, 72.130432
0.061, 72.133118
0.073, 72.136231
0.065, 72.138550
0.053, 72.140839
0.090, 72.143799
0.065, 72.146332
0.080, 72.148712
0.087, 72.152130
0.083, 72.155914
0.063, 72.157715
0.063, 72.159302
0.070, 72.160889
0.063, 72.162415
0.061, 72.163941
0.061, 72.165741
0.063, 72.167298
0.061, 72.168823
0.065, 72.170380
0.063, 72.173004
0.048, 72.176056
0.068, 72.178436
0.051, 72.180725
0.083, 72.183685
0.080, 72.186279
0.075, 72.188599
0.058, 72.191681
0.083, 72.195770
0.073, 72.197479
0.070, 72.199097
0.065, 72.200653
0.063, 72.202179
0.065, 72.203705
0.061, 72.205475
0.061, 72.207031
0.070, 72.208588
0.068, 72.210114
0.068, 72.211640
0.078, 72.216034
0.083, 72.218414
0.058, 72.220734
0.061, 72.223694
0.048, 72.226318
0.085, 72.228668
0.073, 72.232178
0.068, 72.237610
0.063, 72.239319
0.065, 72.240906
0.068, 72.242493
0.065, 72.244019
0.061, 72.245789
0.065, 72.247345
0.061, 72.248871
0.061, 72.250397
0.068, 72.251923
0.065, 72.255615
0.080, 72.258026
0.048, 72.260468
0.070, 72.263428
0.058, 72.266052
0.083, 72.268402
0.085, 72.271820
0.083, 72.275543
0.068, 72.277283
0.073, 72.278900
0.063, 72.280457
0.070, 72.281983
0.063, 72.283478
0.058, 72.285248
0.061, 72.286865
0.061, 72.288391
0.070, 72.289948
0.061, 72.291443
0.063, 72.295075
0.051, 72.297547
0.075, 72.299774
0.080, 72.302735
0.073, 72.305420
0.078, 72.307831
0.070, 72.310822
0.070, 72.313721
0.075, 72.318939
0.063, 72.320679
0.063, 72.322266
0.070, 72.323822
0.068, 72.325592
0.061, 72.327149
0.070, 72.328705
0.068, 72.330200
0.063, 72.333008
0.043, 72.336121
0.075, 72.338471
0.051, 72.340759
0.083, 72.343750
0.065, 72.346283
0.080, 72.348633
0.073, 72.352142
0.068, 72.355744
0.065, 72.357483
0.063, 72.360596
0.061, 72.362274
0.065, 72.363861
0.068, 72.365631
0.058, 72.367218
0.061, 72.368775
0.065, 72.370331
0.065, 72.371826
0.058, 72.375794
0.078, 72.378113
0.058, 72.380524
0.058, 72.383423
0.056, 72.386231
0.056, 72.388611
0.061, 72.391480
0.075, 72.394379
0.073, 72.397461
0.073, 72.399109
0.058, 72.400696
0.068, 72.402222
0.061, 72.403778
0.063, 72.405548
0.065, 72.407105
0.068, 72.408661
0.073, 72.410187
0.070, 72.411682
0.061, 72.415405
0.068, 72.417847
0.056, 72.420166
0.051, 72.423157
0.065, 72.425781
0.073, 72.428192
0.058, 72.431000
0.075, 72.433930
0.068, 72.437042
0.068, 72.438721
0.063, 72.440308
0.061, 72.441834
0.070, 72.443390
0.068, 72.445160
0.068, 72.446716
0.070, 72.448273
0.065, 72.449799
0.061, 72.451325
0.058, 72.455383
0.075, 72.457764
0.073, 72.460144
0.058, 72.463196
0.053, 72.465759
0.048, 72.468109
0.078, 72.470947
0.068, 72.473877
0.073, 72.476990
0.068, 72.478668
0.061, 72.480225
0.061, 72.481781
0.068, 72.483338
0.063, 72.486542
0.061, 72.488159
0.065, 72.489685
0.068, 72.491242
0.068, 72.495392
0.085, 72.497833
0.048, 72.500153
0.073, 72.502960
0.053, 72.505524
0.075, 72.507874
0.063, 72.510864
0.073, 72.513794
0.061, 72.516907
0.061, 72.518555
0.065, 72.520142
0.068, 72.521698
0.065, 72.523224
0.063, 72.525025
0.073, 72.526581
0.073, 72.528137
0.061, 72.529694
0.061, 72.531220
0.065, 72.535370
0.073, 72.537811
0.078, 72.540009
0.058, 72.542999
0.051, 72.545746
0.051, 72.548096
0.061, 72.551178
0.073, 72.553925
0.065, 72.556976
0.068, 72.558594
0.063, 72.560150
0.073, 72.561768
0.061, 72.563294
0.068, 72.565125
0.068, 72.566681
0.068, 72.568237
0.063, 72.569733
0.058, 72.571259
0.068, 72.575379
0.075, 72.577789
0.070, 72.580170
0.085, 72.583130
0.063, 72.585785
0.073, 72.588196
0.053, 72.591278
0.075, 72.593964
0.070, 72.597656
0.058, 72.599365
0.065, 72.600983
0.058, 72.602539
0.070, 72.604065
0.058, 72.605835
0.068, 72.607391
0.063, 72.610413
0.065, 72.612061
0.058, 72.615723
0.063, 72.618134
0.056, 72.620484
0.058, 72.623474
0.061, 72.626038
0.078, 72.628418
0.073, 72.631500
0.073, 72.634186
0.065, 72.637299
0.063, 72.638947
0.065, 72.640503
0.063, 72.642059
0.068, 72.643585
0.073, 72.645355
0.063, 72.646942
0.073, 72.648499
0.065, 72.650025
0.065, 72.651520
0.058, 72.655396
0.070, 72.657807
0.056, 72.660156
0.063, 72.663147
0.058, 72.665802
0.053, 72.668152
0.056, 72.671234
0.073, 72.675324
0.070, 72.677094
0.068, 72.678681
0.063, 72.680237
0.070, 72.681793
0.063, 72.683319
0.061, 72.685120
0.058, 72.686707
0.061, 72.688263
0.068, 72.689789
0.068, 72.691315
0.070, 72.694946
0.080, 72.697449
0.073, 72.699677
0.073, 72.702667
0.070, 72.705322
0.048, 72.707214
0.053, 72.711304
0.078, 72.714050
0.065, 72.717133
0.068, 72.718781
0.065, 72.720337
0.063, 72.721863
0.061, 72.723389
0.063, 72.725189
0.070, 72.726776
0.065, 72.728333
0.073, 72.729859
0.063, 72.731354
0.063, 72.740631
0.053, 72.743164
0.053, 72.746491
0.056, 72.748932
0.075, 72.751129
0.078, 72.754120
0.078, 72.757599
0.075, 72.760224
0.070, 72.761871
0.061, 72.763458
0.068, 72.765320
0.068, 72.766876
0.068, 72.768433
0.061, 72.769959
0.058, 72.771485
0.068, 72.775360
0.078, 72.777802
0.053, 72.780182
0.056, 72.783173
0.090, 72.785797
0.083, 72.788117
0.056, 72.791504
0.085, 72.795258
0.068, 72.796997
0.068, 72.798584
0.068, 72.800141
0.068, 72.801697
0.058, 72.803223
0.068, 72.804993
0.070, 72.806580
0.063, 72.808106
0.070, 72.809662
0.065, 72.811188
0.068, 72.815064
0.070, 72.817475
0.058, 72.819855
0.095, 72.822846
0.048, 72.825379
0.075, 72.827759
0.080, 72.830658
0.068, 72.833588
0.075, 72.836762
0.068, 72.838410
0.063, 72.839996
0.070, 72.841553
0.061, 72.843079
0.068, 72.844879
0.065, 72.846466
0.061, 72.848023
0.070, 72.849548
0.068, 72.851044
0.058, 72.855286
0.080, 72.857697
0.056, 72.862763
0.061, 72.865448
0.085, 72.867859
0.056, 72.870850
0.073, 72.873779
0.068, 72.876862
0.061, 72.878510
0.065, 72.880066
0.068, 72.881653
0.068, 72.883179
0.063, 72.884949
0.065, 72.886505
0.061, 72.888062
0.065, 72.889557
0.065, 72.891113
0.063, 72.895416
0.075, 72.897797
0.078, 72.900116
0.070, 72.903107
0.061, 72.905731
0.075, 72.907990
0.073, 72.910919
0.075, 72.913849
0.068, 72.916931
0.063, 72.918610
0.065, 72.920166
0.063, 72.921723
0.068, 72.923248
0.065, 72.925171
0.068, 72.926819
0.070, 72.928375
0.063, 72.929932
0.061, 72.931458
0.068, 72.935547
0.075, 72.937866
0.058, 72.940247
0.078, 72.943237
0.090, 72.945892
0.053, 72.948242
0.073, 72.951325
0.041, 72.954407
0.061, 72.957092
0.063, 72.958740
0.063, 72.960297
0.065, 72.961853
0.061, 72.963379
0.063, 72.965180
0.068, 72.966828
0.061, 72.968384
0.068, 72.969910
0.065, 72.971436
0.070, 72.975739
0.043, 72.978119
0.085, 72.980408
0.046, 72.985870
0.078, 72.988373
0.051, 72.991486
0.075, 72.994171
0.065, 72.997315
0.068, 72.998993
0.065, 73.000549
0.065, 73.002106
0.068, 73.003632
0.063, 73.005371
0.063, 73.006897
0.070, 73.008484
0.063, 73.010010
0.068, 73.011536
0.073, 73.015412
0.073, 73.017792
0.068, 73.020203
0.053, 73.023163
0.063, 73.025818
0.048, 73.028046
0.061, 73.029907
0.068, 73.033966
0.063, 73.036987
0.061, 73.038635
0.061, 73.040222
0.061, 73.041748
0.070, 73.043305
0.068, 73.045075
0.070, 73.046662
0.070, 73.048187
0.068, 73.049713
0.061, 73.051209
0.058, 73.054169
0.080, 73.060150
0.087, 73.062714
0.078, 73.065369
0.053, 73.068390
0.056, 73.070954
0.073, 73.073364
0.078, 73.076843
0.078, 73.079559
0.075, 73.082459
0.061, 73.084107
0.056, 73.085968
0.063, 73.087586
0.061, 73.089142
0.063, 73.090668
0.065, 73.092194
0.065, 73.095886
0.065, 73.098297
0.051, 73.100647
0.070, 73.103607
0.061, 73.106232
0.085, 73.109985
0.087, 73.114075
0.075, 73.117218
0.080, 73.120026
0.063, 73.121704
0.063, 73.123291
0.063, 73.125122
0.068, 73.126709
0.058, 73.128235
0.061, 73.129761
0.070, 73.131287
0.065, 73.134735
0.058, 73.137390
0.056, 73.139740
0.070, 73.142700
0.063, 73.145264
0.070, 73.147644
0.063, 73.150665
0.078, 73.153351
0.073, 73.156555
0.073, 73.158234
0.068, 73.159821
0.070, 73.161347
0.070, 73.162872
0.070, 73.164398
0.065, 73.166199
0.068, 73.167786
0.068, 73.169312
0.065, 73.170868
0.065, 73.173065
0.056, 73.176178
0.061, 73.178650
0.048, 73.180939
0.043, 73.183899
0.051, 73.186524
0.053, 73.188873
0.087, 73.192413
0.073, 73.196015
0.063, 73.197693
0.068, 73.199310
0.061, 73.200836
0.068, 73.202393
0.065, 73.203919
0.061, 73.205719
0.063, 73.207276
0.061, 73.208801
0.061, 73.210327
0.070, 73.211853
0.063, 73.215454
0.051, 73.218048
0.083, 73.220276
0.068, 73.223236
0.083, 73.225922
0.043, 73.228333
0.073, 73.231293
0.063, 73.237244
0.065, 73.239014
0.065, 73.240631
0.068, 73.242188
0.061, 73.243714
0.063, 73.245514
0.070, 73.247070
0.068, 73.248627
0.068, 73.250153
0.061, 73.251679
0.065, 73.255371
0.080, 73.257752
0.053, 73.260162
0.070, 73.263153
0.056, 73.265778
0.070, 73.268036
0.075, 73.271027
0.065, 73.273956
0.053, 73.277069
0.065, 73.278717
0.068, 73.280304
0.063, 73.281830
0.065, 73.283386
0.063, 73.285156
0.065, 73.286743
0.068, 73.288300
0.065, 73.289826
0.065, 73.291351
0.068, 73.295197
0.080, 73.297577
0.080, 73.299896
0.078, 73.302826
0.053, 73.305390
0.058, 73.307770
0.061, 73.310822
0.078, 73.313507
0.073, 73.318756
0.068, 73.320465
0.070, 73.322083
0.061, 73.323639
0.073, 73.325379
0.061, 73.326965
0.061, 73.328522
0.068, 73.330048
0.065, 73.331574
0.068, 73.335083
0.070, 73.337586
0.075, 73.339905
0.056, 73.342865
0.053, 73.345459
0.075, 73.347717
0.070, 73.350678
0.070, 73.353638
0.075, 73.356751
0.070, 73.359741
0.068, 73.361450
0.065, 73.363037
0.065, 73.364594
0.070, 73.366455
0.068, 73.368012
0.068, 73.369537
0.065, 73.371094
0.070, 73.375855
0.078, 73.378235
0.065, 73.380554
0.075, 73.383515
0.075, 73.386139
0.080, 73.388489
0.051, 73.391937
0.075, 73.395661
0.061, 73.397370
0.068, 73.398987
0.068, 73.400543
0.065, 73.402069
0.070, 73.403626
0.070, 73.405365
0.068, 73.406922
0.065, 73.408447
0.061, 73.410004
0.063, 73.411530
0.061, 73.415009
0.075, 73.417450
0.051, 73.419739
0.075, 73.422730
0.058, 73.425415
0.083, 73.427796
0.053, 73.429596
0.068, 73.433746
0.073, 73.436768
0.070, 73.438416
0.070, 73.440003
0.061, 73.441528
0.070, 73.443054
0.061, 73.444855
0.065, 73.446472
0.065, 73.447998
0.070, 73.449524
0.073, 73.451050
0.061, 73.455139
0.075, 73.457855
0.080, 73.460266
0.078, 73.463287
0.056, 73.465943
0.056, 73.468353
0.058, 73.471161
0.080, 73.474091
0.061, 73.487518
0.065, 73.489227
0.070, 73.490814
0.068, 73.497772
0.068, 73.505158
0.053, 73.507630
0.083, 73.515167
0.048, 73.517731
0.056, 73.519989
0.068, 73.527008
0.070, 73.536102
0.046, 73.538818
0.058, 73.541229
0.053, 73.544342
0.085, 73.546936
0.085, 73.549317
0.056, 73.552979
0.068, 73.558045
0.063, 73.560303
0.065, 73.561951
0.061, 73.563507
0.065, 73.565308
0.070, 73.566895
0.068, 73.568451
0.063, 73.569946
0.063, 73.571472
0.061, 73.575592
0.068, 73.578003
0.056, 73.580322
0.070, 73.583313
0.061, 73.585968
0.056, 73.588318
0.061, 73.591400
0.075, 73.594086
0.063, 73.597809
0.065, 73.599518
0.065, 73.601135
0.063, 73.602661
0.070, 73.604218
0.058, 73.605988
0.068, 73.607544
0.061, 73.610565
0.063, 73.614624
0.075, 73.617462
0.070, 73.619721
0.068, 73.622681
0.075, 73.625305
0.080, 73.627716
0.053, 73.629578
0.075, 73.633606
0.080, 73.636719
0.063, 73.638367
0.065, 73.639923
0.068, 73.641449
0.063, 73.642975
0.063, 73.644501
0.061, 73.646332
0.063, 73.647888
0.065, 73.649414
0.063, 73.650940
0.068, 73.655304
0.073, 73.657745
0.075, 73.660156
0.068, 73.662964
0.056, 73.665558
0.046, 73.667969
0.065, 73.670929
0.068, 73.673889
0.068, 73.677063
0.070, 73.678711
0.063, 73.680267
0.070, 73.681854
0.061, 73.683380
0.061, 73.685181
0.063, 73.686737
0.068, 73.688294
0.065, 73.689819
0.068, 73.691345
0.070, 73.695526
0.075, 73.697907
0.053, 73.700256
0.075, 73.703186
0.090, 73.705811
0.051, 73.708100
0.053, 73.712525
0.068, 73.715759
0.065, 73.717499
0.061, 73.719086
0.063, 73.720642
0.063, 73.722168
0.065, 73.723694
0.061, 73.725464
0.068, 73.727020
0.070, 73.728577
0.063, 73.730072
0.063, 73.731598
0.068, 73.736664
0.073, 73.739075
0.053, 73.741425
0.056, 73.744415
0.061, 73.747040
