Original Header:


CSV Header:

The voltages are now in volts.
The time is in seconds, subtracting off the startTime.
0.061, 14.167114
0.061, 14.168640
0.063, 14.170166
0.065, 14.173554
0.085, 14.176270
0.080, 14.178650
0.078, 14.181610
0.058, 14.184021
0.075, 14.186646
0.078, 14.189789
0.078, 14.192505
0.070, 14.195587
0.063, 14.197266
0.073, 14.198853
0.070, 14.200379
0.070, 14.201904
0.058, 14.203430
0.063, 14.205200
0.068, 14.206757
0.070, 14.208313
0.068, 14.209808
0.061, 14.212036
0.046, 14.215180
0.083, 14.217529
0.043, 14.219849
0.048, 14.222809
0.078, 14.225433
0.083, 14.227814
0.051, 14.231354
0.078, 14.235016
0.065, 14.236756
0.061, 14.238342
0.065, 14.241333
0.068, 14.243012
0.068, 14.244751
0.065, 14.246430
0.063, 14.247986
0.065, 14.249512
0.063, 14.253418
0.061, 14.256073
0.048, 14.258484
0.053, 14.260346
0.051, 14.263275
0.078, 14.265839
0.073, 14.268189
0.078, 14.272095
0.068, 14.275360
0.061, 14.277039
0.068, 14.278595
0.061, 14.280152
0.063, 14.281677
0.065, 14.283203
0.065, 14.285004
0.065, 14.286560
0.058, 14.288086
0.070, 14.289612
0.058, 14.293457
0.078, 14.296112
0.041, 14.298523
0.075, 14.300354
0.051, 14.303375
0.051, 14.306488
0.056, 14.308289
0.080, 14.312195
0.070, 14.317658
0.063, 14.319428
0.070, 14.321045
0.070, 14.322601
0.065, 14.324127
0.061, 14.325989
0.063, 14.327545
0.065, 14.329102
0.068, 14.330628
0.056, 14.334503
0.043, 14.337128
0.051, 14.339447
0.058, 14.342468
0.063, 14.345032
0.061, 14.347382
0.078, 14.350891
0.073, 14.354279
0.065, 14.356201
0.070, 14.357819
0.065, 14.359406
0.068, 14.360932
0.065, 14.362457
0.070, 14.367249
0.058, 14.368958
0.070, 14.370545
0.065, 14.374115
0.083, 14.376892
0.075, 14.379242
0.048, 14.382202
0.085, 14.384552
0.051, 14.387146
0.080, 14.390717
0.070, 14.394104
0.065, 14.396027
0.063, 14.397644
0.061, 14.399201
0.070, 14.400726
0.070, 14.402252
0.063, 14.403778
0.065, 14.405548
0.065, 14.407105
0.065, 14.408631
0.063, 14.410187
0.068, 14.413941
0.073, 14.416565
0.078, 14.418945
0.085, 14.421906
0.061, 14.424286
0.070, 14.426880
0.075, 14.430054
0.073, 14.432739
0.075, 14.435852
0.065, 14.437500
0.063, 14.439057
0.068, 14.440582
0.058, 14.442108
0.061, 14.443634
0.070, 14.445374
0.073, 14.446930
0.063, 14.448486
0.070, 14.449982
0.068, 14.454071
0.065, 14.456665
0.058, 14.459046
0.061, 14.462006
0.053, 14.464203
0.070, 14.466980
0.078, 14.470093
0.075, 14.472748
0.078, 14.475861
0.068, 14.477509
0.061, 14.479096
0.068, 14.480621
0.068, 14.482147
0.061, 14.483673
0.058, 14.485443
0.065, 14.487000
0.063, 14.488526
0.065, 14.494202
0.056, 14.496826
0.053, 14.499176
0.058, 14.502197
0.075, 14.504517
0.051, 14.507111
0.041, 14.510559
0.092, 14.514038
0.070, 14.515961
0.061, 14.517609
0.061, 14.519135
0.063, 14.520691
0.070, 14.522217
0.068, 14.523712
0.063, 14.525482
0.061, 14.527039
0.065, 14.528626
0.068, 14.530182
0.063, 14.533600
0.048, 14.537384
0.041, 14.540527
0.080, 14.542877
0.083, 14.545410
0.090, 14.548432
0.061, 14.550781
0.058, 14.553131
0.058, 14.556458
0.080, 14.560303
0.073, 14.562012
0.058, 14.563599
0.063, 14.565338
0.068, 14.566925
0.073, 14.568451
0.065, 14.569977
0.065, 14.572205
0.070, 14.575958
0.053, 14.577759
0.078, 14.580048
0.080, 14.583038
0.061, 14.585602
0.051, 14.587921
0.051, 14.591461
0.078, 14.594971
0.070, 14.598145
0.068, 14.599823
0.061, 14.601380
0.061, 14.602905
0.065, 14.604431
0.068, 14.606232
0.063, 14.607788
0.068, 14.609314
0.063, 14.610840
0.070, 14.614319
0.068, 14.619141
0.065, 14.622009
0.053, 14.624573
0.053, 14.627197
0.053, 14.630341
0.078, 14.633026
0.080, 14.636200
0.063, 14.637848
0.061, 14.639435
0.058, 14.640961
0.063, 14.642517
0.068, 14.644013
0.063, 14.645813
0.070, 14.647370
0.063, 14.648895
0.061, 14.650421
0.061, 14.653961
0.056, 14.656586
0.053, 14.658936
0.063, 14.661896
0.061, 14.664215
0.073, 14.666779
0.061, 14.669830
0.053, 14.673676
0.070, 14.675598
0.061, 14.677246
0.065, 14.678803
0.061, 14.680329
0.063, 14.681854
0.065, 14.683380
0.065, 14.685120
0.068, 14.686737
0.068, 14.688263
0.065, 14.689819
0.058, 14.693573
0.087, 14.696289
0.075, 14.698700
0.051, 14.701691
0.056, 14.703888
0.073, 14.706604
0.075, 14.711151
0.051, 14.715424
0.065, 14.717194
0.065, 14.718811
0.070, 14.720368
0.061, 14.721893
0.068, 14.723450
0.061, 14.725220
0.061, 14.726807
0.068, 14.728333
0.063, 14.729828
0.065, 14.732086
0.080, 14.735779
0.048, 14.737610
0.046, 14.742798
0.087, 14.745361
0.051, 14.747864
0.085, 14.751892
0.068, 14.755127
0.063, 14.756836
0.061, 14.758423
0.068, 14.759979
0.065, 14.761505
0.065, 14.763031
0.065, 14.764557
0.065, 14.766388
0.058, 14.767914
0.063, 14.769470
0.061, 14.772217
0.075, 14.776093
0.075, 14.778351
0.075, 14.781342
0.083, 14.783753
0.046, 14.786316
0.075, 14.788178
0.075, 14.792236
0.075, 14.795319
0.063, 14.796997
0.070, 14.798554
0.070, 14.800110
0.063, 14.801636
0.065, 14.803162
0.068, 14.804932
0.061, 14.806488
0.063, 14.808045
0.068, 14.809570
0.065, 14.811096
0.070, 14.814545
0.058, 14.817902
0.053, 14.820313
0.080, 14.823456
0.075, 14.826080
0.078, 14.828461
0.083, 14.832520
0.073, 14.835755
0.068, 14.837464
0.058, 14.839050
0.070, 14.840607
0.061, 14.842194
0.065, 14.843750
0.065, 14.845520
0.073, 14.847138
0.065, 14.848694
0.068, 14.850220
0.065, 14.853485
0.056, 14.856140
0.078, 14.858551
0.058, 14.861542
0.048, 14.863373
0.051, 14.867432
0.056, 14.869873
0.083, 14.873779
0.070, 14.876953
0.068, 14.878632
0.065, 14.880188
0.063, 14.881745
0.065, 14.883270
0.068, 14.885071
0.061, 14.886658
0.061, 14.888184
0.058, 14.889710
0.065, 14.891235
0.068, 14.894959
0.061, 14.897308
0.092, 14.899628
0.061, 14.902619
0.078, 14.905182
0.048, 14.907501
0.078, 14.910889
0.080, 14.914459
0.065, 14.916443
0.061, 14.918060
0.068, 14.919617
0.063, 14.921143
0.063, 14.922669
0.065, 14.924194
0.063, 14.925934
0.068, 14.927490
0.065, 14.929047
0.070, 14.930603
0.068, 14.933899
0.056, 14.936707
0.056, 14.938965
0.058, 14.942017
0.043, 14.944428
0.075, 14.947052
0.061, 14.950043
0.070, 14.953003
0.070, 14.956146
0.068, 14.957794
0.065, 14.959381
0.061, 14.960907
0.065, 14.962433
0.068, 14.963989
0.065, 14.965759
0.068, 14.967316
0.058, 14.968842
0.063, 14.970368
0.065, 14.973938
0.058, 14.976563
0.073, 14.978974
0.063, 14.981781
0.048, 14.984192
0.053, 14.986206
0.073, 14.988556
0.078, 14.993988
0.073, 14.997070
0.063, 14.998749
0.068, 15.000305
0.068, 15.001862
0.065, 15.003388
0.068, 15.005158
0.061, 15.006745
0.063, 15.008301
0.065, 15.009827
0.068, 15.012024
0.065, 15.015289
0.046, 15.018189
0.048, 15.019959
0.051, 15.022949
0.085, 15.025543
0.080, 15.027863
0.080, 15.031769
0.073, 15.035034
0.068, 15.036743
0.070, 15.038300
0.073, 15.039856
0.070, 15.041382
0.070, 15.042908
0.061, 15.044495
0.073, 15.046326
0.068, 15.047882
0.065, 15.049408
0.058, 15.050934
0.070, 15.054382
0.085, 15.056946
0.090, 15.059296
0.073, 15.062287
0.078, 15.064881
0.085, 15.067261
0.095, 15.071198
0.073, 15.074219
0.070, 15.076264
0.058, 15.077942
0.068, 15.079498
0.068, 15.081055
0.068, 15.082581
0.063, 15.084076
0.065, 15.085816
0.063, 15.087402
0.065, 15.088928
0.061, 15.090454
0.065, 15.094055
0.073, 15.096680
0.061, 15.099030
0.083, 15.102020
0.085, 15.104370
0.087, 15.106903
0.056, 15.110474
0.073, 15.113861
0.063, 15.117218
0.065, 15.118897
0.068, 15.120453
0.070, 15.122009
0.061, 15.123566
0.065, 15.125336
0.068, 15.126892
0.070, 15.128449
0.068, 15.129975
0.068, 15.133942
0.043, 15.136536
0.053, 15.138916
0.078, 15.141876
0.053, 15.144318
0.065, 15.146942
0.056, 15.150360
0.080, 15.153931
0.063, 15.155884
0.068, 15.157501
0.061, 15.159088
0.061, 15.160614
0.063, 15.162140
0.068, 15.163635
0.063, 15.165375
0.063, 15.166931
0.070, 15.168457
0.068, 15.169983
0.063, 15.173584
0.085, 15.176361
0.053, 15.178742
0.075, 15.181702
0.053, 15.183960
0.078, 15.186676
0.073, 15.189697
0.075, 15.192383
0.075, 15.195465
0.065, 15.197113
0.065, 15.198670
0.068, 15.200226
0.068, 15.201721
0.063, 15.203247
0.065, 15.205017
0.070, 15.206604
0.063, 15.208161
0.065, 15.209686
0.070, 15.211945
0.053, 15.215119
0.075, 15.217499
0.075, 15.219788
0.073, 15.222778
0.080, 15.225372
0.085, 15.227722
0.095, 15.231659
0.080, 15.234924
0.065, 15.236633
0.070, 15.238251
0.068, 15.241150
0.061, 15.242798
0.070, 15.244385
0.058, 15.246185
0.065, 15.247742
0.065, 15.249298
0.058, 15.250855
0.065, 15.254334
0.070, 15.256928
0.046, 15.259247
0.068, 15.262268
0.063, 15.264740
0.083, 15.267182
0.058, 15.270264
0.080, 15.274140
0.061, 15.276093
0.065, 15.277710
0.065, 15.279266
0.065, 15.280792
0.068, 15.282318
0.061, 15.283875
0.068, 15.285675
0.068, 15.287232
0.070, 15.288757
0.068, 15.290253
0.073, 15.293579
0.083, 15.296417
0.051, 15.298798
0.056, 15.301636
0.073, 15.304016
0.058, 15.306671
0.083, 15.309631
0.073, 15.312531
0.078, 15.317780
0.065, 15.319489
0.070, 15.321106
0.070, 15.322662
0.061, 15.324188
0.070, 15.325958
0.061, 15.327545
0.070, 15.329071
0.065, 15.331970
0.075, 15.335114
0.046, 15.337525
0.075, 15.339844
0.046, 15.342804
0.085, 15.345398
0.083, 15.347839
0.085, 15.351410
0.070, 15.355042
0.065, 15.356751
0.065, 15.358338
0.061, 15.359894
0.068, 15.361420
0.070, 15.362946
0.073, 15.366028
0.061, 15.367737
0.063, 15.369324
0.068, 15.372284
0.051, 15.376495
0.056, 15.378967
0.068, 15.381958
0.051, 15.384216
0.048, 15.386810
0.061, 15.390045
0.073, 15.392761
0.080, 15.395844
0.063, 15.397492
0.068, 15.399048
0.065, 15.400604
0.065, 15.402161
0.061, 15.403687
0.065, 15.405457
0.065, 15.407044
0.065, 15.408569
0.068, 15.410095
0.068, 15.414063
0.070, 15.416657
0.073, 15.419068
0.053, 15.421875
0.056, 15.424286
0.080, 15.429779
0.048, 15.495911
0.068, 15.500519
0.065, 15.502197
0.068, 15.503784
0.065, 15.506043
0.065, 15.507813
0.061, 15.512299
0.065, 15.515045
0.056, 15.517487
0.068, 15.520508
0.078, 15.522858
0.056, 15.525391
0.070, 15.528504
0.075, 15.532318
0.073, 15.534027
0.065, 15.535889
0.063, 15.539826
0.070, 15.542267
0.092, 15.544891
0.056, 15.547913
0.085, 15.550324
0.083, 15.552673
0.056, 15.556397
0.078, 15.559784
0.070, 15.561493
0.073, 15.563080
0.068, 15.564911
0.070, 15.566498
0.070, 15.568054
0.065, 15.569580
0.058, 15.571106
0.063, 15.572632
0.068, 15.574158
0.065, 15.575897
0.070, 15.579346
0.080, 15.582764
0.056, 15.586304
0.041, 15.588623
0.087, 15.590973
0.087, 15.593933
0.053, 15.596527
0.048, 15.598877
0.075, 15.601959
0.078, 15.605347
0.061, 15.608215
0.068, 15.609863
0.058, 15.611420
0.068, 15.612946
0.063, 15.616058
0.068, 15.619782
0.075, 15.622193
0.080, 15.624420
0.080, 15.627808
0.058, 15.630158
0.058, 15.632507
0.051, 15.635834
0.078, 15.638519
0.075, 15.641602
0.063, 15.644074
0.070, 15.645966
0.068, 15.647553
0.061, 15.649079
0.068, 15.650696
0.068, 15.652222
0.068, 15.653748
0.068, 15.655518
0.065, 15.659058
0.083, 15.661499
0.056, 15.663880
0.078, 15.667084
0.058, 15.669464
0.073, 15.671845
0.073, 15.674957
0.073, 15.677918
0.083, 15.680817
0.075, 15.682434
0.068, 15.684021
0.065, 15.685791
0.063, 15.687378
0.063, 15.688904
0.061, 15.690430
0.061, 15.691956
0.063, 15.693482
0.065, 15.695252
0.070, 15.697540
0.039, 15.700409
0.048, 15.702759
0.051, 15.705322
0.075, 15.708344
0.053, 15.711060
0.048, 15.713410
0.048, 15.717255
0.068, 15.720642
0.063, 15.722321
0.068, 15.723908
0.063, 15.725708
0.063, 15.727295
0.058, 15.728821
0.058, 15.730347
0.063, 15.731873
0.065, 15.733399
0.065, 15.735169
0.058, 15.737915
0.048, 15.742218
0.046, 15.745453
0.048, 15.747254
0.070, 15.750244
0.046, 15.752655
0.080, 15.755219
0.068, 15.759339
0.075, 15.762177
0.070, 15.763825
0.061, 15.765656
0.073, 15.767212
0.063, 15.768768
0.068, 15.770294
0.065, 15.771851
0.068, 15.773377
0.065, 15.775116
0.061, 15.777680
0.068, 15.780609
0.078, 15.782990
0.073, 15.785492
0.051, 15.788483
0.073, 15.790833
0.061, 15.793091
0.075, 15.796906
0.070, 15.800293
0.063, 15.801972
0.070, 15.803558
0.058, 15.805329
0.065, 15.806946
0.058, 15.808502
0.068, 15.810028
0.061, 15.811554
0.068, 15.813080
0.068, 15.814728
0.063, 15.816406
0.063, 15.819885
0.051, 15.822174
0.080, 15.824524
0.056, 15.827759
0.056, 15.830200
0.080, 15.832581
0.073, 15.835785
0.075, 15.838745
0.075, 15.841583
0.063, 15.843231
0.070, 15.845062
0.065, 15.846649
0.063, 15.848206
0.061, 15.849762
0.070, 15.851288
0.073, 15.852875
0.070, 15.854431
0.061, 15.856201
0.070, 15.859711
0.075, 15.862061
0.075, 15.867157
0.078, 15.869629
0.078, 15.872009
0.056, 15.873779
0.053, 15.878052
0.073, 15.881043
0.063, 15.882691
0.068, 15.884277
0.065, 15.886048
0.063, 15.887634
0.065, 15.889160
0.065, 15.890686
0.065, 15.892182
0.065, 15.893707
0.068, 15.895447
0.065, 15.899109
0.046, 15.901489
0.046, 15.903259
0.046, 15.905823
0.087, 15.908844
0.087, 15.911163
0.080, 15.913452
0.092, 15.917206
0.078, 15.920624
0.061, 15.922333
0.058, 15.923920
0.065, 15.925751
0.065, 15.927307
0.070, 15.928833
0.061, 15.930359
0.070, 15.931885
0.061, 15.933411
0.068, 15.935150
0.061, 15.937775
0.046, 15.940674
0.080, 15.943024
0.078, 15.945587
0.056, 15.948578
0.080, 15.950928
0.043, 15.953339
0.078, 15.957184
0.065, 15.960541
0.063, 15.962250
0.068, 15.963837
0.065, 15.965637
0.061, 15.967194
0.063, 15.968720
0.063, 15.970245
0.065, 15.971771
0.068, 15.973267
0.063, 15.975037
0.061, 15.977814
0.048, 15.980713
0.073, 15.983093
0.056, 15.985626
0.073, 15.988648
0.078, 15.993256
0.078, 15.996582
0.075, 15.999268
0.075, 16.002167
0.061, 16.003815
0.068, 16.005615
0.070, 16.007202
0.063, 16.008759
0.058, 16.010285
0.065, 16.011841
0.061, 16.013367
0.065, 16.015137
0.063, 16.016693
0.070, 16.020172
0.065, 16.022553
0.053, 16.025116
0.078, 16.028137
0.051, 16.030548
0.058, 16.032868
0.053, 16.036255
0.073, 16.038971
0.080, 16.041840
0.063, 16.043488
0.070, 16.045288
0.065, 16.046906
0.070, 16.048462
0.068, 16.049988
0.065, 16.051483
0.065, 16.053009
0.065, 16.054596
0.070, 16.056427
0.073, 16.059876
0.073, 16.062225
0.053, 16.064545
0.056, 16.067749
0.058, 16.070160
0.058, 16.072479
0.053, 16.076050
0.073, 16.079651
0.065, 16.081391
0.068, 16.083161
0.065, 16.084992
0.058, 16.086609
0.070, 16.088165
0.065, 16.089691
0.068, 16.091217
0.065, 16.092743
0.070, 16.094269
0.065, 16.096008
0.068, 16.099640
0.083, 16.102081
0.083, 16.104309
0.080, 16.107544
0.046, 16.109985
0.053, 16.112366
0.051, 16.114105
0.065, 16.119934
0.068, 16.122803
0.061, 16.124451
0.070, 16.126343
0.068, 16.127930
0.068, 16.129486
0.068, 16.130982
0.068, 16.132538
0.065, 16.134064
0.061, 16.135834
0.068, 16.138092
0.075, 16.140961
0.073, 16.143280
0.056, 16.145813
0.058, 16.148834
0.080, 16.151154
0.053, 16.153443
0.056, 16.157745
0.075, 16.160706
0.070, 16.162415
0.063, 16.164002
0.070, 16.166046
0.068, 16.167664
0.061, 16.169190
0.065, 16.170746
0.063, 16.172272
0.061, 16.173798
0.070, 16.175568
0.070, 16.179260
0.080, 16.181702
0.053, 16.184082
0.063, 16.187439
0.058, 16.189697
0.073, 16.192078
0.063, 16.195221
0.068, 16.198151
0.073, 16.201050
0.065, 16.202698
0.065, 16.204254
0.058, 16.206055
0.063, 16.207642
0.065, 16.209168
0.065, 16.210693
0.065, 16.212219
0.065, 16.213745
0.065, 16.215485
0.068, 16.217713
0.075, 16.220612
0.078, 16.222962
0.073, 16.225464
0.078, 16.228485
0.075, 16.230835
0.056, 16.233093
0.075, 16.236908
0.078, 16.241730
0.065, 16.243469
0.068, 16.245361
0.061, 16.246979
0.065, 16.248535
0.065, 16.250061
0.070, 16.251587
0.061, 16.253113
0.068, 16.254883
0.065, 16.257568
0.051, 16.260498
0.070, 16.262818
0.041, 16.265381
0.078, 16.268372
0.058, 16.270722
0.065, 16.273041
0.061, 16.276734
0.080, 16.280335
0.063, 16.282044
0.070, 16.283631
0.061, 16.285401
0.063, 16.287018
0.065, 16.288544
0.058, 16.290100
0.063, 16.291596
0.063, 16.293121
0.065, 16.294769
0.070, 16.299439
0.046, 16.302307
0.073, 16.304932
0.080, 16.307312
0.065, 16.310272
0.090, 16.312622
0.083, 16.315186
0.083, 16.318787
0.070, 16.322144
0.063, 16.323853
0.061, 16.325684
0.065, 16.327271
0.065, 16.328827
0.063, 16.330353
0.065, 16.331879
0.070, 16.333405
0.063, 16.335144
0.068, 16.336731
0.068, 16.340210
0.068, 16.342499
0.053, 16.345001
0.085, 16.348023
0.075, 16.350342
0.073, 16.352692
0.075, 16.356384
0.078, 16.359894
0.061, 16.361603
0.065, 16.363190
0.070, 16.366333
0.063, 16.368012
0.063, 16.369629
0.061, 16.371155
0.065, 16.372711
0.070, 16.374207
0.061, 16.376160
0.061, 16.379730
0.073, 16.382141
0.075, 16.384430
0.068, 16.387665
0.058, 16.390045
0.080, 16.392273
0.085, 16.395538
0.068, 16.398529
0.075, 16.401428
0.065, 16.403076
0.058, 16.404907
0.058, 16.406525
0.065, 16.408051
0.061, 16.409577
0.063, 16.411102
0.068, 16.412628
0.065, 16.414154
0.068, 16.415924
0.068, 16.419708
0.075, 16.422150
0.068, 16.424317
0.078, 16.427673
0.058, 16.430115
0.080, 16.432312
0.058, 16.435547
0.073, 16.438507
0.065, 16.441406
0.061, 16.443054
0.061, 16.444855
0.065, 16.446472
0.061, 16.448029
0.070, 16.449555
0.070, 16.451080
0.058, 16.452606
0.070, 16.454132
0.068, 16.455872
0.063, 16.459870
0.073, 16.462311
0.051, 16.464813
0.075, 16.467835
0.058, 16.470215
0.043, 16.472443
0.073, 16.475922
0.046, 16.479065
0.075, 16.481537
0.068, 16.483154
0.061, 16.484985
0.065, 16.486572
0.068, 16.488129
0.065, 16.491058
0.065, 16.492676
0.061, 16.494263
0.058, 16.496033
0.063, 16.499390
0.080, 16.501831
0.075, 16.503571
0.048, 16.506134
0.043, 16.509155
0.075, 16.511536
0.070, 16.513825
0.065, 16.518006
0.068, 16.521027
0.068, 16.522736
0.070, 16.524323
0.068, 16.526123
0.070, 16.527680
0.070, 16.529236
0.068, 16.530792
0.068, 16.532318
0.063, 16.533844
0.068, 16.535584
0.063, 16.537872
0.046, 16.540802
0.061, 16.543152
0.070, 16.545685
0.061, 16.548676
0.063, 16.551026
0.083, 16.553375
0.075, 16.557190
0.078, 16.560608
0.073, 16.562287
0.073, 16.563873
0.070, 16.565674
0.061, 16.567261
0.061, 16.568787
0.068, 16.570313
0.058, 16.571839
0.056, 16.573334
0.061, 16.575134
0.068, 16.577820
0.043, 16.581574
0.053, 16.585480
0.075, 16.587891
0.048, 16.590210
0.063, 16.593170
0.053, 16.595825
0.075, 16.598206
0.065, 16.601288
0.073, 16.603974
0.073, 16.607453
0.065, 16.609131
0.065, 16.610718
0.065, 16.612244
0.073, 16.613770
0.070, 16.619354
0.073, 16.621857
0.078, 16.624237
0.056, 16.627625
0.068, 16.629883
0.073, 16.632263
0.075, 16.635498
0.068, 16.638458
0.070, 16.641541
0.063, 16.643982
0.068, 16.645874
0.070, 16.647461
0.068, 16.648987
0.068, 16.650543
0.065, 16.652069
0.065, 16.653595
0.073, 16.655304
0.065, 16.657959
0.048, 16.660858
0.080, 16.663208
0.046, 16.665772
0.083, 16.668762
0.092, 16.671112
0.065, 16.673432
0.058, 16.677185
0.083, 16.680603
0.073, 16.682312
0.061, 16.683899
0.065, 16.685700
0.063, 16.687287
0.068, 16.688843
0.068, 16.690399
0.068, 16.691925
0.065, 16.693421
0.073, 16.695160
0.065, 16.697815
0.068, 16.700684
0.041, 16.703034
0.048, 16.705506
0.048, 16.708649
0.068, 16.711914
0.070, 16.715180
0.075, 16.718109
0.073, 16.721008
0.063, 16.722656
0.070, 16.724213
0.070, 16.726013
0.061, 16.727600
0.070, 16.729126
0.068, 16.730652
0.063, 16.732178
0.061, 16.733704
0.061, 16.735443
0.065, 16.737671
0.053, 16.742066
0.043, 16.744476
0.051, 16.747040
0.075, 16.750061
0.048, 16.752411
0.046, 16.754975
0.075, 16.759155
0.078, 16.762024
0.070, 16.763703
0.070, 16.765503
0.070, 16.767059
0.073, 16.768616
0.068, 16.770142
0.061, 16.771668
0.065, 16.773163
0.070, 16.774933
0.068, 16.777832
0.051, 16.780731
0.068, 16.783081
0.073, 16.786865
0.058, 16.789276
0.090, 16.791657
0.048, 16.793427
0.073, 16.797577
0.073, 16.800568
0.061, 16.802216
0.061, 16.803803
0.061, 16.805573
0.061, 16.807190
0.070, 16.808716
0.065, 16.810242
0.070, 16.811768
0.070, 16.813294
0.068, 16.815033
0.070, 16.816620
0.063, 16.820099
0.075, 16.822479
0.073, 16.825043
0.075, 16.828064
0.070, 16.830353
0.046, 16.832672
0.065, 16.836426
0.075, 16.839783
0.068, 16.841522
0.058, 16.843109
0.063, 16.844910
0.068, 16.846466
0.068, 16.848023
0.061, 16.849548
0.058, 16.851105
0.063, 16.852600
0.061, 16.854126
0.070, 16.855896
0.063, 16.859650
0.061, 16.862152
0.075, 16.866058
0.068, 16.869110
0.053, 16.871430
0.058, 16.873749
0.065, 16.877533
0.078, 16.880951
0.065, 16.882630
0.068, 16.884216
0.070, 16.886017
0.065, 16.887604
0.058, 16.889130
0.063, 16.890686
0.070, 16.892182
0.065, 16.893707
0.065, 16.895447
0.070, 16.897827
0.073, 16.900726
0.070, 16.902985
0.056, 16.905518
0.061, 16.908478
0.053, 16.910767
0.073, 16.913086
0.078, 16.916931
0.083, 16.920319
0.073, 16.922028
0.063, 16.923615
0.065, 16.925385
0.070, 16.926972
0.065, 16.928497
0.058, 16.930023
0.065, 16.931580
0.068, 16.933106
0.061, 16.934845
0.070, 16.937805
0.075, 16.940704
0.053, 16.942993
0.061, 16.945526
0.087, 16.948548
0.058, 16.950867
0.078, 16.953186
0.036, 16.956909
0.075, 16.960419
0.063, 16.962158
0.073, 16.963776
0.073, 16.965546
0.065, 16.967163
0.070, 16.968689
0.068, 16.970215
0.068, 16.971710
0.065, 16.973236
0.070, 16.974976
0.065, 16.977814
0.073, 16.980683
0.056, 16.982971
0.058, 16.985504
0.056, 16.988464
0.080, 16.992249
0.070, 16.994873
0.092, 16.998902
0.070, 17.001892
0.065, 17.003601
0.065, 17.005432
0.068, 17.007019
0.068, 17.008576
0.063, 17.010254
0.068, 17.011841
0.058, 17.013397
0.063, 17.015167
0.061, 17.017578
0.070, 17.020477
0.080, 17.022797
0.080, 17.025360
0.048, 17.028351
0.051, 17.030640
0.090, 17.032929
0.058, 17.036621
0.080, 17.040161
0.068, 17.041870
0.063, 17.043457
0.061, 17.045258
0.070, 17.046845
0.070, 17.048401
0.063, 17.049927
0.061, 17.051453
0.061, 17.052979
0.061, 17.054474
0.061, 17.057587
0.078, 17.060730
0.046, 17.063233
0.087, 17.065827
0.039, 17.068817
0.070, 17.071289
0.068, 17.073548
0.056, 17.077362
0.070, 17.080780
0.063, 17.082520
0.065, 17.084107
0.063, 17.085968
0.068, 17.087525
0.061, 17.089081
0.068, 17.090607
0.065, 17.092133
0.068, 17.093689
0.070, 17.095429
0.061, 17.099091
0.053, 17.101532
0.048, 17.103302
0.068, 17.105866
0.083, 17.108887
0.085, 17.111176
0.078, 17.113495
0.058, 17.119263
0.080, 17.122101
0.068, 17.123749
0.070, 17.125580
0.061, 17.127167
0.061, 17.128723
0.070, 17.130280
0.073, 17.131806
0.068, 17.133301
0.065, 17.135071
0.070, 17.137695
0.068, 17.140625
0.073, 17.142944
0.085, 17.145477
0.063, 17.148499
0.070, 17.150849
0.056, 17.153198
0.061, 17.156464
0.070, 17.159149
0.070, 17.162018
0.065, 17.163757
0.073, 17.165558
0.068, 17.167145
0.061, 17.168671
0.058, 17.170197
0.063, 17.171723
0.065, 17.173248
0.070, 17.175018
0.070, 17.176575
0.070, 17.180023
0.073, 17.182404
0.078, 17.184967
0.068, 17.187958
0.061, 17.190216
0.078, 17.192566
0.061, 17.195801
0.068, 17.198731
0.073, 17.201599
0.068, 17.203247
0.070, 17.205078
0.065, 17.206665
0.061, 17.208222
0.070, 17.209747
0.068, 17.211273
0.063, 17.212799
0.073, 17.214295
0.068, 17.216065
0.065, 17.219727
0.075, 17.222107
0.070, 17.224457
0.063, 17.227692
0.080, 17.230072
0.080, 17.232391
0.058, 17.236084
0.073, 17.240784
0.058, 17.242523
0.063, 17.244141
0.068, 17.245972
0.068, 17.247589
0.063, 17.249115
0.063, 17.250641
0.065, 17.252167
0.065, 17.253693
0.061, 17.255463
0.061, 17.259552
0.075, 17.261841
0.080, 17.264221
0.056, 17.266235
0.070, 17.269287
0.070, 17.271576
0.073, 17.273865
0.085, 17.277649
0.075, 17.281067
0.068, 17.282776
0.070, 17.284363
0.070, 17.286163
0.063, 17.287720
0.065, 17.289307
0.063, 17.290833
0.065, 17.292359
0.068, 17.293854
0.070, 17.298737
0.048, 17.301819
0.075, 17.304138
0.083, 17.306702
0.075, 17.309723
0.063, 17.312042
0.078, 17.314423
0.056, 17.318176
0.075, 17.321564
0.063, 17.323273
0.061, 17.325134
0.065, 17.326752
0.065, 17.328308
0.063, 17.329834
0.068, 17.331360
0.070, 17.332886
0.068, 17.334381
0.065, 17.336151
0.063, 17.339905
0.039, 17.342285
0.073, 17.344818
0.070, 17.347839
0.090, 17.350220
0.051, 17.352509
0.056, 17.355866
0.080, 17.358551
0.070, 17.361450
0.070, 17.363068
0.065, 17.366364
0.061, 17.368042
0.068, 17.369629
0.058, 17.371216
0.063, 17.372742
0.063, 17.374268
0.068, 17.377350
0.075, 17.380432
0.073, 17.382752
0.058, 17.385315
0.075, 17.388336
0.075, 17.390717
0.080, 17.393036
0.063, 17.396393
0.053, 17.400238
0.068, 17.401947
0.065, 17.403534
0.063, 17.405335
0.065, 17.406922
0.065, 17.408478
0.070, 17.410004
0.070, 17.411499
0.061, 17.413025
