Original Header:

Sensor Name: MCP9808_N2
Cow ID: 129
I2CAddress: 0x19
Sampling frequency: 1 Hz
Data Format: 
	T_0, t0
	T_1, t1
	...
	...
	...
	T_n, tn
	Where T is the temperature in single precision float format (32-bit). t is the time that the data point was taken in seconds, from the epoch. It is a double precision float. (64-bit) Each data point consists of a temperature and a timestamp, sequentially written to file. !@#

CSV Header:

The time is in seconds, subtracting off the startTime.
!@#
23.688, 1245.991913
23.625, 1246.992218
23.688, 1247.991943
23.688, 1249.021087
23.688, 1250.018890
23.688, 1251.021087
23.750, 1252.018646
23.688, 1253.018921
23.688, 1253.998687
23.688, 1254.999481
23.688, 1256.000152
23.688, 1256.998901
23.688, 1257.998871
23.688, 1259.013916
23.688, 1260.015075
23.688, 1261.015228
23.688, 1262.015991
23.688, 1263.015075
23.688, 1263.998596
23.688, 1264.998962
23.688, 1265.999450
23.688, 1266.999695
23.688, 1267.999603
23.688, 1269.015075
23.688, 1270.015259
23.688, 1271.015472
23.688, 1272.016174
23.688, 1273.013763
23.750, 1273.994903
23.688, 1274.994964
23.688, 1275.994934
23.688, 1276.994903
23.688, 1277.995544
23.688, 1279.018432
23.688, 1280.018249
23.688, 1281.016357
23.688, 1282.017456
23.750, 1283.017761
23.688, 1283.993011
23.688, 1284.992248
23.688, 1285.992340
23.688, 1286.992157
23.688, 1287.992584
23.688, 1288.992187
23.688, 1289.991943
23.688, 1290.991943
23.688, 1291.992187
23.688, 1292.992065
23.688, 1294.006073
23.688, 1295.006958
23.688, 1296.005829
23.688, 1297.005829
23.688, 1298.006714
23.688, 1299.011535
23.688, 1300.012542
23.688, 1301.011871
23.625, 1302.012634
23.625, 1303.011535
23.688, 1303.992126
23.625, 1304.991943
23.625, 1305.991974
23.688, 1306.992096
23.625, 1307.992218
23.625, 1308.992279
23.625, 1309.992096
23.688, 1310.991974
23.625, 1311.991974
23.688, 1312.992248
23.625, 1313.991974
23.625, 1314.992279
23.688, 1315.992004
23.625, 1316.992035
23.625, 1317.992035
23.625, 1319.012481
23.625, 1320.012298
23.625, 1321.012756
23.562, 1322.012603
23.625, 1323.012329
23.625, 1324.016418
23.625, 1325.016327
23.625, 1326.016082
23.625, 1327.015777
23.562, 1328.016052
23.562, 1329.016510
23.500, 1330.015930
23.562, 1331.016479
23.562, 1332.015777
23.562, 1333.015808
23.625, 1334.016418
23.562, 1335.016052
23.500, 1336.016296
23.562, 1337.016357
23.562, 1338.016571
23.562, 1339.016479
23.562, 1340.016052
23.562, 1341.016632
23.500, 1342.016205
23.500, 1343.016266
23.562, 1344.016327
23.562, 1345.017975
23.562, 1346.015960
23.562, 1347.016205
23.562, 1348.016815
23.562, 1349.016174
23.562, 1350.016571
23.562, 1351.015228
23.562, 1352.016662
23.562, 1353.016418
23.500, 1354.016327
23.500, 1355.016113
23.500, 1356.016296
23.562, 1357.016388
23.562, 1358.016510
23.562, 1358.992279
23.562, 1359.992523
23.562, 1360.992431
23.562, 1361.992950
23.500, 1362.993530
23.562, 1364.018615
23.500, 1365.021057
23.500, 1366.018799
23.500, 1367.018646
23.562, 1368.021057
23.500, 1368.992187
23.500, 1369.991668
23.500, 1370.991424
23.500, 1371.991363
23.500, 1372.991577
23.500, 1373.991577
23.438, 1374.991516
23.438, 1375.991394
23.438, 1376.991363
23.438, 1377.991607
23.438, 1379.002258
23.500, 1380.002441
23.438, 1381.001739
23.438, 1382.002166
23.438, 1383.002166
23.500, 1383.991760
23.500, 1384.991485
23.438, 1385.991424
23.438, 1386.991943
23.438, 1387.991821
23.438, 1388.991485
23.438, 1389.991363
23.438, 1390.991394
23.438, 1391.991455
23.438, 1392.991333
23.438, 1393.991424
23.438, 1394.991760
23.500, 1395.991638
23.438, 1396.991455
23.438, 1397.991424
23.438, 1398.991333
23.438, 1399.991607
23.438, 1400.991699
23.438, 1401.991455
23.438, 1402.991333
23.438, 1403.997802
23.438, 1404.998504
23.375, 1405.999389
23.438, 1406.998993
23.375, 1407.997741
23.375, 1408.991638
23.375, 1409.991455
23.375, 1410.991668
23.375, 1411.991699
23.375, 1412.991485
23.375, 1413.996704
23.375, 1414.996612
23.375, 1415.997253
23.375, 1416.996338
23.375, 1417.996765
23.375, 1418.991455
23.375, 1419.991546
23.375, 1420.991424
23.375, 1421.991516
23.375, 1422.991455
23.438, 1424.061157
23.312, 1425.014526
23.375, 1426.014282
23.375, 1427.014068
23.375, 1428.014282
23.375, 1429.101867
23.375, 1430.000457
23.375, 1430.991363
23.375, 1431.991607
23.375, 1432.991699
23.375, 1434.077850
23.375, 1434.997009
23.375, 1435.996734
23.375, 1436.997375
23.375, 1437.997253
23.375, 1439.072082
23.375, 1439.991485
23.375, 1440.991455
23.312, 1441.991485
23.312, 1442.991333
23.375, 1443.997406
23.312, 1444.996673
23.375, 1445.997162
23.375, 1446.997863
23.375, 1447.997253
23.312, 1449.004547
23.312, 1450.004150
23.312, 1451.004791
23.375, 1452.004486
23.312, 1453.004760
23.312, 1454.014343
23.375, 1455.013946
23.312, 1456.013794
23.312, 1457.014282
23.312, 1458.014129
23.312, 1459.021484
23.312, 1460.010071
23.312, 1461.010071
23.312, 1462.009460
23.312, 1463.009765
23.312, 1464.010193
23.312, 1465.009430
23.312, 1466.009735
23.312, 1467.009613
23.250, 1468.009735
23.312, 1469.025543
23.375, 1470.026855
23.312, 1471.025940
23.312, 1472.026031
23.312, 1473.025909
23.312, 1474.015930
23.312, 1475.015350
23.312, 1476.015960
23.250, 1477.015350
23.250, 1478.014374
23.312, 1478.991943
23.312, 1479.991943
23.312, 1480.991943
23.250, 1481.992065
23.250, 1482.992096
23.312, 1483.992187
23.250, 1484.992065
23.312, 1485.992279
23.250, 1486.991943
23.312, 1487.991943
23.312, 1488.993103
23.312, 1489.993408
23.312, 1490.993622
23.250, 1491.993347
23.312, 1492.992767
23.312, 1493.993744
23.312, 1494.994781
23.312, 1495.994873
23.312, 1496.994079
23.250, 1497.995086
23.312, 1498.993622
23.312, 1499.993469
23.312, 1500.993408
23.312, 1501.993866
23.250, 1502.993286
23.312, 1504.004730
23.312, 1505.004791
23.250, 1506.005218
23.312, 1507.005310
23.312, 1508.004852
23.250, 1509.006866
23.250, 1510.006775
23.250, 1511.007721
23.250, 1512.006866
23.250, 1513.008331
23.250, 1514.014251
23.250, 1515.013916
23.250, 1516.015869
23.250, 1517.015686
23.188, 1518.015594
23.188, 1519.055725
23.188, 1520.015259
23.250, 1521.020569
23.188, 1522.019195
23.125, 1523.020752
23.188, 1524.187500
23.188, 1524.992096
23.188, 1525.991943
23.125, 1526.992096
23.125, 1527.992035
23.188, 1529.156799
23.062, 1529.991974
23.125, 1530.992035
23.062, 1531.991913
23.062, 1532.992004
23.062, 1534.071258
23.000, 1535.013336
23.062, 1536.013214
23.000, 1537.013000
23.062, 1538.012939
23.062, 1538.997680
23.062, 1539.996612
23.000, 1540.996490
23.000, 1541.997162
23.000, 1542.997650
23.000, 1544.015411
22.938, 1545.015777
22.938, 1546.015747
22.938, 1547.015655
22.938, 1548.014435
22.938, 1548.991852
22.938, 1549.991790
22.875, 1550.992004
22.875, 1551.991852
22.875, 1552.991852
22.875, 1554.015197
22.938, 1555.014343
22.875, 1556.013366
22.875, 1557.014709
22.812, 1558.013061
22.812, 1558.991974
22.812, 1559.991943
22.812, 1560.992279
22.812, 1561.992126
22.875, 1562.992187
22.812, 1563.992035
22.812, 1564.991943
22.812, 1565.991943
22.812, 1566.992279
22.812, 1567.992157
22.812, 1569.010223
22.812, 1570.009033
22.812, 1571.007995
22.875, 1572.008514
22.875, 1573.009247
22.875, 1573.997680
22.875, 1574.997711
22.875, 1575.997680
22.812, 1576.997711
22.875, 1577.997619
22.875, 1578.991943
22.812, 1579.992004
22.875, 1580.992096
22.812, 1581.991913
22.812, 1582.992096
22.812, 1583.993591
22.875, 1584.991913
22.812, 1585.992767
22.812, 1586.992889
22.875, 1587.993530
22.875, 1589.023437
22.875, 1589.993591
22.875, 1590.993988
22.812, 1591.993408
22.812, 1592.992920
22.875, 1594.002166
22.875, 1595.000000
22.875, 1596.000000
22.875, 1596.999817
22.875, 1598.003540
22.875, 1599.029815
22.875, 1600.003448
22.875, 1600.999939
22.875, 1602.003631
22.875, 1603.003692
22.875, 1604.020599
22.938, 1605.020019
22.875, 1606.019317
22.875, 1607.019928
22.938, 1608.020019
22.875, 1609.008301
22.938, 1610.008941
22.875, 1611.009765
22.875, 1612.008819
22.875, 1613.009643
22.875, 1613.997680
22.812, 1614.997833
22.875, 1615.997345
22.812, 1616.997589
22.875, 1617.997314
22.812, 1619.014251
22.812, 1620.014526
22.812, 1621.014129
22.812, 1622.013519
22.875, 1623.013153
22.812, 1623.992523
22.875, 1624.992309
22.812, 1625.992096
22.875, 1626.992096
22.875, 1627.992126
22.875, 1628.998871
22.812, 1629.994812
22.875, 1630.996612
22.812, 1631.994812
22.812, 1632.996185
22.875, 1634.005066
22.812, 1635.005951
22.812, 1636.005676
22.812, 1637.005890
22.812, 1638.005066
22.750, 1639.144287
22.812, 1640.019928
22.750, 1641.020172
22.812, 1642.019928
22.750, 1643.020569
22.688, 1644.240143
22.688, 1644.999634
22.688, 1645.999359
22.750, 1646.999725
22.688, 1647.999054
22.688, 1649.209747
22.625, 1650.002350
22.688, 1651.003601
22.688, 1652.002868
22.688, 1653.000030
22.625, 1654.170654
22.688, 1655.004120
22.625, 1656.003692
22.688, 1657.003692
22.688, 1658.003692
22.625, 1659.219482
22.625, 1659.996948
22.625, 1660.998291
22.688, 1661.996368
22.625, 1662.996582
22.688, 1664.160736
22.688, 1664.999084
22.688, 1665.998901
22.625, 1666.999023
22.688, 1667.999450
22.688, 1669.161194
22.688, 1669.994110
22.688, 1670.994415
22.688, 1671.994323
22.688, 1672.994232
22.688, 1674.213043
22.688, 1675.006042
22.688, 1676.006378
22.688, 1677.005890
22.688, 1678.005249
22.688, 1679.245392
22.688, 1679.998535
22.625, 1680.999023
22.625, 1681.997711
22.562, 1682.996063
22.625, 1684.174072
22.562, 1685.011902
22.625, 1686.011810
22.625, 1687.011535
22.625, 1688.011413
22.625, 1689.055267
22.625, 1690.016388
22.562, 1691.020904
22.562, 1692.019958
22.562, 1693.016357
22.562, 1694.009002
22.500, 1695.008941
22.500, 1696.008453
22.500, 1697.008484
22.562, 1698.011535
22.500, 1699.194122
22.500, 1699.995025
22.500, 1700.994995
22.500, 1701.995086
22.500, 1702.994079
22.500, 1704.211883
22.562, 1705.003509
22.562, 1706.003662
22.500, 1707.004028
22.562, 1708.004455
22.562, 1709.245147
22.500, 1709.997894
22.562, 1710.998871
22.562, 1711.998901
22.500, 1712.997894
22.562, 1714.099670
22.562, 1715.014862
22.500, 1716.014862
22.500, 1717.013885
22.562, 1718.014190
22.500, 1719.010406
22.500, 1720.011657
22.562, 1721.011718
22.562, 1722.012970
22.562, 1723.011474
22.562, 1724.015503
22.562, 1725.015075
22.562, 1726.015716
22.562, 1727.015411
22.625, 1728.015930
22.562, 1728.993438
22.500, 1729.991943
22.562, 1730.992065
22.500, 1731.992187
22.500, 1732.991974
22.500, 1734.027893
22.500, 1734.992187
22.500, 1735.992157
22.500, 1736.992248
22.500, 1737.992004
22.500, 1739.011444
22.500, 1739.997497
22.562, 1740.997589
22.500, 1741.997162
22.500, 1742.997680
22.500, 1744.047332
22.500, 1745.010193
22.500, 1746.010132
22.562, 1747.010132
22.500, 1748.011718
22.500, 1749.037292
22.500, 1749.997619
22.500, 1751.019287
22.562, 1751.997680
22.562, 1752.999969
22.500, 1754.004791
22.562, 1755.011291
22.562, 1756.004089
22.562, 1757.004669
22.562, 1758.003936
22.562, 1759.061645
22.562, 1759.991943
22.562, 1760.992340
22.562, 1761.991974
22.562, 1762.991974
22.625, 1764.075134
22.562, 1764.997223
22.562, 1765.997223
22.562, 1766.997284
22.562, 1767.999908
22.625, 1769.076446
22.562, 1770.006805
22.625, 1771.007385
22.625, 1772.006866
22.562, 1773.006897
22.625, 1774.063385
22.625, 1775.014374
22.625, 1776.014618
22.625, 1777.014099
22.625, 1778.014251
22.625, 1779.080597
22.625, 1780.000000
22.688, 1781.004638
22.688, 1782.005157
22.688, 1783.004852
22.625, 1784.070678
22.688, 1784.992126
22.688, 1785.991852
22.688, 1786.992126
22.688, 1787.991852
22.688, 1789.036316
22.688, 1789.992004
22.688, 1790.991913
22.688, 1791.991882
22.688, 1792.992157
22.750, 1794.047546
22.750, 1794.996673
22.750, 1795.996795
22.688, 1796.995056
22.750, 1797.997680
22.750, 1799.087738
22.750, 1799.994964
22.750, 1800.994629
22.750, 1801.994903
22.750, 1802.995178
22.750, 1804.073364
22.750, 1804.991943
22.812, 1805.991943
22.750, 1806.991974
22.750, 1807.991913
22.812, 1809.058563
22.750, 1809.997558
22.750, 1810.997284
22.812, 1811.997406
22.812, 1812.997619
22.812, 1814.088379
22.750, 1814.994934
22.812, 1815.994751
22.812, 1816.995239
22.812, 1817.994842
22.750, 1819.087494
22.875, 1819.997436
22.812, 1820.997741
22.812, 1821.997650
22.812, 1822.997802
22.812, 1824.065094
22.812, 1825.011627
22.875, 1826.011871
22.812, 1827.011688
22.812, 1828.011718
22.812, 1829.091034
22.812, 1830.000000
22.812, 1830.999756
22.875, 1831.999695
22.812, 1833.002166
22.812, 1834.045196
22.812, 1834.999054
22.812, 1835.999664
22.812, 1836.999817
22.812, 1837.999725
22.875, 1839.099457
22.875, 1840.006744
22.812, 1841.008301
22.812, 1842.007293
22.812, 1843.006988
22.875, 1844.076507
22.812, 1844.992126
22.812, 1845.991943
22.875, 1846.991943
22.875, 1847.992035
22.875, 1848.995666
22.812, 1850.005401
22.875, 1851.005279
22.875, 1852.006927
22.875, 1853.005035
22.875, 1854.061584
22.875, 1855.010864
22.875, 1856.010498
22.875, 1857.010193
22.875, 1858.010162
22.875, 1859.083465
22.938, 1859.991821
22.938, 1860.992279
22.875, 1861.992065
22.938, 1862.991882
22.938, 1863.991852
22.938, 1865.006836
22.938, 1866.007477
22.938, 1867.007477
22.938, 1868.007568
22.938, 1869.007538
22.938, 1869.997192
22.938, 1870.997467
22.938, 1871.997253
22.938, 1872.997741
22.938, 1873.997162
23.000, 1874.991974
23.000, 1875.991974
23.000, 1876.992035
23.000, 1877.991913
23.000, 1878.992248
23.000, 1879.994323
23.000, 1880.993957
23.000, 1881.993866
23.000, 1882.994140
23.000, 1883.993774
23.000, 1885.016418
23.000, 1886.016082
23.000, 1887.019134
23.062, 1888.019043
23.062, 1889.016540
23.000, 1889.994934
23.000, 1890.995239
23.000, 1891.995117
23.000, 1892.997772
23.062, 1893.995086
23.062, 1895.011780
23.062, 1896.011627
23.062, 1897.011780
23.062, 1898.011841
23.000, 1899.011871
23.062, 1900.011627
23.000, 1901.011535
23.000, 1902.013458
23.000, 1903.011535
23.062, 1904.011902
23.062, 1904.992462
23.000, 1905.991943
23.062, 1906.991913
23.000, 1907.992065
23.000, 1908.992248
23.062, 1910.007385
23.062, 1911.007568
23.062, 1912.008331
23.125, 1913.008331
23.062, 1914.007721
23.000, 1915.014007
23.062, 1916.014068
23.062, 1917.014221
23.000, 1918.014160
23.062, 1919.014221
23.062, 1920.002197
23.062, 1921.002228
23.062, 1922.002228
23.062, 1923.002289
23.062, 1924.002136
23.062, 1924.992035
23.062, 1925.991852
23.062, 1926.991882
23.062, 1927.991852
23.125, 1928.991852
23.062, 1930.004760
23.125, 1931.004669
23.062, 1932.005523
23.062, 1933.004669
23.062, 1934.004944
23.062, 1935.005798
23.062, 1936.004944
23.062, 1937.005371
23.125, 1938.005401
23.062, 1939.004791
23.062, 1939.991943
23.062, 1940.992096
23.062, 1941.992340
23.062, 1942.991943
23.125, 1943.992065
23.062, 1944.991974
23.062, 1945.991974
23.125, 1946.992096
23.125, 1947.992126
23.125, 1948.992096
23.125, 1950.010193
23.125, 1951.011932
23.062, 1952.010254
23.125, 1953.010254
23.062, 1954.009796
23.125, 1954.992035
23.125, 1955.992096
23.062, 1956.991943
23.062, 1957.992096
23.125, 1958.992157
23.125, 1959.997833
23.125, 1960.998535
23.125, 1961.997345
23.125, 1962.997284
23.125, 1963.997528
23.125, 1964.997436
23.125, 1965.997253
23.125, 1966.997650
23.125, 1967.997833
23.125, 1968.997253
23.125, 1969.991943
23.125, 1970.992126
23.125, 1971.992096
23.188, 1972.991943
23.125, 1973.992096
23.125, 1975.011596
23.125, 1976.011902
23.188, 1977.011139
23.125, 1978.011780
23.188, 1979.012085
23.125, 1979.997589
23.125, 1980.997284
23.188, 1981.998596
23.188, 1982.999878
23.188, 1983.997375
23.188, 1984.991943
23.188, 1985.991974
23.125, 1986.991943
23.188, 1987.992187
23.188, 1988.991943
23.188, 1989.992187
23.188, 1990.991913
23.188, 1991.992065
23.188, 1992.991943
23.188, 1993.991974
23.188, 1995.007507
23.188, 1996.006927
23.188, 1997.006653
23.188, 1998.007354
23.188, 1999.007751
23.188, 1999.997589
23.188, 2000.997741
23.188, 2001.997619
23.188, 2002.997528
23.250, 2003.997314
23.250, 2004.991943
23.188, 2005.991943
23.188, 2006.991913
23.250, 2007.992065
23.250, 2008.992035
23.188, 2010.007751
23.250, 2011.008514
23.188, 2012.007629
23.250, 2013.007904
23.250, 2014.007385
23.250, 2015.000061
23.250, 2016.003753
23.250, 2017.003296
23.250, 2018.002105
23.250, 2019.002472
23.250, 2019.992096
23.250, 2020.992096
23.250, 2021.992218
23.250, 2022.992248
23.250, 2023.991943
23.250, 2024.992767
23.250, 2025.994079
23.250, 2026.993438
23.250, 2027.992706
23.250, 2028.992767
23.250, 2029.992950
23.312, 2030.993499
23.250, 2031.993591
23.250, 2032.993652
23.250, 2033.993622
23.250, 2035.008453
23.250, 2036.006805
23.250, 2037.007507
23.312, 2038.007568
23.312, 2039.007538
23.250, 2040.019195
23.250, 2041.019317
23.312, 2042.020538
23.312, 2043.019378
23.250, 2044.019867
23.250, 2045.006653
23.312, 2046.007721
23.312, 2047.007568
23.312, 2048.007690
23.250, 2049.008331
23.312, 2050.014221
23.312, 2051.014068
23.312, 2052.014038
23.312, 2053.014038
23.312, 2054.010406
23.312, 2055.009582
23.312, 2056.010284
23.312, 2057.012207
23.312, 2058.010803
23.312, 2059.010406
23.312, 2060.010895
23.312, 2061.009613
23.312, 2062.009887
23.312, 2063.010742
23.312, 2064.011017
23.312, 2065.009308
23.312, 2066.010254
23.312, 2067.010467
23.312, 2068.010498
23.375, 2069.010284
23.312, 2069.991638
23.312, 2070.991485
23.312, 2071.991516
23.312, 2072.991790
23.312, 2073.991638
23.312, 2074.991577
23.312, 2075.991577
23.312, 2076.991638
23.375, 2077.991424
23.375, 2078.991577
23.312, 2079.991546
23.375, 2080.991668
23.312, 2081.991363
23.312, 2082.991424
23.312, 2083.991333
23.312, 2084.992828
23.312, 2085.992096
23.375, 2086.992767
23.375, 2087.992798
23.375, 2088.993713
23.375, 2090.003784
23.375, 2091.002929
23.375, 2092.003662
23.375, 2093.003570
23.312, 2094.003601
23.375, 2095.003540
23.312, 2096.003875
23.312, 2097.004211
23.375, 2098.004211
23.375, 2099.003875
23.375, 2100.008270
23.375, 2101.007965
23.312, 2102.008392
23.375, 2103.006988
23.375, 2104.007110
23.312, 2105.012695
23.375, 2106.011963
23.375, 2107.012878
23.375, 2108.013153
23.375, 2109.013122
23.375, 2109.991333
23.375, 2110.991455
23.375, 2111.991363
23.375, 2112.991607
23.375, 2113.991638
23.438, 2114.991363
23.438, 2115.991516
23.375, 2116.991516
23.375, 2117.991424
23.375, 2118.991485
23.375, 2120.011902
23.375, 2121.011200
23.375, 2122.011322
23.438, 2123.011322
23.375, 2124.011932
23.375, 2125.011413
23.375, 2126.011444
23.438, 2127.011261
23.438, 2128.011322
23.375, 2129.011566
23.438, 2130.011749
23.438, 2131.011841
23.438, 2132.010803
23.438, 2133.011505
23.438, 2134.012146
23.375, 2135.011322
23.438, 2136.011413
23.438, 2137.022583
23.438, 2138.016479
23.438, 2139.016754
23.438, 2139.993774
23.375, 2140.994446
23.438, 2141.994476
23.438, 2142.994476
23.438, 2143.993835
23.438, 2145.008911
23.375, 2146.008850
23.438, 2147.008880
23.438, 2148.007721
23.438, 2149.008545
23.438, 2150.010528
23.438, 2151.010223
23.438, 2152.010040
23.438, 2153.010162
23.438, 2154.010437
23.438, 2154.996765
23.438, 2155.994690
23.438, 2156.996948
23.438, 2157.994476
23.438, 2158.994781
23.438, 2160.000183
23.438, 2160.999756
23.438, 2162.000091
23.500, 2163.001953
23.438, 2164.001556
23.438, 2165.000061
23.438, 2166.000183
23.500, 2167.001648
23.438, 2168.001648
23.438, 2169.000122
23.438, 2169.992218
23.438, 2170.992340
23.438, 2171.992279
23.438, 2172.992462
23.438, 2173.992248
23.438, 2175.007965
23.500, 2176.006347
23.438, 2177.008789
23.500, 2178.008819
23.438, 2179.006103
23.438, 2179.991913
23.438, 2180.991943
23.438, 2181.991913
23.438, 2182.991882
23.438, 2183.992126
23.438, 2184.992248
23.438, 2185.991943
23.438, 2186.992279
23.438, 2187.991974
23.500, 2188.991974
23.438, 2189.991852
23.500, 2190.991913
23.438, 2191.992004
23.500, 2192.991913
23.500, 2193.992035
23.500, 2195.009094
23.500, 2196.008819
23.500, 2197.008545
23.500, 2198.008545
23.500, 2199.008972
23.500, 2200.009033
23.500, 2201.008423
23.500, 2202.008850
23.500, 2203.008911
23.438, 2204.009094
23.500, 2204.998993
23.500, 2205.998443
23.500, 2206.998321
23.500, 2207.998504
23.500, 2208.998871
23.500, 2209.991821
23.438, 2210.992065
23.500, 2211.991943
23.562, 2212.991974
23.500, 2213.992004
23.500, 2215.006622
23.562, 2216.006164
23.500, 2217.006286
23.500, 2218.006317
23.500, 2219.006225
23.500, 2220.002563
23.500, 2221.002990
23.562, 2222.002411
23.500, 2223.002472
23.562, 2224.001800
23.500, 2224.991852
23.562, 2225.991790
23.500, 2226.991821
23.562, 2227.991790
23.500, 2228.991821
23.562, 2229.991821
23.562, 2230.991943
23.500, 2231.991943
23.500, 2232.991821
23.500, 2233.991974
23.500, 2234.991943
23.562, 2235.992126
23.562, 2236.992004
23.562, 2237.991821
23.500, 2238.991821
23.562, 2239.991974
23.562, 2240.992462
23.562, 2241.992309
23.500, 2242.991943
23.562, 2243.991943
23.562, 2245.000061
23.562, 2246.000396
23.562, 2246.999572
23.562, 2247.999969
23.562, 2248.999664
23.562, 2249.993561
23.562, 2250.996978
23.562, 2251.996795
23.562, 2252.994354
23.562, 2253.993988
23.562, 2255.005951
23.562, 2256.006103
23.562, 2257.005859
23.625, 2258.006347
23.562, 2259.005951
23.562, 2259.991974
23.562, 2260.992126
23.562, 2261.991882
23.562, 2262.991821
23.562, 2263.991852
23.562, 2264.992401
23.562, 2265.992248
23.562, 2266.992126
23.562, 2267.992553
23.562, 2268.992157
23.500, 2269.992462
23.500, 2270.991882
23.562, 2271.992614
23.562, 2272.992126
23.562, 2273.991913
23.562, 2275.001678
23.562, 2276.001587
23.562, 2277.002380
23.562, 2278.001953
23.500, 2279.002380
23.562, 2280.006073
23.500, 2281.007873
23.562, 2282.007965
23.562, 2283.007660
23.500, 2284.007446
23.562, 2284.991821
23.562, 2285.992187
23.500, 2286.991821
23.562, 2287.991852
23.500, 2288.991974
23.562, 2290.008911
23.562, 2291.008484
23.500, 2292.008911
23.500, 2293.008789
23.500, 2294.009063
23.500, 2294.991943
23.500, 2295.992065
23.500, 2296.992340
23.500, 2297.991913
23.562, 2298.991943
23.500, 2299.991821
23.500, 2300.991821
23.500, 2301.991821
23.500, 2302.991821
23.500, 2303.991943
23.500, 2304.992004
23.438, 2305.991852
23.500, 2306.991821
23.438, 2307.991852
23.500, 2308.992004
23.500, 2310.001800
23.438, 2311.001953
23.438, 2312.001648
23.438, 2313.001587
23.438, 2314.002411
23.438, 2315.015381
23.438, 2316.015350
23.500, 2317.016388
23.500, 2318.016052
23.500, 2319.016144
23.500, 2320.002472
23.438, 2321.002685
23.438, 2322.001617
23.438, 2323.002380
23.500, 2324.002960
23.438, 2325.018249
23.500, 2326.019470
23.438, 2327.018860
23.438, 2328.019043
23.438, 2329.019073
23.438, 2329.992431
23.438, 2330.992401
23.438, 2331.992279
23.438, 2332.991790
23.438, 2333.992340
23.438, 2335.008880
23.438, 2336.008575
23.438, 2337.009063
23.438, 2338.008911
23.438, 2339.009643
23.438, 2340.008911
23.438, 2341.008789
23.438, 2342.009033
23.438, 2343.008545
23.375, 2344.008850
23.438, 2344.994568
23.438, 2345.994598
23.438, 2346.994781
23.500, 2347.996856
23.438, 2348.994537
23.438, 2349.992523
23.438, 2350.993499
23.438, 2351.993835
23.438, 2352.993072
23.438, 2353.992035
23.438, 2355.009063
23.438, 2356.008972
23.438, 2357.008911
23.438, 2358.008545
23.375, 2359.008911
23.438, 2359.994629
23.375, 2360.996826
23.375, 2361.996826
23.312, 2362.997040
23.375, 2363.996887
23.312, 2365.008972
23.312, 2366.008789
23.312, 2367.008789
23.312, 2368.014435
23.312, 2369.008941
23.312, 2370.008911
23.375, 2371.008880
23.312, 2372.009002
23.375, 2373.009460
23.312, 2374.008545
23.312, 2374.992096
23.312, 2375.991943
23.312, 2376.991943
23.250, 2377.991913
23.250, 2378.992096
23.312, 2380.004181
23.312, 2381.005157
23.312, 2382.004760
23.312, 2383.005249
23.312, 2384.004120
23.250, 2385.011322
23.312, 2386.011352
23.312, 2387.010467
23.375, 2388.011322
23.312, 2389.011383
23.312, 2389.991790
23.312, 2390.992004
23.312, 2391.992401
23.312, 2392.991821
23.250, 2393.991974
23.312, 2394.991943
23.312, 2395.991943
23.312, 2396.992248
23.312, 2397.991943
23.250, 2398.991943
23.250, 2399.992218
23.312, 2400.991882
23.250, 2401.991974
23.250, 2402.992096
23.250, 2403.991974
23.312, 2404.992065
23.312, 2405.992279
23.312, 2406.992004
23.250, 2407.991852
23.250, 2408.992279
23.250, 2410.000244
23.312, 2411.000183
23.250, 2412.000396
23.250, 2413.000091
23.250, 2414.000244
23.250, 2415.020111
23.250, 2416.017730
23.188, 2417.019043
23.250, 2418.018432
23.250, 2419.019928
23.250, 2419.992096
23.250, 2420.992431
23.250, 2421.991821
23.188, 2422.992279
23.250, 2423.992248
23.250, 2424.992004
23.250, 2425.992096
23.250, 2426.991852
23.188, 2427.991852
23.188, 2428.991821
23.188, 2429.992340
23.188, 2430.992370
23.250, 2431.991821
23.250, 2432.992492
23.250, 2433.991852
23.188, 2434.992126
23.188, 2435.992462
23.188, 2436.992401
23.188, 2437.992279
23.188, 2438.992431
23.188, 2440.014282
23.188, 2441.013672
23.188, 2442.013672
23.188, 2443.014984
23.250, 2444.013794
23.188, 2444.991852
23.188, 2445.991974
23.188, 2446.991821
23.188, 2447.991821
23.250, 2448.991882
23.250, 2450.013611
23.250, 2451.014801
23.188, 2452.014435
23.250, 2453.010071
23.188, 2454.013763
23.188, 2455.002289
23.250, 2456.002289
23.188, 2457.002533
23.250, 2458.002319
23.250, 2459.002624
23.250, 2460.010406
23.250, 2461.010437
23.250, 2462.010406
23.250, 2463.010071
23.250, 2464.010406
23.250, 2464.992096
23.250, 2465.992065
23.188, 2466.991821
23.250, 2467.991852
23.250, 2468.992035
23.250, 2469.991821
23.312, 2470.991882
23.250, 2471.992096
23.250, 2472.991882
23.250, 2473.991882
23.312, 2474.992065
23.312, 2475.991943
23.250, 2476.992065
23.250, 2477.991943
23.250, 2478.991943
23.312, 2479.994629
23.250, 2480.994659
23.250, 2481.997040
23.250, 2482.994598
23.250, 2483.994720
23.312, 2484.991943
23.250, 2485.992065
23.250, 2486.991821
23.312, 2487.992035
23.312, 2488.991821
23.312, 2490.014404
23.312, 2491.013672
23.312, 2492.013824
23.312, 2493.013702
23.312, 2494.011352
23.312, 2494.992309
23.250, 2495.992370
23.312, 2496.992584
23.312, 2497.992157
