volt, time
0.061, 1468261868.541931
0.061, 1468261868.543457
0.065, 1468261868.545227
0.063, 1468261868.548736
0.053, 1468261868.550994
0.073, 1468261868.553375
0.083, 1468261868.556701
0.051, 1468261868.558959
0.080, 1468261868.561462
0.056, 1468261868.564514
0.056, 1468261868.567840
0.070, 1468261868.570312
0.065, 1468261868.571929
0.068, 1468261868.573486
0.063, 1468261868.575256
0.065, 1468261868.576873
0.070, 1468261868.578399
0.068, 1468261868.579925
0.063, 1468261868.581451
0.070, 1468261868.582977
0.070, 1468261868.584472
0.065, 1468261868.586914
0.046, 1468261868.589813
0.080, 1468261868.592163
0.078, 1468261868.594451
0.075, 1468261868.597625
0.080, 1468261868.599975
0.080, 1468261868.602233
0.092, 1468261868.606323
0.068, 1468261868.610717
0.065, 1468261868.612487
0.065, 1468261868.614105
0.073, 1468261868.615936
0.058, 1468261868.617523
0.061, 1468261868.619049
0.070, 1468261868.620574
0.061, 1468261868.622100
0.061, 1468261868.623626
0.068, 1468261868.625366
0.065, 1468261868.628875
0.070, 1468261868.631286
0.070, 1468261868.633666
0.063, 1468261868.636871
0.056, 1468261868.639129
0.078, 1468261868.641571
0.061, 1468261868.644622
0.080, 1468261868.647949
0.063, 1468261868.650421
0.068, 1468261868.652008
0.065, 1468261868.653564
0.070, 1468261868.655364
0.070, 1468261868.656951
0.063, 1468261868.658508
0.068, 1468261868.660003
0.068, 1468261868.661529
0.068, 1468261868.663024
0.065, 1468261868.664520
0.070, 1468261868.667022
0.053, 1468261868.669952
0.083, 1468261868.672271
0.070, 1468261868.674560
0.073, 1468261868.677764
0.090, 1468261868.680114
0.073, 1468261868.682373
0.058, 1468261868.686462
0.070, 1468261868.689453
0.063, 1468261868.691162
0.065, 1468261868.692718
0.065, 1468261868.694244
0.068, 1468261868.695983
0.061, 1468261868.697540
0.068, 1468261868.699096
0.070, 1468261868.700622
0.063, 1468261868.702148
0.065, 1468261868.703674
0.063, 1468261868.705413
0.061, 1468261868.708892
0.068, 1468261868.711303
0.061, 1468261868.713531
0.046, 1468261868.716888
0.053, 1468261868.719177
0.070, 1468261868.721496
0.085, 1468261868.724395
0.078, 1468261868.727539
0.073, 1468261868.730468
0.065, 1468261868.732086
0.063, 1468261868.733642
0.068, 1468261868.736877
0.070, 1468261868.738525
0.073, 1468261868.740081
0.065, 1468261868.741607
0.063, 1468261868.743133
0.061, 1468261868.744659
0.070, 1468261868.748901
0.070, 1468261868.751251
0.075, 1468261868.753479
0.063, 1468261868.756744
0.061, 1468261868.759155
0.056, 1468261868.761535
0.087, 1468261868.764587
0.073, 1468261868.767974
0.068, 1468261868.770446
0.063, 1468261868.772094
0.061, 1468261868.773651
0.065, 1468261868.775421
0.065, 1468261868.776977
0.065, 1468261868.778533
0.070, 1468261868.780029
0.065, 1468261868.781555
0.063, 1468261868.783050
0.061, 1468261868.784576
0.065, 1468261868.786987
0.068, 1468261868.789916
0.051, 1468261868.792175
0.053, 1468261868.794525
0.075, 1468261868.797698
0.083, 1468261868.800048
0.073, 1468261868.802337
0.056, 1468261868.806121
0.078, 1468261868.809509
0.073, 1468261868.811218
0.065, 1468261868.812805
0.058, 1468261868.814331
0.065, 1468261868.816162
0.068, 1468261868.817718
0.065, 1468261868.819244
0.063, 1468261868.820770
0.061, 1468261868.822296
0.068, 1468261868.823791
0.058, 1468261868.826782
0.051, 1468261868.829681
0.070, 1468261868.832061
0.058, 1468261868.834350
0.073, 1468261868.837554
0.097, 1468261868.839874
0.078, 1468261868.842163
0.061, 1468261868.846313
0.073, 1468261868.849334
0.075, 1468261868.851043
0.061, 1468261868.852630
0.075, 1468261868.854156
0.058, 1468261868.855957
0.065, 1468261868.857513
0.058, 1468261868.859039
0.070, 1468261868.862060
0.068, 1468261868.863708
0.070, 1468261868.865509
0.068, 1468261868.869049
0.075, 1468261868.871459
0.073, 1468261868.873870
0.068, 1468261868.877075
0.058, 1468261868.879333
0.080, 1468261868.881713
0.073, 1468261868.883544
0.068, 1468261868.887817
0.075, 1468261868.890716
0.061, 1468261868.892364
0.068, 1468261868.893920
0.070, 1468261868.895721
0.070, 1468261868.897308
0.063, 1468261868.898834
0.068, 1468261868.900360
0.065, 1468261868.901885
0.068, 1468261868.903381
0.063, 1468261868.905151
0.063, 1468261868.908874
0.073, 1468261868.911254
0.075, 1468261868.913604
0.090, 1468261868.916748
0.070, 1468261868.919158
0.075, 1468261868.921539
0.051, 1468261868.924591
0.043, 1468261868.927917
0.073, 1468261868.930572
0.063, 1468261868.932220
0.065, 1468261868.933807
0.068, 1468261868.935546
0.063, 1468261868.937133
0.070, 1468261868.938659
0.070, 1468261868.940185
0.065, 1468261868.941711
0.058, 1468261868.943237
0.070, 1468261868.944732
0.065, 1468261868.948272
0.048, 1468261868.950714
0.046, 1468261868.952514
0.075, 1468261868.955078
0.053, 1468261868.958099
0.075, 1468261868.960418
0.046, 1468261868.962738
0.051, 1468261868.966888
0.073, 1468261868.969940
0.065, 1468261868.971649
0.070, 1468261868.973236
0.058, 1468261868.974761
0.061, 1468261868.976623
0.063, 1468261868.978149
0.070, 1468261868.979705
0.065, 1468261868.981201
0.061, 1468261868.982727
0.068, 1468261868.986541
0.051, 1468261868.989562
0.075, 1468261868.991943
0.051, 1468261868.994262
0.065, 1468261868.997436
0.083, 1468261868.999786
0.085, 1468261869.002136
0.058, 1468261869.006286
0.070, 1468261869.009307
0.068, 1468261869.011016
0.068, 1468261869.012603
0.070, 1468261869.014312
0.063, 1468261869.016143
0.070, 1468261869.017700
0.068, 1468261869.019287
0.068, 1468261869.020812
0.061, 1468261869.022338
0.065, 1468261869.023864
0.070, 1468261869.025604
0.070, 1468261869.029083
0.075, 1468261869.031494
0.083, 1468261869.033721
0.075, 1468261869.037017
0.058, 1468261869.039276
0.078, 1468261869.041656
0.053, 1468261869.044586
0.070, 1468261869.047729
0.070, 1468261869.050598
0.068, 1468261869.052246
0.065, 1468261869.053802
0.068, 1468261869.055572
0.063, 1468261869.057159
0.068, 1468261869.058685
0.058, 1468261869.060211
0.070, 1468261869.061706
0.061, 1468261869.063232
0.070, 1468261869.064727
0.063, 1468261869.069335
0.070, 1468261869.073211
0.080, 1468261869.077239
0.053, 1468261869.079620
0.058, 1468261869.081939
0.080, 1468261869.085113
0.061, 1468261869.087554
0.075, 1468261869.089813
0.078, 1468261869.092681
0.078, 1468261869.096221
0.070, 1468261869.098785
0.070, 1468261869.100402
0.070, 1468261869.101989
0.073, 1468261869.103546
0.068, 1468261869.105377
0.043, 1468261869.111419
0.085, 1468261869.113891
0.080, 1468261869.117218
0.061, 1468261869.119598
0.051, 1468261869.121917
0.063, 1468261869.125152
0.073, 1468261869.128295
0.075, 1468261869.131683
0.068, 1468261869.133361
0.065, 1468261869.135192
0.068, 1468261869.136810
0.061, 1468261869.138366
0.061, 1468261869.139892
0.070, 1468261869.141418
0.068, 1468261869.142944
0.063, 1468261869.144439
0.073, 1468261869.148773
0.078, 1468261869.151184
0.080, 1468261869.153381
0.061, 1468261869.156707
0.068, 1468261869.158966
0.078, 1468261869.161376
0.080, 1468261869.164337
0.075, 1468261869.167480
0.075, 1468261869.170410
0.065, 1468261869.172119
0.065, 1468261869.173706
0.058, 1468261869.175476
0.063, 1468261869.177032
0.068, 1468261869.178588
0.073, 1468261869.180114
0.068, 1468261869.181610
0.063, 1468261869.183135
0.063, 1468261869.184661
0.070, 1468261869.188873
0.075, 1468261869.191253
0.080, 1468261869.193450
0.075, 1468261869.196655
0.058, 1468261869.199096
0.080, 1468261869.201446
0.051, 1468261869.203216
0.070, 1468261869.207336
0.068, 1468261869.210327
0.073, 1468261869.211975
0.065, 1468261869.213562
0.068, 1468261869.215362
0.068, 1468261869.216949
0.070, 1468261869.218505
0.065, 1468261869.220031
0.063, 1468261869.221557
0.068, 1468261869.223052
0.058, 1468261869.224578
0.065, 1468261869.228240
0.048, 1468261869.230682
0.080, 1468261869.232910
0.075, 1468261869.237640
0.078, 1468261869.240051
0.075, 1468261869.242431
0.051, 1468261869.246063
0.078, 1468261869.249603
0.073, 1468261869.251281
0.070, 1468261869.252868
0.065, 1468261869.254455
0.070, 1468261869.256225
0.063, 1468261869.257781
0.065, 1468261869.259307
0.063, 1468261869.260833
0.065, 1468261869.262359
0.061, 1468261869.263854
0.063, 1468261869.266571
0.053, 1468261869.269500
0.056, 1468261869.271820
0.058, 1468261869.274230
0.058, 1468261869.277435
0.063, 1468261869.279785
0.087, 1468261869.282104
0.085, 1468261869.285400
0.075, 1468261869.288146
0.065, 1468261869.291046
0.061, 1468261869.292694
0.070, 1468261869.294250
0.068, 1468261869.296020
0.070, 1468261869.297607
0.063, 1468261869.299133
0.061, 1468261869.300659
0.063, 1468261869.302185
0.073, 1468261869.303710
0.073, 1468261869.305419
0.063, 1468261869.308929
0.068, 1468261869.311279
0.056, 1468261869.313476
0.075, 1468261869.316864
0.053, 1468261869.319122
0.090, 1468261869.321502
0.053, 1468261869.324432
0.068, 1468261869.327575
0.083, 1468261869.330444
0.070, 1468261869.332092
0.068, 1468261869.333679
0.068, 1468261869.335479
0.068, 1468261869.337036
0.070, 1468261869.338592
0.065, 1468261869.340118
0.070, 1468261869.341644
0.063, 1468261869.343170
0.068, 1468261869.344665
0.068, 1468261869.348663
0.068, 1468261869.351013
0.070, 1468261869.353240
0.056, 1468261869.356384
0.063, 1468261869.358947
0.056, 1468261869.362701
0.075, 1468261869.367065
0.083, 1468261869.370300
0.063, 1468261869.371948
0.061, 1468261869.373535
0.063, 1468261869.375396
0.063, 1468261869.376983
0.063, 1468261869.378540
0.061, 1468261869.380065
0.070, 1468261869.381591
0.068, 1468261869.383087
0.068, 1468261869.384582
0.065, 1468261869.388702
0.068, 1468261869.391113
0.075, 1468261869.393463
0.056, 1468261869.396606
0.058, 1468261869.398895
0.083, 1468261869.401275
0.056, 1468261869.403015
0.087, 1468261869.407104
0.073, 1468261869.410064
0.068, 1468261869.411743
0.070, 1468261869.413330
0.063, 1468261869.415130
0.070, 1468261869.416717
0.073, 1468261869.418243
0.061, 1468261869.419769
0.063, 1468261869.421295
0.068, 1468261869.422821
0.065, 1468261869.424316
0.063, 1468261869.428070
0.078, 1468261869.430664
0.075, 1468261869.432891
0.073, 1468261869.436096
0.073, 1468261869.438507
0.073, 1468261869.440887
0.056, 1468261869.443847
0.075, 1468261869.446990
0.065, 1468261869.449890
0.070, 1468261869.451538
0.068, 1468261869.453094
0.065, 1468261869.454620
0.058, 1468261869.456420
0.063, 1468261869.458007
0.058, 1468261869.459533
0.063, 1468261869.461059
0.063, 1468261869.462554
0.065, 1468261869.464080
0.068, 1468261869.466613
0.041, 1468261869.469543
0.073, 1468261869.471923
0.056, 1468261869.474212
0.061, 1468261869.477355
0.085, 1468261869.480072
0.048, 1468261869.482421
0.063, 1468261869.488128
0.078, 1468261869.490997
0.068, 1468261869.492645
0.063, 1468261869.494262
0.068, 1468261869.496032
0.065, 1468261869.497589
0.068, 1468261869.499114
0.063, 1468261869.500640
0.068, 1468261869.502136
0.065, 1468261869.503662
0.065, 1468261869.506530
0.048, 1468261869.509460
0.080, 1468261869.511810
0.043, 1468261869.514099
0.051, 1468261869.517333
0.090, 1468261869.519622
0.083, 1468261869.521942
0.051, 1468261869.525634
0.080, 1468261869.529083
0.070, 1468261869.530761
0.063, 1468261869.532348
0.068, 1468261869.533905
0.068, 1468261869.535675
0.061, 1468261869.537261
0.063, 1468261869.538818
0.070, 1468261869.540344
0.070, 1468261869.541839
0.061, 1468261869.543365
0.068, 1468261869.545104
0.068, 1468261869.548461
0.075, 1468261869.551025
0.080, 1468261869.553436
0.078, 1468261869.556427
0.053, 1468261869.558807
0.073, 1468261869.561157
0.058, 1468261869.563049
0.073, 1468261869.567413
0.078, 1468261869.570281
0.068, 1468261869.571929
0.065, 1468261869.573516
0.065, 1468261869.575317
0.068, 1468261869.576965
0.065, 1468261869.578521
0.063, 1468261869.580047
0.065, 1468261869.581573
0.073, 1468261869.583068
0.061, 1468261869.584594
0.068, 1468261869.588348
0.075, 1468261869.590850
0.051, 1468261869.593078
0.051, 1468261869.596282
0.056, 1468261869.598724
0.051, 1468261869.600494
0.070, 1468261869.602813
0.085, 1468261869.606536
0.073, 1468261869.611267
0.065, 1468261869.613037
0.070, 1468261869.614654
0.068, 1468261869.616485
0.063, 1468261869.618072
0.065, 1468261869.619598
0.063, 1468261869.621124
0.058, 1468261869.622650
0.070, 1468261869.624145
0.065, 1468261869.626556
0.046, 1468261869.629455
0.053, 1468261869.631744
0.051, 1468261869.634033
0.080, 1468261869.637176
0.083, 1468261869.639526
0.051, 1468261869.641876
0.078, 1468261869.645233
0.083, 1468261869.649047
0.065, 1468261869.650756
0.065, 1468261869.652343
0.070, 1468261869.653900
0.070, 1468261869.655670
0.058, 1468261869.657257
0.058, 1468261869.658782
0.065, 1468261869.660308
0.058, 1468261869.661804
0.073, 1468261869.663330
0.065, 1468261869.665100
0.065, 1468261869.668426
0.080, 1468261869.670867
0.070, 1468261869.673217
0.048, 1468261869.676452
0.043, 1468261869.678344
0.046, 1468261869.680694
0.043, 1468261869.683013
0.061, 1468261869.686676
0.083, 1468261869.690277
0.063, 1468261869.691955
0.068, 1468261869.693542
0.065, 1468261869.695343
0.068, 1468261869.696929
0.070, 1468261869.698486
0.070, 1468261869.700042
0.070, 1468261869.701568
0.065, 1468261869.703063
0.063, 1468261869.704589
0.068, 1468261869.708709
0.068, 1468261869.711090
0.083, 1468261869.713439
0.056, 1468261869.716613
0.083, 1468261869.719055
0.078, 1468261869.721252
0.058, 1468261869.724212
0.075, 1468261869.727355
0.063, 1468261869.730255
0.061, 1468261869.731872
0.063, 1468261869.733459
0.073, 1468261869.736694
0.065, 1468261869.738311
0.061, 1468261869.739898
0.070, 1468261869.741424
0.065, 1468261869.742950
0.065, 1468261869.744476
0.061, 1468261869.746948
0.080, 1468261869.749847
0.075, 1468261869.752197
0.048, 1468261869.754486
0.075, 1468261869.757690
0.083, 1468261869.760040
0.075, 1468261869.762359
0.065, 1468261869.766113
0.080, 1468261869.769500
0.063, 1468261869.771209
0.061, 1468261869.772796
0.061, 1468261869.774353
0.065, 1468261869.776123
0.058, 1468261869.777709
0.070, 1468261869.779327
0.065, 1468261869.780853
0.061, 1468261869.782379
0.073, 1468261869.783874
0.061, 1468261869.786743
0.075, 1468261869.789672
0.056, 1468261869.792022
0.073, 1468261869.794281
0.085, 1468261869.797424
0.083, 1468261869.799774
0.056, 1468261869.802093
0.063, 1468261869.805816
0.078, 1468261869.809173
0.068, 1468261869.810852
0.061, 1468261869.812438
0.063, 1468261869.814025
0.063, 1468261869.815795
0.063, 1468261869.817382
0.061, 1468261869.818908
0.063, 1468261869.820434
0.065, 1468261869.821960
0.061, 1468261869.823455
0.065, 1468261869.825225
0.058, 1468261869.828735
0.075, 1468261869.831024
0.078, 1468261869.833343
0.053, 1468261869.836578
0.061, 1468261869.839019
0.075, 1468261869.841339
0.048, 1468261869.843109
0.068, 1468261869.847198
0.070, 1468261869.850219
0.061, 1468261869.851867
0.058, 1468261869.853424
0.065, 1468261869.855224
0.065, 1468261869.856811
0.061, 1468261869.858367
0.065, 1468261869.861358
0.061, 1468261869.863006
0.061, 1468261869.864562
0.061, 1468261869.868255
0.083, 1468261869.870697
0.073, 1468261869.873077
0.073, 1468261869.876251
0.053, 1468261869.878692
0.085, 1468261869.881195
0.058, 1468261869.884033
0.075, 1468261869.887145
0.078, 1468261869.890014
0.063, 1468261869.891662
0.065, 1468261869.893218
0.065, 1468261869.895019
0.070, 1468261869.896636
0.070, 1468261869.898162
0.065, 1468261869.899688
0.065, 1468261869.901214
0.065, 1468261869.902709
0.061, 1468261869.904235
0.061, 1468261869.906494
0.056, 1468261869.909545
0.053, 1468261869.911865
0.068, 1468261869.914184
0.080, 1468261869.917358
0.053, 1468261869.919708
0.080, 1468261869.921966
0.068, 1468261869.925659
0.068, 1468261869.929046
0.065, 1468261869.930755
0.063, 1468261869.932342
0.065, 1468261869.933898
0.070, 1468261869.935638
0.070, 1468261869.937347
0.070, 1468261869.938934
0.068, 1468261869.940521
0.068, 1468261869.942047
0.070, 1468261869.943542
0.063, 1468261869.946624
0.063, 1468261869.949645
0.083, 1468261869.952056
0.048, 1468261869.954467
0.075, 1468261869.957733
0.056, 1468261869.960205
0.070, 1468261869.962524
0.048, 1468261869.966308
0.080, 1468261869.969726
0.063, 1468261869.971435
0.065, 1468261869.973052
0.065, 1468261869.974609
0.058, 1468261869.976470
0.070, 1468261869.978027
0.065, 1468261869.979553
0.061, 1468261869.981140
0.068, 1468261869.982696
0.070, 1468261869.986816
0.051, 1468261869.989807
0.053, 1468261869.992736
0.053, 1468261869.994506
0.048, 1468261869.997711
0.080, 1468261870.000061
0.090, 1468261870.002380
0.058, 1468261870.006164
0.073, 1468261870.009582
0.061, 1468261870.011291
0.061, 1468261870.012878
0.068, 1468261870.014434
0.068, 1468261870.016174
0.073, 1468261870.017730
0.065, 1468261870.019287
0.063, 1468261870.020812
0.070, 1468261870.022308
0.061, 1468261870.023803
0.063, 1468261870.026611
0.048, 1468261870.029541
0.046, 1468261870.031829
0.043, 1468261870.034118
0.083, 1468261870.037353
0.051, 1468261870.039703
0.085, 1468261870.042053
0.092, 1468261870.045806
0.068, 1468261870.049194
0.070, 1468261870.050872
0.068, 1468261870.052459
0.068, 1468261870.054016
0.058, 1468261870.055786
0.065, 1468261870.057342
0.070, 1468261870.058898
0.068, 1468261870.060394
0.058, 1468261870.061920
0.063, 1468261870.063446
0.073, 1468261870.066314
0.068, 1468261870.071441
0.070, 1468261870.076080
0.090, 1468261870.078552
0.046, 1468261870.080871
0.056, 1468261870.082702
0.048, 1468261870.086517
0.048, 1468261870.088348
0.048, 1468261870.090667
0.080, 1468261870.094177
0.073, 1468261870.097839
0.063, 1468261870.099548
0.068, 1468261870.101135
0.068, 1468261870.102691
0.068, 1468261870.104217
0.068, 1468261870.108093
0.056, 1468261870.112030
0.051, 1468261870.114379
0.083, 1468261870.117584
0.048, 1468261870.119873
0.051, 1468261870.122161
0.083, 1468261870.126312
0.070, 1468261870.129211
0.078, 1468261870.132049
0.065, 1468261870.133697
0.058, 1468261870.135498
0.058, 1468261870.137084
0.061, 1468261870.138610
0.063, 1468261870.140136
0.065, 1468261870.141662
0.065, 1468261870.143188
0.061, 1468261870.144714
0.063, 1468261870.148895
0.080, 1468261870.151275
0.083, 1468261870.153594
0.061, 1468261870.156829
0.056, 1468261870.159271
0.073, 1468261870.161499
0.058, 1468261870.164428
0.068, 1468261870.167572
0.061, 1468261870.170501
0.065, 1468261870.172119
0.063, 1468261870.173675
0.063, 1468261870.175476
0.065, 1468261870.177032
0.063, 1468261870.178558
0.058, 1468261870.180084
0.061, 1468261870.181610
0.061, 1468261870.183197
0.061, 1468261870.184722
0.063, 1468261870.188873
0.039, 1468261870.191223
0.046, 1468261870.193572
0.048, 1468261870.196777
0.061, 1468261870.199188
0.078, 1468261870.201385
0.075, 1468261870.204620
0.075, 1468261870.207916
0.068, 1468261870.210388
0.065, 1468261870.212005
0.073, 1468261870.213562
0.065, 1468261870.215362
0.065, 1468261870.216949
0.073, 1468261870.218505
0.073, 1468261870.220062
0.063, 1468261870.221588
0.070, 1468261870.223083
0.065, 1468261870.224609
0.065, 1468261870.228118
0.043, 1468261870.229949
0.053, 1468261870.232299
0.039, 1468261870.237762
0.053, 1468261870.240173
0.070, 1468261870.242492
0.075, 1468261870.246307
0.073, 1468261870.249664
0.068, 1468261870.251342
0.073, 1468261870.252960
0.061, 1468261870.254486
0.073, 1468261870.256256
0.070, 1468261870.257812
0.068, 1468261870.259368
0.070, 1468261870.260894
0.073, 1468261870.262420
0.065, 1468261870.263946
0.070, 1468261870.266754
0.051, 1468261870.269683
0.080, 1468261870.272033
0.083, 1468261870.274353
0.073, 1468261870.277496
0.078, 1468261870.279846
0.085, 1468261870.282165
0.058, 1468261870.285522
0.051, 1468261870.289367
0.070, 1468261870.291076
0.068, 1468261870.292663
0.058, 1468261870.294250
0.070, 1468261870.296020
0.065, 1468261870.297576
0.070, 1468261870.299102
0.065, 1468261870.300628
0.070, 1468261870.302124
0.063, 1468261870.303649
0.065, 1468261870.306549
0.070, 1468261870.309509
0.080, 1468261870.311828
0.087, 1468261870.314117
0.075, 1468261870.317291
0.080, 1468261870.319671
0.080, 1468261870.322021
0.083, 1468261870.325714
0.078, 1468261870.329101
0.065, 1468261870.330810
0.061, 1468261870.332397
0.070, 1468261870.333953
0.070, 1468261870.335693
0.068, 1468261870.337280
0.068, 1468261870.338806
0.068, 1468261870.340332
0.070, 1468261870.341857
0.058, 1468261870.343353
0.068, 1468261870.345092
0.063, 1468261870.348449
0.085, 1468261870.350891
0.075, 1468261870.353240
0.073, 1468261870.356445
0.051, 1468261870.358856
0.075, 1468261870.362609
0.058, 1468261870.365905
0.075, 1468261870.368835
0.083, 1468261870.372100
0.061, 1468261870.373748
0.065, 1468261870.375518
0.070, 1468261870.377136
0.070, 1468261870.378692
0.063, 1468261870.380218
0.058, 1468261870.381744
0.068, 1468261870.383239
0.068, 1468261870.384765
0.063, 1468261870.388336
0.073, 1468261870.390777
0.048, 1468261870.392517
0.056, 1468261870.395080
0.058, 1468261870.398101
0.092, 1468261870.400421
0.073, 1468261870.402740
0.058, 1468261870.406524
0.070, 1468261870.409973
0.068, 1468261870.411651
0.068, 1468261870.413238
0.070, 1468261870.414978
0.063, 1468261870.416625
0.068, 1468261870.418182
0.063, 1468261870.419708
0.070, 1468261870.421234
0.061, 1468261870.422760
0.063, 1468261870.424255
0.065, 1468261870.426757
0.070, 1468261870.429656
0.056, 1468261870.431945
0.048, 1468261870.434265
0.041, 1468261870.437500
0.085, 1468261870.439819
0.080, 1468261870.442138
0.083, 1468261870.445861
0.078, 1468261870.449279
0.068, 1468261870.450988
0.070, 1468261870.452545
0.068, 1468261870.454101
0.063, 1468261870.455871
0.068, 1468261870.457427
0.065, 1468261870.458953
0.070, 1468261870.460479
0.063, 1468261870.462005
0.068, 1468261870.463500
0.061, 1468261870.466583
0.043, 1468261870.469482
0.080, 1468261870.471832
0.090, 1468261870.474151
0.080, 1468261870.477325
0.083, 1468261870.480072
0.053, 1468261870.482452
0.061, 1468261870.488067
0.075, 1468261870.491180
0.068, 1468261870.492858
0.065, 1468261870.494415
0.070, 1468261870.496246
0.061, 1468261870.497802
0.070, 1468261870.499328
0.061, 1468261870.500854
0.073, 1468261870.502380
0.063, 1468261870.503906
0.070, 1468261870.506591
0.041, 1468261870.509521
0.051, 1468261870.511840
0.085, 1468261870.514129
0.073, 1468261870.517333
0.087, 1468261870.519653
